mode,temp_c,run,device,w_um,l_um,area_um2,quantity,val_a,val_b
mismatch,-40,164,ppolyf_u_3k,5,100,500,r_ohm,68219.6,68219.6
mismatch,-40,164,ppolyf_u,1,10,10,r_ohm,3859.53,3859.53
mismatch,-40,164,ppolyf_u,2,40,80,r_ohm,7314.1,7314.1
mismatch,-40,164,ppolyf_u,5,100,500,r_ohm,7161.07,7161.07
mismatch,-40,164,nfet_03v3,5,0.5,2.5,vgs_v,0.834635,0.834803
mismatch,-40,164,nfet_03v3,10,1.0,10,vgs_v,0.819964,0.818751
mismatch,-40,164,nfet_03v3,20,2.0,40,vgs_v,0.805743,0.807368
mismatch,-40,164,pfet_03v3,5,0.5,2.5,vgs_v,1.04621,1.0452
mismatch,-40,164,pfet_03v3,10,1.0,10,vgs_v,1.05681,1.05889
mismatch,-40,164,pfet_03v3,20,2.0,40,vgs_v,1.06438,1.06369
mismatch,-40,165,ppolyf_u_1k,1,10,10,r_ohm,11341.6,11341.6
mismatch,-40,165,ppolyf_u_1k,2,40,80,r_ohm,21901.7,21901.7
mismatch,-40,165,ppolyf_u_1k,5,100,500,r_ohm,21618.7,21618.7
mismatch,-40,165,ppolyf_u_2k,1,10,10,r_ohm,24077.9,24077.9
mismatch,-40,165,ppolyf_u_2k,2,40,80,r_ohm,46270.2,46270.2
mismatch,-40,165,ppolyf_u_2k,5,100,500,r_ohm,45485.5,45485.5
mismatch,-40,165,ppolyf_u_3k,1,10,10,r_ohm,36072.2,36072.2
mismatch,-40,165,ppolyf_u_3k,2,40,80,r_ohm,69383.5,69383.5
mismatch,-40,165,ppolyf_u_3k,5,100,500,r_ohm,68219.6,68219.6
mismatch,-40,165,ppolyf_u,1,10,10,r_ohm,3859.53,3859.53
mismatch,-40,165,ppolyf_u,2,40,80,r_ohm,7314.1,7314.1
mismatch,-40,165,ppolyf_u,5,100,500,r_ohm,7161.07,7161.07
mismatch,-40,165,nfet_03v3,5,0.5,2.5,vgs_v,0.836865,0.829261
mismatch,-40,165,nfet_03v3,10,1.0,10,vgs_v,0.822226,0.818907
mismatch,-40,165,nfet_03v3,20,2.0,40,vgs_v,0.807782,0.807643
mismatch,-40,165,pfet_03v3,5,0.5,2.5,vgs_v,1.04427,1.03911
mismatch,-40,165,pfet_03v3,10,1.0,10,vgs_v,1.05926,1.0595
mismatch,-40,165,pfet_03v3,20,2.0,40,vgs_v,1.06334,1.06413
mismatch,-40,166,ppolyf_u_1k,1,10,10,r_ohm,11341.6,11341.6
mismatch,-40,166,ppolyf_u_1k,2,40,80,r_ohm,21901.7,21901.7
mismatch,-40,166,ppolyf_u_1k,5,100,500,r_ohm,21618.7,21618.7
mismatch,-40,166,ppolyf_u_2k,1,10,10,r_ohm,24077.9,24077.9
mismatch,-40,166,ppolyf_u_2k,2,40,80,r_ohm,46270.2,46270.2
mismatch,-40,166,ppolyf_u_2k,5,100,500,r_ohm,45485.5,45485.5
mismatch,-40,166,ppolyf_u_3k,1,10,10,r_ohm,36072.2,36072.2
mismatch,-40,166,ppolyf_u_3k,2,40,80,r_ohm,69383.5,69383.5
mismatch,-40,166,ppolyf_u_3k,5,100,500,r_ohm,68219.6,68219.6
mismatch,-40,166,ppolyf_u,1,10,10,r_ohm,3859.53,3859.53
mismatch,-40,166,ppolyf_u,2,40,80,r_ohm,7314.1,7314.1
mismatch,-40,166,ppolyf_u,5,100,500,r_ohm,7161.07,7161.07
mismatch,-40,166,nfet_03v3,5,0.5,2.5,vgs_v,0.840009,0.841321
mismatch,-40,166,nfet_03v3,10,1.0,10,vgs_v,0.821542,0.817145
mismatch,-40,166,nfet_03v3,20,2.0,40,vgs_v,0.80746,0.806726
mismatch,-40,166,pfet_03v3,5,0.5,2.5,vgs_v,1.04704,1.0452
mismatch,-40,166,pfet_03v3,10,1.0,10,vgs_v,1.06129,1.05982
mismatch,-40,166,pfet_03v3,20,2.0,40,vgs_v,1.06335,1.0636
mismatch,-40,167,ppolyf_u_1k,1,10,10,r_ohm,11341.6,11341.6
mismatch,-40,167,ppolyf_u_1k,2,40,80,r_ohm,21901.7,21901.7
mismatch,-40,167,ppolyf_u_1k,5,100,500,r_ohm,21618.7,21618.7
mismatch,-40,167,ppolyf_u_2k,1,10,10,r_ohm,24077.9,24077.9
mismatch,-40,167,ppolyf_u_2k,2,40,80,r_ohm,46270.2,46270.2
mismatch,-40,167,ppolyf_u_2k,5,100,500,r_ohm,45485.5,45485.5
mismatch,-40,167,ppolyf_u_3k,1,10,10,r_ohm,36072.2,36072.2
mismatch,-40,167,ppolyf_u_3k,2,40,80,r_ohm,69383.5,69383.5
mismatch,-40,167,ppolyf_u_3k,5,100,500,r_ohm,68219.6,68219.6
mismatch,-40,167,ppolyf_u,1,10,10,r_ohm,3859.53,3859.53
mismatch,-40,167,ppolyf_u,2,40,80,r_ohm,7314.1,7314.1
mismatch,-40,167,ppolyf_u,5,100,500,r_ohm,7161.07,7161.07
mismatch,-40,167,nfet_03v3,5,0.5,2.5,vgs_v,0.836232,0.834748
mismatch,-40,167,nfet_03v3,10,1.0,10,vgs_v,0.82087,0.817916
mismatch,-40,167,nfet_03v3,20,2.0,40,vgs_v,0.807958,0.807839
mismatch,-40,167,pfet_03v3,5,0.5,2.5,vgs_v,1.04957,1.04539
mismatch,-40,167,pfet_03v3,10,1.0,10,vgs_v,1.0616,1.05699
mismatch,-40,167,pfet_03v3,20,2.0,40,vgs_v,1.06495,1.06351
mismatch,-40,168,ppolyf_u_1k,1,10,10,r_ohm,11341.6,11341.6
mismatch,-40,168,ppolyf_u_1k,2,40,80,r_ohm,21901.7,21901.7
mismatch,-40,168,ppolyf_u_1k,5,100,500,r_ohm,21618.7,21618.7
mismatch,-40,168,ppolyf_u_2k,1,10,10,r_ohm,24077.9,24077.9
mismatch,-40,168,ppolyf_u_2k,2,40,80,r_ohm,46270.2,46270.2
mismatch,-40,168,ppolyf_u_2k,5,100,500,r_ohm,45485.5,45485.5
mismatch,-40,168,ppolyf_u_3k,1,10,10,r_ohm,36072.2,36072.2
mismatch,-40,168,ppolyf_u_3k,2,40,80,r_ohm,69383.5,69383.5
mismatch,-40,168,ppolyf_u_3k,5,100,500,r_ohm,68219.6,68219.6
mismatch,-40,168,ppolyf_u,1,10,10,r_ohm,3859.53,3859.53
mismatch,-40,168,ppolyf_u,2,40,80,r_ohm,7314.1,7314.1
mismatch,-40,168,ppolyf_u,5,100,500,r_ohm,7161.07,7161.07
mismatch,-40,168,nfet_03v3,5,0.5,2.5,vgs_v,0.832274,0.835684
mismatch,-40,168,nfet_03v3,10,1.0,10,vgs_v,0.82064,0.820554
mismatch,-40,168,nfet_03v3,20,2.0,40,vgs_v,0.806102,0.807592
mismatch,-40,168,pfet_03v3,5,0.5,2.5,vgs_v,1.03792,1.0434
mismatch,-40,168,pfet_03v3,10,1.0,10,vgs_v,1.0598,1.05766
mismatch,-40,168,pfet_03v3,20,2.0,40,vgs_v,1.06287,1.06341
mismatch,-40,169,ppolyf_u_1k,1,10,10,r_ohm,11341.6,11341.6
mismatch,-40,169,ppolyf_u_1k,2,40,80,r_ohm,21901.7,21901.7
mismatch,-40,169,ppolyf_u_1k,5,100,500,r_ohm,21618.7,21618.7
mismatch,-40,169,ppolyf_u_2k,1,10,10,r_ohm,24077.9,24077.9
mismatch,-40,169,ppolyf_u_2k,2,40,80,r_ohm,46270.2,46270.2
mismatch,-40,169,ppolyf_u_2k,5,100,500,r_ohm,45485.5,45485.5
mismatch,-40,169,ppolyf_u_3k,1,10,10,r_ohm,36072.2,36072.2
mismatch,-40,169,ppolyf_u_3k,2,40,80,r_ohm,69383.5,69383.5
mismatch,-40,169,ppolyf_u_3k,5,100,500,r_ohm,68219.6,68219.6
mismatch,-40,169,ppolyf_u,1,10,10,r_ohm,3859.53,3859.53
mismatch,-40,169,ppolyf_u,2,40,80,r_ohm,7314.1,7314.1
mismatch,-40,169,ppolyf_u,5,100,500,r_ohm,7161.07,7161.07
mismatch,-40,169,nfet_03v3,5,0.5,2.5,vgs_v,0.83979,0.830019
mismatch,-40,169,nfet_03v3,10,1.0,10,vgs_v,0.817811,0.819385
mismatch,-40,169,nfet_03v3,20,2.0,40,vgs_v,0.808052,0.807823
mismatch,-40,169,pfet_03v3,5,0.5,2.5,vgs_v,1.04894,1.04414
mismatch,-40,169,pfet_03v3,10,1.0,10,vgs_v,1.06045,1.05868
mismatch,-40,169,pfet_03v3,20,2.0,40,vgs_v,1.0638,1.06265
mismatch,-40,170,ppolyf_u_1k,1,10,10,r_ohm,11341.6,11341.6
mismatch,-40,170,ppolyf_u_1k,2,40,80,r_ohm,21901.7,21901.7
mismatch,-40,170,ppolyf_u_1k,5,100,500,r_ohm,21618.7,21618.7
mismatch,-40,170,ppolyf_u_2k,1,10,10,r_ohm,24077.9,24077.9
mismatch,-40,170,ppolyf_u_2k,2,40,80,r_ohm,46270.2,46270.2
mismatch,-40,170,ppolyf_u_2k,5,100,500,r_ohm,45485.5,45485.5
mismatch,-40,170,ppolyf_u_3k,1,10,10,r_ohm,36072.2,36072.2
mismatch,-40,170,ppolyf_u_3k,2,40,80,r_ohm,69383.5,69383.5
mismatch,-40,170,ppolyf_u_3k,5,100,500,r_ohm,68219.6,68219.6
mismatch,-40,170,ppolyf_u,1,10,10,r_ohm,3859.53,3859.53
mismatch,-40,170,ppolyf_u,2,40,80,r_ohm,7314.1,7314.1
mismatch,-40,170,ppolyf_u,5,100,500,r_ohm,7161.07,7161.07
mismatch,-40,170,nfet_03v3,5,0.5,2.5,vgs_v,0.842535,0.8341
mismatch,-40,170,nfet_03v3,10,1.0,10,vgs_v,0.823074,0.822455
mismatch,-40,170,nfet_03v3,20,2.0,40,vgs_v,0.807976,0.807733
mismatch,-40,170,pfet_03v3,5,0.5,2.5,vgs_v,1.04435,1.04576
mismatch,-40,170,pfet_03v3,10,1.0,10,vgs_v,1.063,1.05916
mismatch,-40,170,pfet_03v3,20,2.0,40,vgs_v,1.06489,1.06309
mismatch,-40,171,ppolyf_u_1k,1,10,10,r_ohm,11341.6,11341.6
mismatch,-40,171,ppolyf_u_1k,2,40,80,r_ohm,21901.7,21901.7
mismatch,-40,171,ppolyf_u_1k,5,100,500,r_ohm,21618.7,21618.7
mismatch,-40,171,ppolyf_u_2k,1,10,10,r_ohm,24077.9,24077.9
mismatch,-40,171,ppolyf_u_2k,2,40,80,r_ohm,46270.2,46270.2
mismatch,-40,171,ppolyf_u_2k,5,100,500,r_ohm,45485.5,45485.5
mismatch,-40,171,ppolyf_u_3k,1,10,10,r_ohm,36072.2,36072.2
mismatch,-40,171,ppolyf_u_3k,2,40,80,r_ohm,69383.5,69383.5
mismatch,-40,171,ppolyf_u_3k,5,100,500,r_ohm,68219.6,68219.6
mismatch,-40,171,ppolyf_u,1,10,10,r_ohm,3859.53,3859.53
mismatch,-40,171,ppolyf_u,2,40,80,r_ohm,7314.1,7314.1
mismatch,-40,171,ppolyf_u,5,100,500,r_ohm,7161.07,7161.07
mismatch,-40,171,nfet_03v3,5,0.5,2.5,vgs_v,0.843229,0.836162
mismatch,-40,171,nfet_03v3,10,1.0,10,vgs_v,0.822426,0.818973
mismatch,-40,171,nfet_03v3,20,2.0,40,vgs_v,0.808472,0.807432
mismatch,-40,171,pfet_03v3,5,0.5,2.5,vgs_v,1.05154,1.04169
mismatch,-40,171,pfet_03v3,10,1.0,10,vgs_v,1.06213,1.05776
mismatch,-40,171,pfet_03v3,20,2.0,40,vgs_v,1.06258,1.06322
mismatch,-40,172,ppolyf_u_1k,1,10,10,r_ohm,11341.6,11341.6
mismatch,-40,172,ppolyf_u_1k,2,40,80,r_ohm,21901.7,21901.7
mismatch,-40,172,ppolyf_u_1k,5,100,500,r_ohm,21618.7,21618.7
mismatch,-40,172,ppolyf_u_2k,1,10,10,r_ohm,24077.9,24077.9
mismatch,-40,172,ppolyf_u_2k,2,40,80,r_ohm,46270.2,46270.2
mismatch,-40,172,ppolyf_u_2k,5,100,500,r_ohm,45485.5,45485.5
mismatch,-40,172,ppolyf_u_3k,1,10,10,r_ohm,36072.2,36072.2
mismatch,-40,172,ppolyf_u_3k,2,40,80,r_ohm,69383.5,69383.5
mismatch,-40,172,ppolyf_u_3k,5,100,500,r_ohm,68219.6,68219.6
mismatch,-40,172,ppolyf_u,1,10,10,r_ohm,3859.53,3859.53
mismatch,-40,172,ppolyf_u,2,40,80,r_ohm,7314.1,7314.1
mismatch,-40,172,ppolyf_u,5,100,500,r_ohm,7161.07,7161.07
mismatch,-40,172,nfet_03v3,5,0.5,2.5,vgs_v,0.834554,0.827646
mismatch,-40,172,nfet_03v3,10,1.0,10,vgs_v,0.817303,0.819528
mismatch,-40,172,nfet_03v3,20,2.0,40,vgs_v,0.806989,0.808074
mismatch,-40,172,pfet_03v3,5,0.5,2.5,vgs_v,1.03925,1.04123
mismatch,-40,172,pfet_03v3,10,1.0,10,vgs_v,1.05995,1.0594
mismatch,-40,172,pfet_03v3,20,2.0,40,vgs_v,1.06448,1.06303
mismatch,-40,173,ppolyf_u_1k,1,10,10,r_ohm,11341.6,11341.6
mismatch,-40,173,ppolyf_u_1k,2,40,80,r_ohm,21901.7,21901.7
mismatch,-40,173,ppolyf_u_1k,5,100,500,r_ohm,21618.7,21618.7
mismatch,-40,173,ppolyf_u_2k,1,10,10,r_ohm,24077.9,24077.9
mismatch,-40,173,ppolyf_u_2k,2,40,80,r_ohm,46270.2,46270.2
mismatch,-40,173,ppolyf_u_2k,5,100,500,r_ohm,45485.5,45485.5
mismatch,-40,173,ppolyf_u_3k,1,10,10,r_ohm,36072.2,36072.2
mismatch,-40,173,ppolyf_u_3k,2,40,80,r_ohm,69383.5,69383.5
mismatch,-40,173,ppolyf_u_3k,5,100,500,r_ohm,68219.6,68219.6
mismatch,-40,173,ppolyf_u,1,10,10,r_ohm,3859.53,3859.53
mismatch,-40,173,ppolyf_u,2,40,80,r_ohm,7314.1,7314.1
mismatch,-40,173,ppolyf_u,5,100,500,r_ohm,7161.07,7161.07
mismatch,-40,173,nfet_03v3,5,0.5,2.5,vgs_v,0.835613,0.830742
mismatch,-40,173,nfet_03v3,10,1.0,10,vgs_v,0.821753,0.820978
mismatch,-40,173,nfet_03v3,20,2.0,40,vgs_v,0.808641,0.806147
mismatch,-40,173,pfet_03v3,5,0.5,2.5,vgs_v,1.03862,1.03803
mismatch,-40,173,pfet_03v3,10,1.0,10,vgs_v,1.06052,1.06063
mismatch,-40,173,pfet_03v3,20,2.0,40,vgs_v,1.06325,1.06445
mismatch,-40,174,ppolyf_u_1k,1,10,10,r_ohm,11341.6,11341.6
mismatch,-40,174,ppolyf_u_1k,2,40,80,r_ohm,21901.7,21901.7
mismatch,-40,174,ppolyf_u_1k,5,100,500,r_ohm,21618.7,21618.7
mismatch,-40,174,ppolyf_u_2k,1,10,10,r_ohm,24077.9,24077.9
mismatch,-40,174,ppolyf_u_2k,2,40,80,r_ohm,46270.2,46270.2
mismatch,-40,174,ppolyf_u_2k,5,100,500,r_ohm,45485.5,45485.5
mismatch,-40,174,ppolyf_u_3k,1,10,10,r_ohm,36072.2,36072.2
mismatch,-40,174,ppolyf_u_3k,2,40,80,r_ohm,69383.5,69383.5
mismatch,-40,174,ppolyf_u_3k,5,100,500,r_ohm,68219.6,68219.6
mismatch,-40,174,ppolyf_u,1,10,10,r_ohm,3859.53,3859.53
mismatch,-40,174,ppolyf_u,2,40,80,r_ohm,7314.1,7314.1
mismatch,-40,174,ppolyf_u,5,100,500,r_ohm,7161.07,7161.07
mismatch,-40,174,nfet_03v3,5,0.5,2.5,vgs_v,0.830481,0.835534
mismatch,-40,174,nfet_03v3,10,1.0,10,vgs_v,0.821039,0.819992
mismatch,-40,174,nfet_03v3,20,2.0,40,vgs_v,0.806408,0.807667
mismatch,-40,174,pfet_03v3,5,0.5,2.5,vgs_v,1.042,1.04421
mismatch,-40,174,pfet_03v3,10,1.0,10,vgs_v,1.05909,1.05725
mismatch,-40,174,pfet_03v3,20,2.0,40,vgs_v,1.0639,1.06513
mismatch,-40,175,ppolyf_u_1k,1,10,10,r_ohm,11341.6,11341.6
mismatch,-40,175,ppolyf_u_1k,2,40,80,r_ohm,21901.7,21901.7
mismatch,-40,175,ppolyf_u_1k,5,100,500,r_ohm,21618.7,21618.7
mismatch,-40,175,ppolyf_u_2k,1,10,10,r_ohm,24077.9,24077.9
mismatch,-40,175,ppolyf_u_2k,2,40,80,r_ohm,46270.2,46270.2
mismatch,-40,175,ppolyf_u_2k,5,100,500,r_ohm,45485.5,45485.5
mismatch,-40,175,ppolyf_u_3k,1,10,10,r_ohm,36072.2,36072.2
mismatch,-40,175,ppolyf_u_3k,2,40,80,r_ohm,69383.5,69383.5
mismatch,-40,175,ppolyf_u_3k,5,100,500,r_ohm,68219.6,68219.6
mismatch,-40,175,ppolyf_u,1,10,10,r_ohm,3859.53,3859.53
mismatch,-40,175,ppolyf_u,2,40,80,r_ohm,7314.1,7314.1
mismatch,-40,175,ppolyf_u,5,100,500,r_ohm,7161.07,7161.07
mismatch,-40,175,nfet_03v3,5,0.5,2.5,vgs_v,0.835583,0.827821
mismatch,-40,175,nfet_03v3,10,1.0,10,vgs_v,0.821946,0.81986
mismatch,-40,175,nfet_03v3,20,2.0,40,vgs_v,0.80751,0.80807
mismatch,-40,175,pfet_03v3,5,0.5,2.5,vgs_v,1.04989,1.04205
mismatch,-40,175,pfet_03v3,10,1.0,10,vgs_v,1.06091,1.06253
mismatch,-40,175,pfet_03v3,20,2.0,40,vgs_v,1.0631,1.0643
mismatch,-40,176,ppolyf_u_1k,1,10,10,r_ohm,11341.6,11341.6
mismatch,-40,176,ppolyf_u_1k,2,40,80,r_ohm,21901.7,21901.7
mismatch,-40,176,ppolyf_u_1k,5,100,500,r_ohm,21618.7,21618.7
mismatch,-40,176,ppolyf_u_2k,1,10,10,r_ohm,24077.9,24077.9
mismatch,-40,176,ppolyf_u_2k,2,40,80,r_ohm,46270.2,46270.2
mismatch,-40,176,ppolyf_u_2k,5,100,500,r_ohm,45485.5,45485.5
mismatch,-40,176,ppolyf_u_3k,1,10,10,r_ohm,36072.2,36072.2
mismatch,-40,176,ppolyf_u_3k,2,40,80,r_ohm,69383.5,69383.5
mismatch,-40,176,ppolyf_u_3k,5,100,500,r_ohm,68219.6,68219.6
mismatch,-40,176,ppolyf_u,1,10,10,r_ohm,3859.53,3859.53
mismatch,-40,176,ppolyf_u,2,40,80,r_ohm,7314.1,7314.1
mismatch,-40,176,ppolyf_u,5,100,500,r_ohm,7161.07,7161.07
mismatch,-40,176,nfet_03v3,5,0.5,2.5,vgs_v,0.835868,0.83535
mismatch,-40,176,nfet_03v3,10,1.0,10,vgs_v,0.82074,0.821073
mismatch,-40,176,nfet_03v3,20,2.0,40,vgs_v,0.807543,0.807252
mismatch,-40,176,pfet_03v3,5,0.5,2.5,vgs_v,1.04325,1.04717
mismatch,-40,176,pfet_03v3,10,1.0,10,vgs_v,1.06047,1.0631
mismatch,-40,176,pfet_03v3,20,2.0,40,vgs_v,1.06352,1.0636
mismatch,-40,177,ppolyf_u_1k,1,10,10,r_ohm,11341.6,11341.6
mismatch,-40,177,ppolyf_u_1k,2,40,80,r_ohm,21901.7,21901.7
mismatch,-40,177,ppolyf_u_1k,5,100,500,r_ohm,21618.7,21618.7
mismatch,-40,177,ppolyf_u_2k,1,10,10,r_ohm,24077.9,24077.9
mismatch,-40,177,ppolyf_u_2k,2,40,80,r_ohm,46270.2,46270.2
mismatch,-40,177,ppolyf_u_2k,5,100,500,r_ohm,45485.5,45485.5
mismatch,-40,177,ppolyf_u_3k,1,10,10,r_ohm,36072.2,36072.2
mismatch,-40,177,ppolyf_u_3k,2,40,80,r_ohm,69383.5,69383.5
mismatch,-40,177,ppolyf_u_3k,5,100,500,r_ohm,68219.6,68219.6
mismatch,-40,177,ppolyf_u,1,10,10,r_ohm,3859.53,3859.53
mismatch,-40,177,ppolyf_u,2,40,80,r_ohm,7314.1,7314.1
mismatch,-40,177,ppolyf_u,5,100,500,r_ohm,7161.07,7161.07
mismatch,-40,177,nfet_03v3,5,0.5,2.5,vgs_v,0.838699,0.833382
mismatch,-40,177,nfet_03v3,10,1.0,10,vgs_v,0.816024,0.822315
mismatch,-40,177,nfet_03v3,20,2.0,40,vgs_v,0.807049,0.807605
mismatch,-40,177,pfet_03v3,5,0.5,2.5,vgs_v,1.04627,1.05246
mismatch,-40,177,pfet_03v3,10,1.0,10,vgs_v,1.05925,1.06045
mismatch,-40,177,pfet_03v3,20,2.0,40,vgs_v,1.06399,1.06467
mismatch,-40,178,ppolyf_u_1k,1,10,10,r_ohm,11341.6,11341.6
mismatch,-40,178,ppolyf_u_1k,2,40,80,r_ohm,21901.7,21901.7
mismatch,-40,178,ppolyf_u_1k,5,100,500,r_ohm,21618.7,21618.7
mismatch,-40,178,ppolyf_u_2k,1,10,10,r_ohm,24077.9,24077.9
mismatch,-40,178,ppolyf_u_2k,2,40,80,r_ohm,46270.2,46270.2
mismatch,-40,178,ppolyf_u_2k,5,100,500,r_ohm,45485.5,45485.5
mismatch,-40,178,ppolyf_u_3k,1,10,10,r_ohm,36072.2,36072.2
mismatch,-40,178,ppolyf_u_3k,2,40,80,r_ohm,69383.5,69383.5
mismatch,-40,178,ppolyf_u_3k,5,100,500,r_ohm,68219.6,68219.6
mismatch,-40,178,ppolyf_u,1,10,10,r_ohm,3859.53,3859.53
mismatch,-40,178,ppolyf_u,2,40,80,r_ohm,7314.1,7314.1
mismatch,-40,178,ppolyf_u,5,100,500,r_ohm,7161.07,7161.07
mismatch,-40,178,nfet_03v3,5,0.5,2.5,vgs_v,0.831954,0.841514
mismatch,-40,178,nfet_03v3,10,1.0,10,vgs_v,0.817177,0.821763
mismatch,-40,178,nfet_03v3,20,2.0,40,vgs_v,0.808004,0.807378
mismatch,-40,178,pfet_03v3,5,0.5,2.5,vgs_v,1.04092,1.04202
mismatch,-40,178,pfet_03v3,10,1.0,10,vgs_v,1.05928,1.05575
mismatch,-40,178,pfet_03v3,20,2.0,40,vgs_v,1.06352,1.0647
mismatch,-40,179,ppolyf_u_1k,1,10,10,r_ohm,11341.6,11341.6
mismatch,-40,179,ppolyf_u_1k,2,40,80,r_ohm,21901.7,21901.7
mismatch,-40,179,ppolyf_u_1k,5,100,500,r_ohm,21618.7,21618.7
mismatch,-40,179,ppolyf_u_2k,1,10,10,r_ohm,24077.9,24077.9
mismatch,-40,179,ppolyf_u_2k,2,40,80,r_ohm,46270.2,46270.2
mismatch,-40,179,ppolyf_u_2k,5,100,500,r_ohm,45485.5,45485.5
mismatch,-40,179,ppolyf_u_3k,1,10,10,r_ohm,36072.2,36072.2
mismatch,-40,179,ppolyf_u_3k,2,40,80,r_ohm,69383.5,69383.5
mismatch,-40,179,ppolyf_u_3k,5,100,500,r_ohm,68219.6,68219.6
mismatch,-40,179,ppolyf_u,1,10,10,r_ohm,3859.53,3859.53
mismatch,-40,179,ppolyf_u,2,40,80,r_ohm,7314.1,7314.1
mismatch,-40,179,ppolyf_u,5,100,500,r_ohm,7161.07,7161.07
mismatch,-40,179,nfet_03v3,5,0.5,2.5,vgs_v,0.833376,0.838566
mismatch,-40,179,nfet_03v3,10,1.0,10,vgs_v,0.819505,0.82237
mismatch,-40,179,nfet_03v3,20,2.0,40,vgs_v,0.80436,0.806191
mismatch,-40,179,pfet_03v3,5,0.5,2.5,vgs_v,1.04354,1.05033
mismatch,-40,179,pfet_03v3,10,1.0,10,vgs_v,1.06086,1.05907
mismatch,-40,179,pfet_03v3,20,2.0,40,vgs_v,1.06315,1.06224
mismatch,-40,180,ppolyf_u_1k,1,10,10,r_ohm,11341.6,11341.6
mismatch,-40,180,ppolyf_u_1k,2,40,80,r_ohm,21901.7,21901.7
mismatch,-40,180,ppolyf_u_1k,5,100,500,r_ohm,21618.7,21618.7
mismatch,-40,180,ppolyf_u_2k,1,10,10,r_ohm,24077.9,24077.9
mismatch,-40,180,ppolyf_u_2k,2,40,80,r_ohm,46270.2,46270.2
mismatch,-40,180,ppolyf_u_2k,5,100,500,r_ohm,45485.5,45485.5
mismatch,-40,180,ppolyf_u_3k,1,10,10,r_ohm,36072.2,36072.2
mismatch,-40,180,ppolyf_u_3k,2,40,80,r_ohm,69383.5,69383.5
mismatch,-40,180,ppolyf_u_3k,5,100,500,r_ohm,68219.6,68219.6
mismatch,-40,180,ppolyf_u,1,10,10,r_ohm,3859.53,3859.53
mismatch,-40,180,ppolyf_u,2,40,80,r_ohm,7314.1,7314.1
mismatch,-40,180,ppolyf_u,5,100,500,r_ohm,7161.07,7161.07
mismatch,-40,180,nfet_03v3,5,0.5,2.5,vgs_v,0.830088,0.833414
mismatch,-40,180,nfet_03v3,10,1.0,10,vgs_v,0.816632,0.822288
mismatch,-40,180,nfet_03v3,20,2.0,40,vgs_v,0.807589,0.807663
mismatch,-40,180,pfet_03v3,5,0.5,2.5,vgs_v,1.0456,1.04425
mismatch,-40,180,pfet_03v3,10,1.0,10,vgs_v,1.06035,1.05868
mismatch,-40,180,pfet_03v3,20,2.0,40,vgs_v,1.06246,1.06349
mismatch,-40,181,ppolyf_u_1k,1,10,10,r_ohm,11341.6,11341.6
mismatch,-40,181,ppolyf_u_1k,2,40,80,r_ohm,21901.7,21901.7
mismatch,-40,181,ppolyf_u_1k,5,100,500,r_ohm,21618.7,21618.7
mismatch,-40,181,ppolyf_u_2k,1,10,10,r_ohm,24077.9,24077.9
mismatch,-40,181,ppolyf_u_2k,2,40,80,r_ohm,46270.2,46270.2
mismatch,-40,181,ppolyf_u_2k,5,100,500,r_ohm,45485.5,45485.5
mismatch,-40,181,ppolyf_u_3k,1,10,10,r_ohm,36072.2,36072.2
mismatch,-40,181,ppolyf_u_3k,2,40,80,r_ohm,69383.5,69383.5
mismatch,-40,181,ppolyf_u_3k,5,100,500,r_ohm,68219.6,68219.6
mismatch,-40,181,ppolyf_u,1,10,10,r_ohm,3859.53,3859.53
mismatch,-40,181,ppolyf_u,2,40,80,r_ohm,7314.1,7314.1
mismatch,-40,181,ppolyf_u,5,100,500,r_ohm,7161.07,7161.07
mismatch,-40,181,nfet_03v3,5,0.5,2.5,vgs_v,0.837518,0.834918
mismatch,-40,181,nfet_03v3,10,1.0,10,vgs_v,0.819973,0.820601
mismatch,-40,181,nfet_03v3,20,2.0,40,vgs_v,0.807124,0.807166
mismatch,-40,181,pfet_03v3,5,0.5,2.5,vgs_v,1.04324,1.04503
mismatch,-40,181,pfet_03v3,10,1.0,10,vgs_v,1.05815,1.06026
mismatch,-40,181,pfet_03v3,20,2.0,40,vgs_v,1.06338,1.0631
mismatch,-40,182,ppolyf_u_1k,1,10,10,r_ohm,11341.6,11341.6
mismatch,-40,182,ppolyf_u_1k,2,40,80,r_ohm,21901.7,21901.7
mismatch,-40,182,ppolyf_u_1k,5,100,500,r_ohm,21618.7,21618.7
mismatch,-40,182,ppolyf_u_2k,1,10,10,r_ohm,24077.9,24077.9
mismatch,-40,182,ppolyf_u_2k,2,40,80,r_ohm,46270.2,46270.2
mismatch,-40,182,ppolyf_u_2k,5,100,500,r_ohm,45485.5,45485.5
mismatch,-40,182,ppolyf_u_3k,1,10,10,r_ohm,36072.2,36072.2
mismatch,-40,182,ppolyf_u_3k,2,40,80,r_ohm,69383.5,69383.5
mismatch,-40,182,ppolyf_u_3k,5,100,500,r_ohm,68219.6,68219.6
mismatch,-40,182,ppolyf_u,1,10,10,r_ohm,3859.53,3859.53
mismatch,-40,182,ppolyf_u,2,40,80,r_ohm,7314.1,7314.1
mismatch,-40,182,ppolyf_u,5,100,500,r_ohm,7161.07,7161.07
mismatch,-40,182,nfet_03v3,5,0.5,2.5,vgs_v,0.83888,0.82937
