device,corner,temp_c,vin_v,l_um,w_mm,metric,vdrop_v,vgs_v,id_a,rds_ohm,rdsw_ohm_mm
nfet_03v3,ff,125,3.63,1.00u,2,id_at_drop300mV_vgboost0p5V,0.3,0.8,2.06805E-08,1.45064E+07,2.90128E+07
nfet_03v3,ff,125,3.63,1.00u,2,id_at_drop300mV_vgboost1p0V,0.3,1.3,0.000981285,305.722,611.443
nfet_03v3,ff,125,3.63,1.00u,2,id_at_drop300mV_vgboost1p5V,0.3,1.8,0.0221246,13.5596,27.1191
nfet_03v3,ff,125,3.63,1.00u,2,id_at_drop300mV_vgboost2p0V,0.3,2.3,0.0449811,6.66946,13.3389
nfet_03v3,ss,-40,2.10,0.28u,1,id_at_drop100mV,0.1,0.1,-2.01E-11,-4.97512E+09,-4.97512E+09
nfet_03v3,ss,-40,2.10,0.28u,1,id_at_drop200mV,0.2,0.2,-1.91E-11,-1.04712E+10,-1.04712E+10
nfet_03v3,ss,-40,2.10,0.28u,1,id_at_drop300mV,0.3,0.3,-1.80996E-11,-1.65749E+10,-1.65749E+10
nfet_03v3,ss,-40,2.10,0.28u,2,id_at_drop100mV,0.1,0.1,-4.02E-11,-2.48756E+09,-4.97512E+09
nfet_03v3,ss,-40,2.10,0.28u,2,id_at_drop200mV,0.2,0.2,-3.82E-11,-5.2356E+09,-1.04712E+10
nfet_03v3,ss,-40,2.10,0.28u,2,id_at_drop300mV,0.3,0.3,-3.61993E-11,-8.28746E+09,-1.65749E+10
nfet_03v3,ss,-40,2.10,0.28u,4,id_at_drop100mV,0.1,0.1,-8.04E-11,-1.24378E+09,-4.97512E+09
nfet_03v3,ss,-40,2.10,0.28u,4,id_at_drop200mV,0.2,0.2,-7.64E-11,-2.6178E+09,-1.04712E+10
nfet_03v3,ss,-40,2.10,0.28u,4,id_at_drop300mV,0.3,0.3,-7.23985E-11,-4.14373E+09,-1.65749E+10
nfet_03v3,ss,-40,2.10,0.50u,1,id_at_drop100mV,0.1,0.1,-2.01E-11,-4.97512E+09,-4.97512E+09
nfet_03v3,ss,-40,2.10,0.50u,1,id_at_drop200mV,0.2,0.2,-1.91E-11,-1.04712E+10,-1.04712E+10
nfet_03v3,ss,-40,2.10,0.50u,1,id_at_drop300mV,0.3,0.3,-1.81E-11,-1.65746E+10,-1.65746E+10
nfet_03v3,ss,-40,2.10,0.50u,2,id_at_drop100mV,0.1,0.1,-4.02E-11,-2.48756E+09,-4.97512E+09
nfet_03v3,ss,-40,2.10,0.50u,2,id_at_drop200mV,0.2,0.2,-3.82E-11,-5.2356E+09,-1.04712E+10
nfet_03v3,ss,-40,2.10,0.50u,2,id_at_drop300mV,0.3,0.3,-3.62E-11,-8.28729E+09,-1.65746E+10
nfet_03v3,ss,-40,2.10,0.50u,4,id_at_drop100mV,0.1,0.1,-8.04E-11,-1.24378E+09,-4.97512E+09
nfet_03v3,ss,-40,2.10,0.50u,4,id_at_drop200mV,0.2,0.2,-7.64E-11,-2.6178E+09,-1.04712E+10
nfet_03v3,ss,-40,2.10,0.50u,4,id_at_drop300mV,0.3,0.3,-7.24E-11,-4.14365E+09,-1.65746E+10
nfet_03v3,ss,-40,2.10,1.00u,1,id_at_drop100mV,0.1,0.1,-2.01E-11,-4.97512E+09,-4.97512E+09
nfet_03v3,ss,-40,2.10,1.00u,1,id_at_drop200mV,0.2,0.2,-1.91E-11,-1.04712E+10,-1.04712E+10
nfet_03v3,ss,-40,2.10,1.00u,1,id_at_drop300mV,0.3,0.3,-1.81E-11,-1.65746E+10,-1.65746E+10
nfet_03v3,ss,-40,2.10,1.00u,2,id_at_drop100mV,0.1,0.1,-4.02E-11,-2.48756E+09,-4.97512E+09
nfet_03v3,ss,-40,2.10,1.00u,2,id_at_drop200mV,0.2,0.2,-3.82E-11,-5.2356E+09,-1.04712E+10
nfet_03v3,ss,-40,2.10,1.00u,2,id_at_drop300mV,0.3,0.3,-3.62E-11,-8.28729E+09,-1.65746E+10
nfet_03v3,ss,-40,2.10,1.00u,4,id_at_drop100mV,0.1,0.1,-8.04E-11,-1.24378E+09,-4.97512E+09
nfet_03v3,ss,-40,2.10,1.00u,4,id_at_drop200mV,0.2,0.2,-7.64E-11,-2.6178E+09,-1.04712E+10
nfet_03v3,ss,-40,2.10,1.00u,4,id_at_drop300mV,0.3,0.3,-7.24E-11,-4.14365E+09,-1.65746E+10
nfet_03v3,ss,-40,2.10,0.28u,2,id_at_drop300mV_vgboost0p5V,0.3,0.8,3.49267E-07,858942,1.71788E+06
nfet_03v3,ss,-40,2.10,0.28u,2,id_at_drop300mV_vgboost1p0V,0.3,1.3,0.0318803,9.41019,18.8204
nfet_03v3,ss,-40,2.10,0.28u,2,id_at_drop300mV_vgboost1p5V,0.3,1.8,0.147355,2.03589,4.07179
nfet_03v3,ss,-40,2.10,0.28u,2,id_at_drop300mV_vgboost2p0V,0.3,2.3,0.233302,1.28589,2.57177
nfet_03v3,ss,-40,2.10,0.50u,2,id_at_drop300mV_vgboost0p5V,0.3,0.8,-3.28325E-11,-9.13728E+09,-1.82746E+10
nfet_03v3,ss,-40,2.10,0.50u,2,id_at_drop300mV_vgboost1p0V,0.3,1.3,0.000372787,804.748,1609.5
nfet_03v3,ss,-40,2.10,0.50u,2,id_at_drop300mV_vgboost1p5V,0.3,1.8,0.0584197,5.13526,10.2705
nfet_03v3,ss,-40,2.10,0.50u,2,id_at_drop300mV_vgboost2p0V,0.3,2.3,0.130206,2.30404,4.60808
nfet_03v3,ss,-40,2.10,1.00u,2,id_at_drop300mV_vgboost0p5V,0.3,0.8,-3.59067E-11,-8.35498E+09,-1.671E+10
nfet_03v3,ss,-40,2.10,1.00u,2,id_at_drop300mV_vgboost1p0V,0.3,1.3,6.10217E-05,4916.28,9832.57
nfet_03v3,ss,-40,2.10,1.00u,2,id_at_drop300mV_vgboost1p5V,0.3,1.8,0.0296344,10.1234,20.2468
nfet_03v3,ss,-40,2.10,1.00u,2,id_at_drop300mV_vgboost2p0V,0.3,2.3,0.0740764,4.04987,8.09975
nfet_03v3,ss,-40,2.97,0.28u,1,id_at_drop100mV,0.1,0.1,-2.88E-11,-3.47222E+09,-3.47222E+09
nfet_03v3,ss,-40,2.97,0.28u,1,id_at_drop200mV,0.2,0.2,-2.78E-11,-7.19424E+09,-7.19424E+09
nfet_03v3,ss,-40,2.97,0.28u,1,id_at_drop300mV,0.3,0.3,-2.68E-11,-1.1194E+10,-1.1194E+10
nfet_03v3,ss,-40,2.97,0.28u,2,id_at_drop100mV,0.1,0.1,-5.76E-11,-1.73611E+09,-3.47222E+09
nfet_03v3,ss,-40,2.97,0.28u,2,id_at_drop200mV,0.2,0.2,-5.56E-11,-3.59712E+09,-7.19424E+09
nfet_03v3,ss,-40,2.97,0.28u,2,id_at_drop300mV,0.3,0.3,-5.36E-11,-5.59702E+09,-1.1194E+10
nfet_03v3,ss,-40,2.97,0.28u,4,id_at_drop100mV,0.1,0.1,-1.152E-10,-8.68056E+08,-3.47222E+09
nfet_03v3,ss,-40,2.97,0.28u,4,id_at_drop200mV,0.2,0.2,-1.112E-10,-1.79856E+09,-7.19424E+09
nfet_03v3,ss,-40,2.97,0.28u,4,id_at_drop300mV,0.3,0.3,-1.072E-10,-2.79851E+09,-1.1194E+10
nfet_03v3,ss,-40,2.97,0.50u,1,id_at_drop100mV,0.1,0.1,-2.88E-11,-3.47222E+09,-3.47222E+09
nfet_03v3,ss,-40,2.97,0.50u,1,id_at_drop200mV,0.2,0.2,-2.78E-11,-7.19424E+09,-7.19424E+09
nfet_03v3,ss,-40,2.97,0.50u,1,id_at_drop300mV,0.3,0.3,-2.68E-11,-1.1194E+10,-1.1194E+10
nfet_03v3,ss,-40,2.97,0.50u,2,id_at_drop100mV,0.1,0.1,-5.76E-11,-1.73611E+09,-3.47222E+09
nfet_03v3,ss,-40,2.97,0.50u,2,id_at_drop200mV,0.2,0.2,-5.56E-11,-3.59712E+09,-7.19424E+09
nfet_03v3,ss,-40,2.97,0.50u,2,id_at_drop300mV,0.3,0.3,-5.36E-11,-5.59701E+09,-1.1194E+10
nfet_03v3,ss,-40,2.97,0.50u,4,id_at_drop100mV,0.1,0.1,-1.152E-10,-8.68056E+08,-3.47222E+09
nfet_03v3,ss,-40,2.97,0.50u,4,id_at_drop200mV,0.2,0.2,-1.112E-10,-1.79856E+09,-7.19424E+09
nfet_03v3,ss,-40,2.97,0.50u,4,id_at_drop300mV,0.3,0.3,-1.072E-10,-2.79851E+09,-1.1194E+10
nfet_03v3,ss,-40,2.97,1.00u,1,id_at_drop100mV,0.1,0.1,-2.88E-11,-3.47222E+09,-3.47222E+09
nfet_03v3,ss,-40,2.97,1.00u,1,id_at_drop200mV,0.2,0.2,-2.78E-11,-7.19424E+09,-7.19424E+09
nfet_03v3,ss,-40,2.97,1.00u,1,id_at_drop300mV,0.3,0.3,-2.68E-11,-1.1194E+10,-1.1194E+10
nfet_03v3,ss,-40,2.97,1.00u,2,id_at_drop100mV,0.1,0.1,-5.76E-11,-1.73611E+09,-3.47222E+09
nfet_03v3,ss,-40,2.97,1.00u,2,id_at_drop200mV,0.2,0.2,-5.56E-11,-3.59712E+09,-7.19424E+09
nfet_03v3,ss,-40,2.97,1.00u,2,id_at_drop300mV,0.3,0.3,-5.36E-11,-5.59701E+09,-1.1194E+10
nfet_03v3,ss,-40,2.97,1.00u,4,id_at_drop100mV,0.1,0.1,-1.152E-10,-8.68056E+08,-3.47222E+09
nfet_03v3,ss,-40,2.97,1.00u,4,id_at_drop200mV,0.2,0.2,-1.112E-10,-1.79856E+09,-7.19424E+09
nfet_03v3,ss,-40,2.97,1.00u,4,id_at_drop300mV,0.3,0.3,-1.072E-10,-2.79851E+09,-1.1194E+10
nfet_03v3,ss,-40,2.97,0.28u,2,id_at_drop300mV_vgboost0p5V,0.3,0.8,2.01623E-08,1.48792E+07,2.97584E+07
nfet_03v3,ss,-40,2.97,0.28u,2,id_at_drop300mV_vgboost1p0V,0.3,1.3,0.0189239,15.853,31.706
nfet_03v3,ss,-40,2.97,0.28u,2,id_at_drop300mV_vgboost1p5V,0.3,1.8,0.133034,2.25507,4.51014
nfet_03v3,ss,-40,2.97,0.28u,2,id_at_drop300mV_vgboost2p0V,0.3,2.3,0.222373,1.34909,2.69817
nfet_03v3,ss,-40,2.97,0.50u,2,id_at_drop300mV_vgboost0p5V,0.3,0.8,-5.35955E-11,-5.59748E+09,-1.1195E+10
nfet_03v3,ss,-40,2.97,0.50u,2,id_at_drop300mV_vgboost1p0V,0.3,1.3,2.76849E-06,108362,216725
nfet_03v3,ss,-40,2.97,0.50u,2,id_at_drop300mV_vgboost1p5V,0.3,1.8,0.0329306,9.11006,18.2201
nfet_03v3,ss,-40,2.97,0.50u,2,id_at_drop300mV_vgboost2p0V,0.3,2.3,0.110041,2.72625,5.4525
nfet_03v3,ss,-40,2.97,1.00u,2,id_at_drop300mV_vgboost0p5V,0.3,0.8,-5.35999E-11,-5.59703E+09,-1.11941E+10
nfet_03v3,ss,-40,2.97,1.00u,2,id_at_drop300mV_vgboost1p0V,0.3,1.3,7.76401E-08,3.86399E+06,7.72797E+06
nfet_03v3,ss,-40,2.97,1.00u,2,id_at_drop300mV_vgboost1p5V,0.3,1.8,0.0119921,25.0164,50.0327
nfet_03v3,ss,-40,2.97,1.00u,2,id_at_drop300mV_vgboost2p0V,0.3,2.3,0.058677,5.11274,10.2255
nfet_03v3,ss,-40,3.30,0.28u,1,id_at_drop100mV,0.1,0.1,-3.21E-11,-3.11526E+09,-3.11526E+09
nfet_03v3,ss,-40,3.30,0.28u,1,id_at_drop200mV,0.2,0.2,-3.11E-11,-6.43087E+09,-6.43087E+09
nfet_03v3,ss,-40,3.30,0.28u,1,id_at_drop300mV,0.3,0.3,-3.01E-11,-9.96678E+09,-9.96678E+09
nfet_03v3,ss,-40,3.30,0.28u,2,id_at_drop100mV,0.1,0.1,-6.42E-11,-1.55763E+09,-3.11526E+09
nfet_03v3,ss,-40,3.30,0.28u,2,id_at_drop200mV,0.2,0.2,-6.22E-11,-3.21543E+09,-6.43087E+09
nfet_03v3,ss,-40,3.30,0.28u,2,id_at_drop300mV,0.3,0.3,-6.02E-11,-4.98339E+09,-9.96678E+09
nfet_03v3,ss,-40,3.30,0.28u,4,id_at_drop100mV,0.1,0.1,-1.284E-10,-7.78816E+08,-3.11526E+09
nfet_03v3,ss,-40,3.30,0.28u,4,id_at_drop200mV,0.2,0.2,-1.244E-10,-1.60772E+09,-6.43087E+09
nfet_03v3,ss,-40,3.30,0.28u,4,id_at_drop300mV,0.3,0.3,-1.204E-10,-2.49169E+09,-9.96678E+09
nfet_03v3,ss,-40,3.30,0.50u,1,id_at_drop100mV,0.1,0.1,-3.21E-11,-3.11526E+09,-3.11526E+09
nfet_03v3,ss,-40,3.30,0.50u,1,id_at_drop200mV,0.2,0.2,-3.11E-11,-6.43087E+09,-6.43087E+09
nfet_03v3,ss,-40,3.30,0.50u,1,id_at_drop300mV,0.3,0.3,-3.01E-11,-9.96678E+09,-9.96678E+09
nfet_03v3,ss,-40,3.30,0.50u,2,id_at_drop100mV,0.1,0.1,-6.42E-11,-1.55763E+09,-3.11526E+09
nfet_03v3,ss,-40,3.30,0.50u,2,id_at_drop200mV,0.2,0.2,-6.22E-11,-3.21543E+09,-6.43087E+09
nfet_03v3,ss,-40,3.30,0.50u,2,id_at_drop300mV,0.3,0.3,-6.02E-11,-4.98339E+09,-9.96678E+09
nfet_03v3,ss,-40,3.30,0.50u,4,id_at_drop100mV,0.1,0.1,-1.284E-10,-7.78816E+08,-3.11526E+09
nfet_03v3,ss,-40,3.30,0.50u,4,id_at_drop200mV,0.2,0.2,-1.244E-10,-1.60772E+09,-6.43087E+09
nfet_03v3,ss,-40,3.30,0.50u,4,id_at_drop300mV,0.3,0.3,-1.204E-10,-2.49169E+09,-9.96678E+09
nfet_03v3,ss,-40,3.30,1.00u,1,id_at_drop100mV,0.1,0.1,-3.21E-11,-3.11526E+09,-3.11526E+09
nfet_03v3,ss,-40,3.30,1.00u,1,id_at_drop200mV,0.2,0.2,-3.11E-11,-6.43087E+09,-6.43087E+09
nfet_03v3,ss,-40,3.30,1.00u,1,id_at_drop300mV,0.3,0.3,-3.01E-11,-9.96678E+09,-9.96678E+09
nfet_03v3,ss,-40,3.30,1.00u,2,id_at_drop100mV,0.1,0.1,-6.42E-11,-1.55763E+09,-3.11526E+09
nfet_03v3,ss,-40,3.30,1.00u,2,id_at_drop200mV,0.2,0.2,-6.22E-11,-3.21543E+09,-6.43087E+09
nfet_03v3,ss,-40,3.30,1.00u,2,id_at_drop300mV,0.3,0.3,-6.02E-11,-4.98339E+09,-9.96678E+09
nfet_03v3,ss,-40,3.30,1.00u,4,id_at_drop100mV,0.1,0.1,-1.284E-10,-7.78816E+08,-3.11526E+09
nfet_03v3,ss,-40,3.30,1.00u,4,id_at_drop200mV,0.2,0.2,-1.244E-10,-1.60772E+09,-6.43087E+09
nfet_03v3,ss,-40,3.30,1.00u,4,id_at_drop300mV,0.3,0.3,-1.204E-10,-2.49169E+09,-9.96678E+09
nfet_03v3,ss,-40,3.30,0.28u,2,id_at_drop300mV_vgboost0p5V,0.3,0.8,8.28178E-09,3.62241E+07,7.24482E+07
nfet_03v3,ss,-40,3.30,0.28u,2,id_at_drop300mV_vgboost1p0V,0.3,1.3,0.015595,19.2369,38.4737
nfet_03v3,ss,-40,3.30,0.28u,2,id_at_drop300mV_vgboost1p5V,0.3,1.8,0.128767,2.32979,4.65959
nfet_03v3,ss,-40,3.30,0.28u,2,id_at_drop300mV_vgboost2p0V,0.3,2.3,0.219206,1.36858,2.73716
nfet_03v3,ss,-40,3.30,0.50u,2,id_at_drop300mV_vgboost0p5V,0.3,0.8,-6.01995E-11,-4.98343E+09,-9.96685E+09
nfet_03v3,ss,-40,3.30,0.50u,2,id_at_drop300mV_vgboost1p0V,0.3,1.3,3.56077E-07,842515,1.68503E+06
nfet_03v3,ss,-40,3.30,0.50u,2,id_at_drop300mV_vgboost1p5V,0.3,1.8,0.0246876,12.1518,24.3037
nfet_03v3,ss,-40,3.30,0.50u,2,id_at_drop300mV_vgboost2p0V,0.3,2.3,0.10316,2.9081,5.8162
nfet_03v3,ss,-40,3.30,1.00u,2,id_at_drop300mV_vgboost0p5V,0.3,0.8,-6.02E-11,-4.98339E+09,-9.96678E+09
nfet_03v3,ss,-40,3.30,1.00u,2,id_at_drop300mV_vgboost1p0V,0.3,1.3,5.8435E-09,5.13391E+07,1.02678E+08
nfet_03v3,ss,-40,3.30,1.00u,2,id_at_drop300mV_vgboost1p5V,0.3,1.8,0.00709765,42.2675,84.535
nfet_03v3,ss,-40,3.30,1.00u,2,id_at_drop300mV_vgboost2p0V,0.3,2.3,0.0533048,5.62801,11.256
nfet_03v3,ss,-40,3.63,0.28u,1,id_at_drop100mV,0.1,0.1,-3.54E-11,-2.82486E+09,-2.82486E+09
nfet_03v3,ss,-40,3.63,0.28u,1,id_at_drop200mV,0.2,0.2,-3.44E-11,-5.81395E+09,-5.81395E+09
nfet_03v3,ss,-40,3.63,0.28u,1,id_at_drop300mV,0.3,0.3,-3.34E-11,-8.98204E+09,-8.98204E+09
nfet_03v3,ss,-40,3.63,0.28u,2,id_at_drop100mV,0.1,0.1,-7.08E-11,-1.41243E+09,-2.82486E+09
nfet_03v3,ss,-40,3.63,0.28u,2,id_at_drop200mV,0.2,0.2,-6.88E-11,-2.90698E+09,-5.81395E+09
nfet_03v3,ss,-40,3.63,0.28u,2,id_at_drop300mV,0.3,0.3,-6.68E-11,-4.49102E+09,-8.98204E+09
nfet_03v3,ss,-40,3.63,0.28u,4,id_at_drop100mV,0.1,0.1,-1.416E-10,-7.06215E+08,-2.82486E+09
nfet_03v3,ss,-40,3.63,0.28u,4,id_at_drop200mV,0.2,0.2,-1.376E-10,-1.45349E+09,-5.81395E+09
nfet_03v3,ss,-40,3.63,0.28u,4,id_at_drop300mV,0.3,0.3,-1.336E-10,-2.24551E+09,-8.98204E+09
nfet_03v3,ss,-40,3.63,0.50u,1,id_at_drop100mV,0.1,0.1,-3.54E-11,-2.82486E+09,-2.82486E+09
nfet_03v3,ss,-40,3.63,0.50u,1,id_at_drop200mV,0.2,0.2,-3.44E-11,-5.81395E+09,-5.81395E+09
nfet_03v3,ss,-40,3.63,0.50u,1,id_at_drop300mV,0.3,0.3,-3.34E-11,-8.98204E+09,-8.98204E+09
nfet_03v3,ss,-40,3.63,0.50u,2,id_at_drop100mV,0.1,0.1,-7.08E-11,-1.41243E+09,-2.82486E+09
nfet_03v3,ss,-40,3.63,0.50u,2,id_at_drop200mV,0.2,0.2,-6.88E-11,-2.90698E+09,-5.81395E+09
nfet_03v3,ss,-40,3.63,0.50u,2,id_at_drop300mV,0.3,0.3,-6.68E-11,-4.49102E+09,-8.98204E+09
nfet_03v3,ss,-40,3.63,0.50u,4,id_at_drop100mV,0.1,0.1,-1.416E-10,-7.06215E+08,-2.82486E+09
nfet_03v3,ss,-40,3.63,0.50u,4,id_at_drop200mV,0.2,0.2,-1.376E-10,-1.45349E+09,-5.81395E+09
nfet_03v3,ss,-40,3.63,0.50u,4,id_at_drop300mV,0.3,0.3,-1.336E-10,-2.24551E+09,-8.98204E+09
nfet_03v3,ss,-40,3.63,1.00u,1,id_at_drop100mV,0.1,0.1,-3.54E-11,-2.82486E+09,-2.82486E+09
nfet_03v3,ss,-40,3.63,1.00u,1,id_at_drop200mV,0.2,0.2,-3.44E-11,-5.81395E+09,-5.81395E+09
nfet_03v3,ss,-40,3.63,1.00u,1,id_at_drop300mV,0.3,0.3,-3.34E-11,-8.98204E+09,-8.98204E+09
nfet_03v3,ss,-40,3.63,1.00u,2,id_at_drop100mV,0.1,0.1,-7.08E-11,-1.41243E+09,-2.82486E+09
nfet_03v3,ss,-40,3.63,1.00u,2,id_at_drop200mV,0.2,0.2,-6.88E-11,-2.90698E+09,-5.81395E+09
nfet_03v3,ss,-40,3.63,1.00u,2,id_at_drop300mV,0.3,0.3,-6.68E-11,-4.49102E+09,-8.98204E+09
nfet_03v3,ss,-40,3.63,1.00u,4,id_at_drop100mV,0.1,0.1,-1.416E-10,-7.06215E+08,-2.82486E+09
nfet_03v3,ss,-40,3.63,1.00u,4,id_at_drop200mV,0.2,0.2,-1.376E-10,-1.45349E+09,-5.81395E+09
nfet_03v3,ss,-40,3.63,1.00u,4,id_at_drop300mV,0.3,0.3,-1.336E-10,-2.24551E+09,-8.98204E+09
nfet_03v3,ss,-40,3.63,0.28u,2,id_at_drop300mV_vgboost0p5V,0.3,0.8,3.70482E-09,8.09756E+07,1.61951E+08
nfet_03v3,ss,-40,3.63,0.28u,2,id_at_drop300mV_vgboost1p0V,0.3,1.3,0.0129119,23.2344,46.4687
nfet_03v3,ss,-40,3.63,0.28u,2,id_at_drop300mV_vgboost1p5V,0.3,1.8,0.125025,2.39952,4.79903
nfet_03v3,ss,-40,3.63,0.28u,2,id_at_drop300mV_vgboost2p0V,0.3,2.3,0.216479,1.38582,2.77164
nfet_03v3,ss,-40,3.63,0.50u,2,id_at_drop300mV_vgboost0p5V,0.3,0.8,-6.67999E-11,-4.49102E+09,-8.98204E+09
nfet_03v3,ss,-40,3.63,0.50u,2,id_at_drop300mV_vgboost1p0V,0.3,1.3,4.79818E-08,6.25237E+06,1.25047E+07
nfet_03v3,ss,-40,3.63,0.50u,2,id_at_drop300mV_vgboost1p5V,0.3,1.8,0.0175055,17.1375,34.275
nfet_03v3,ss,-40,3.63,0.50u,2,id_at_drop300mV_vgboost2p0V,0.3,2.3,0.0965991,3.10562,6.21124
nfet_03v3,ss,-40,3.63,1.00u,2,id_at_drop300mV_vgboost0p5V,0.3,0.8,-6.68E-11,-4.49102E+09,-8.98204E+09
nfet_03v3,ss,-40,3.63,1.00u,2,id_at_drop300mV_vgboost1p0V,0.3,1.3,4.19016E-10,7.15962E+08,1.43192E+09
nfet_03v3,ss,-40,3.63,1.00u,2,id_at_drop300mV_vgboost1p5V,0.3,1.8,0.00361551,82.9758,165.952
nfet_03v3,ss,-40,3.63,1.00u,2,id_at_drop300mV_vgboost2p0V,0.3,2.3,0.0481165,6.23486,12.4697
nfet_03v3,ss,27,2.10,0.28u,1,id_at_drop100mV,0.1,0.1,-2.00991E-11,-4.97535E+09,-4.97535E+09
nfet_03v3,ss,27,2.10,0.28u,1,id_at_drop200mV,0.2,0.2,-1.9064E-11,-1.0491E+10,-1.0491E+10
nfet_03v3,ss,27,2.10,0.28u,1,id_at_drop300mV,0.3,0.3,-1.67348E-11,-1.79267E+10,-1.79267E+10
nfet_03v3,ss,27,2.10,0.28u,2,id_at_drop100mV,0.1,0.1,-4.01982E-11,-2.48767E+09,-4.97535E+09
nfet_03v3,ss,27,2.10,0.28u,2,id_at_drop200mV,0.2,0.2,-3.8128E-11,-5.24549E+09,-1.0491E+10
nfet_03v3,ss,27,2.10,0.28u,2,id_at_drop300mV,0.3,0.3,-3.34696E-11,-8.96337E+09,-1.79267E+10
nfet_03v3,ss,27,2.10,0.28u,4,id_at_drop100mV,0.1,0.1,-8.03964E-11,-1.24384E+09,-4.97535E+09
nfet_03v3,ss,27,2.10,0.28u,4,id_at_drop200mV,0.2,0.2,-7.6256E-11,-2.62274E+09,-1.0491E+10
nfet_03v3,ss,27,2.10,0.28u,4,id_at_drop300mV,0.3,0.3,-6.69391E-11,-4.48168E+09,-1.79267E+10
nfet_03v3,ss,27,2.10,0.50u,1,id_at_drop100mV,0.1,0.1,-2.01E-11,-4.97512E+09,-4.97512E+09
nfet_03v3,ss,27,2.10,0.50u,1,id_at_drop200mV,0.2,0.2,-1.91E-11,-1.04712E+10,-1.04712E+10
nfet_03v3,ss,27,2.10,0.50u,1,id_at_drop300mV,0.3,0.3,-1.80999E-11,-1.65747E+10,-1.65747E+10
nfet_03v3,ss,27,2.10,0.50u,2,id_at_drop100mV,0.1,0.1,-4.02E-11,-2.48756E+09,-4.97512E+09
nfet_03v3,ss,27,2.10,0.50u,2,id_at_drop200mV,0.2,0.2,-3.82E-11,-5.2356E+09,-1.04712E+10
nfet_03v3,ss,27,2.10,0.50u,2,id_at_drop300mV,0.3,0.3,-3.61997E-11,-8.28736E+09,-1.65747E+10
nfet_03v3,ss,27,2.10,0.50u,4,id_at_drop100mV,0.1,0.1,-8.04E-11,-1.24378E+09,-4.97512E+09
nfet_03v3,ss,27,2.10,0.50u,4,id_at_drop200mV,0.2,0.2,-7.64E-11,-2.6178E+09,-1.04712E+10
nfet_03v3,ss,27,2.10,0.50u,4,id_at_drop300mV,0.3,0.3,-7.23994E-11,-4.14368E+09,-1.65747E+10
nfet_03v3,ss,27,2.10,1.00u,1,id_at_drop100mV,0.1,0.1,-2.01E-11,-4.97512E+09,-4.97512E+09
nfet_03v3,ss,27,2.10,1.00u,1,id_at_drop200mV,0.2,0.2,-1.91E-11,-1.04712E+10,-1.04712E+10
nfet_03v3,ss,27,2.10,1.00u,1,id_at_drop300mV,0.3,0.3,-1.81E-11,-1.65746E+10,-1.65746E+10
nfet_03v3,ss,27,2.10,1.00u,2,id_at_drop100mV,0.1,0.1,-4.02E-11,-2.48756E+09,-4.97512E+09
nfet_03v3,ss,27,2.10,1.00u,2,id_at_drop200mV,0.2,0.2,-3.82E-11,-5.2356E+09,-1.04712E+10
nfet_03v3,ss,27,2.10,1.00u,2,id_at_drop300mV,0.3,0.3,-3.62E-11,-8.2873E+09,-1.65746E+10
nfet_03v3,ss,27,2.10,1.00u,4,id_at_drop100mV,0.1,0.1,-8.04E-11,-1.24378E+09,-4.97512E+09
nfet_03v3,ss,27,2.10,1.00u,4,id_at_drop200mV,0.2,0.2,-7.64E-11,-2.6178E+09,-1.04712E+10
nfet_03v3,ss,27,2.10,1.00u,4,id_at_drop300mV,0.3,0.3,-7.23999E-11,-4.14365E+09,-1.65746E+10
nfet_03v3,ss,27,2.10,0.28u,2,id_at_drop300mV_vgboost0p5V,0.3,0.8,1.35033E-05,22216.8,44433.6
nfet_03v3,ss,27,2.10,0.28u,2,id_at_drop300mV_vgboost1p0V,0.3,1.3,0.0346223,8.66493,17.3299
nfet_03v3,ss,27,2.10,0.28u,2,id_at_drop300mV_vgboost1p5V,0.3,1.8,0.121603,2.46705,4.93409
nfet_03v3,ss,27,2.10,0.28u,2,id_at_drop300mV_vgboost2p0V,0.3,2.3,0.188358,1.59271,3.18542
nfet_03v3,ss,27,2.10,0.50u,2,id_at_drop300mV_vgboost0p5V,0.3,0.8,1.56416E-09,1.91796E+08,3.83592E+08
nfet_03v3,ss,27,2.10,0.50u,2,id_at_drop300mV_vgboost1p0V,0.3,1.3,0.00139525,215.015,430.029
nfet_03v3,ss,27,2.10,0.50u,2,id_at_drop300mV_vgboost1p5V,0.3,1.8,0.050031,5.99628,11.9926
nfet_03v3,ss,27,2.10,0.50u,2,id_at_drop300mV_vgboost2p0V,0.3,2.3,0.102939,2.91435,5.8287
nfet_03v3,ss,27,2.10,1.00u,2,id_at_drop300mV_vgboost0p5V,0.3,0.8,1.65937E-10,1.80792E+09,3.61584E+09
nfet_03v3,ss,27,2.10,1.00u,2,id_at_drop300mV_vgboost1p0V,0.3,1.3,0.000326804,917.982,1835.96
nfet_03v3,ss,27,2.10,1.00u,2,id_at_drop300mV_vgboost1p5V,0.3,1.8,0.0249302,12.0336,24.0672
nfet_03v3,ss,27,2.10,1.00u,2,id_at_drop300mV_vgboost2p0V,0.3,2.3,0.0558992,5.36681,10.7336
nfet_03v3,ss,27,2.97,0.28u,1,id_at_drop100mV,0.1,0.1,-2.87999E-11,-3.47223E+09,-3.47223E+09
nfet_03v3,ss,27,2.97,0.28u,1,id_at_drop200mV,0.2,0.2,-2.77976E-11,-7.19486E+09,-7.19486E+09
