device,corner,temp_c,vin_v,l_um,w_mm,metric,vsd_v,id_a,rds_ohm,rdsw_ohm_mm,vd_v
pfet_05v0,ff,-40,3.30,0.50u,16,rlin_at_50mV,0.05,0.140092,0.356909,5.71054,3.25
pfet_05v0,ff,-40,3.30,0.60u,1,drop_at_50mA,0.401057,0.05,8.02113,8.02113,2.89894
pfet_05v0,ff,-40,3.30,0.60u,1,drop_at_100mA,1.03989,0.1,10.3989,10.3989,2.26011
pfet_05v0,ff,-40,3.30,0.60u,1,rlin_at_50mV,0.05,0.00710684,7.03547,7.03547,3.25
pfet_05v0,ff,-40,3.30,0.60u,2,drop_at_50mA,0.184825,0.05,3.6965,7.39299,3.11518
pfet_05v0,ff,-40,3.30,0.60u,2,drop_at_100mA,0.401057,0.1,4.01057,8.02113,2.89894
pfet_05v0,ff,-40,3.30,0.60u,2,rlin_at_50mV,0.05,0.0142137,3.51774,7.03547,3.25
pfet_05v0,ff,-40,3.30,0.60u,4,drop_at_50mA,0.089212,0.05,1.78424,7.13696,3.21079
pfet_05v0,ff,-40,3.30,0.60u,4,drop_at_100mA,0.184825,0.1,1.84825,7.39299,3.11518
pfet_05v0,ff,-40,3.30,0.60u,4,rlin_at_50mV,0.05,0.0284274,1.75887,7.03547,3.25
pfet_05v0,ff,-40,3.30,0.60u,8,drop_at_50mA,0.0438737,0.05,0.877474,7.01979,3.25613
pfet_05v0,ff,-40,3.30,0.60u,8,drop_at_100mA,0.089212,0.1,0.89212,7.13696,3.21079
pfet_05v0,ff,-40,3.30,0.60u,8,rlin_at_50mV,0.05,0.0568548,0.879434,7.03547,3.25
pfet_05v0,ff,-40,3.30,0.60u,16,drop_at_50mA,0.0217613,0.05,0.435225,6.9636,3.27824
pfet_05v0,ff,-40,3.30,0.60u,16,drop_at_100mA,0.0438737,0.1,0.438737,7.01979,3.25613
pfet_05v0,ff,-40,3.30,0.60u,16,rlin_at_50mV,0.05,0.11371,0.439717,7.03547,3.25
pfet_05v0,ff,-40,3.30,1.00u,1,drop_at_50mA,0.822965,0.05,16.4593,16.4593,2.47704
pfet_05v0,ff,-40,3.30,1.00u,1,drop_at_100mA,8.68636,0.1,86.8636,86.8636,-5.38636
pfet_05v0,ff,-40,3.30,1.00u,1,rlin_at_50mV,0.05,0.00401475,12.4541,12.4541,3.25
pfet_05v0,ff,-40,3.30,1.00u,2,drop_at_50mA,0.3442,0.05,6.88399,13.768,2.9558
pfet_05v0,ff,-40,3.30,1.00u,2,drop_at_100mA,0.822965,0.1,8.22965,16.4593,2.47704
pfet_05v0,ff,-40,3.30,1.00u,2,rlin_at_50mV,0.05,0.0080295,6.22704,12.4541,3.25
pfet_05v0,ff,-40,3.30,1.00u,4,drop_at_50mA,0.161594,0.05,3.23188,12.9275,3.13841
pfet_05v0,ff,-40,3.30,1.00u,4,drop_at_100mA,0.3442,0.1,3.442,13.768,2.9558
pfet_05v0,ff,-40,3.30,1.00u,4,rlin_at_50mV,0.05,0.016059,3.11352,12.4541,3.25
pfet_05v0,ff,-40,3.30,1.00u,8,drop_at_50mA,0.0785789,0.05,1.57158,12.5726,3.22142
pfet_05v0,ff,-40,3.30,1.00u,8,drop_at_100mA,0.161594,0.1,1.61594,12.9275,3.13841
pfet_05v0,ff,-40,3.30,1.00u,8,rlin_at_50mV,0.05,0.032118,1.55676,12.4541,3.25
pfet_05v0,ff,-40,3.30,1.00u,16,drop_at_50mA,0.038775,0.05,0.775501,12.408,3.26122
pfet_05v0,ff,-40,3.30,1.00u,16,drop_at_100mA,0.0785789,0.1,0.785789,12.5726,3.22142
pfet_05v0,ff,-40,3.30,1.00u,16,rlin_at_50mV,0.05,0.064236,0.77838,12.4541,3.25
pfet_05v0,ff,-40,3.63,0.50u,1,drop_at_50mA,0.288267,0.05,5.76534,5.76534,3.34173
pfet_05v0,ff,-40,3.63,0.50u,1,drop_at_100mA,0.659306,0.1,6.59306,6.59306,2.97069
pfet_05v0,ff,-40,3.63,0.50u,1,rlin_at_50mV,0.05,0.00943011,5.30217,5.30217,3.58
pfet_05v0,ff,-40,3.63,0.50u,2,drop_at_50mA,0.136627,0.05,2.73254,5.46507,3.49337
pfet_05v0,ff,-40,3.63,0.50u,2,drop_at_100mA,0.288267,0.1,2.88267,5.76534,3.34173
pfet_05v0,ff,-40,3.63,0.50u,2,rlin_at_50mV,0.05,0.0188602,2.65108,5.30217,3.58
pfet_05v0,ff,-40,3.63,0.50u,4,drop_at_50mA,0.066663,0.05,1.33326,5.33304,3.56334
pfet_05v0,ff,-40,3.63,0.50u,4,drop_at_100mA,0.136627,0.1,1.36627,5.46507,3.49337
pfet_05v0,ff,-40,3.63,0.50u,4,rlin_at_50mV,0.05,0.0377204,1.32554,5.30217,3.58
pfet_05v0,ff,-40,3.63,0.50u,8,drop_at_50mA,0.0329424,0.05,0.658849,5.27079,3.59706
pfet_05v0,ff,-40,3.63,0.50u,8,drop_at_100mA,0.066663,0.1,0.66663,5.33304,3.56334
pfet_05v0,ff,-40,3.63,0.50u,8,rlin_at_50mV,0.05,0.0754409,0.662771,5.30217,3.58
pfet_05v0,ff,-40,3.63,0.50u,16,drop_at_50mA,0.0163767,0.05,0.327533,5.24053,3.61362
pfet_05v0,ff,-40,3.63,0.50u,16,drop_at_100mA,0.0329424,0.1,0.329424,5.27079,3.59706
pfet_05v0,ff,-40,3.63,0.50u,16,rlin_at_50mV,0.05,0.150882,0.331385,5.30217,3.58
pfet_05v0,ff,-40,3.63,0.60u,1,drop_at_50mA,0.361194,0.05,7.22389,7.22389,3.26881
pfet_05v0,ff,-40,3.63,0.60u,1,drop_at_100mA,0.863174,0.1,8.63174,8.63174,2.76683
pfet_05v0,ff,-40,3.63,0.60u,1,rlin_at_50mV,0.05,0.00768449,6.50661,6.50661,3.58
pfet_05v0,ff,-40,3.63,0.60u,2,drop_at_50mA,0.169239,0.05,3.38479,6.76958,3.46076
pfet_05v0,ff,-40,3.63,0.60u,2,drop_at_100mA,0.361194,0.1,3.61194,7.22389,3.26881
pfet_05v0,ff,-40,3.63,0.60u,2,rlin_at_50mV,0.05,0.015369,3.25331,6.50661,3.58
pfet_05v0,ff,-40,3.63,0.60u,4,drop_at_50mA,0.0822034,0.05,1.64407,6.57627,3.5478
pfet_05v0,ff,-40,3.63,0.60u,4,drop_at_100mA,0.169239,0.1,1.69239,6.76958,3.46076
pfet_05v0,ff,-40,3.63,0.60u,4,rlin_at_50mV,0.05,0.030738,1.62665,6.50661,3.58
pfet_05v0,ff,-40,3.63,0.60u,8,drop_at_50mA,0.0405396,0.05,0.810792,6.48634,3.58946
pfet_05v0,ff,-40,3.63,0.60u,8,drop_at_100mA,0.0822034,0.1,0.822034,6.57627,3.5478
pfet_05v0,ff,-40,3.63,0.60u,8,rlin_at_50mV,0.05,0.0614759,0.813327,6.50661,3.58
pfet_05v0,ff,-40,3.63,0.60u,16,drop_at_50mA,0.020134,0.05,0.40268,6.44289,3.60987
pfet_05v0,ff,-40,3.63,0.60u,16,drop_at_100mA,0.0405396,0.1,0.405396,6.48634,3.58946
pfet_05v0,ff,-40,3.63,0.60u,16,rlin_at_50mV,0.05,0.122952,0.406663,6.50661,3.58
pfet_05v0,ff,-40,3.63,1.00u,1,drop_at_50mA,0.701741,0.05,14.0348,14.0348,2.92826
pfet_05v0,ff,-40,3.63,1.00u,1,drop_at_100mA,7.78732,0.1,77.8732,77.8732,-4.15732
pfet_05v0,ff,-40,3.63,1.00u,1,rlin_at_50mV,0.05,0.00437457,11.4297,11.4297,3.58
pfet_05v0,ff,-40,3.63,1.00u,2,drop_at_50mA,0.3091,0.05,6.182,12.364,3.3209
pfet_05v0,ff,-40,3.63,1.00u,2,drop_at_100mA,0.701741,0.1,7.01741,14.0348,2.92826
pfet_05v0,ff,-40,3.63,1.00u,2,rlin_at_50mV,0.05,0.00874914,5.71485,11.4297,3.58
pfet_05v0,ff,-40,3.63,1.00u,4,drop_at_50mA,0.147077,0.05,2.94154,11.7662,3.48292
pfet_05v0,ff,-40,3.63,1.00u,4,drop_at_100mA,0.3091,0.1,3.091,12.364,3.3209
pfet_05v0,ff,-40,3.63,1.00u,4,rlin_at_50mV,0.05,0.0174983,2.85742,11.4297,3.58
pfet_05v0,ff,-40,3.63,1.00u,8,drop_at_50mA,0.0719016,0.05,1.43803,11.5043,3.5581
pfet_05v0,ff,-40,3.63,1.00u,8,drop_at_100mA,0.147077,0.1,1.47077,11.7662,3.48292
pfet_05v0,ff,-40,3.63,1.00u,8,rlin_at_50mV,0.05,0.0349966,1.42871,11.4297,3.58
pfet_05v0,ff,-40,3.63,1.00u,16,drop_at_50mA,0.0355655,0.05,0.71131,11.381,3.59443
pfet_05v0,ff,-40,3.63,1.00u,16,drop_at_100mA,0.0719016,0.1,0.719016,11.5043,3.5581
pfet_05v0,ff,-40,3.63,1.00u,16,rlin_at_50mV,0.05,0.0699931,0.714356,11.4297,3.58
pfet_05v0,ff,-40,4.50,0.50u,1,drop_at_50mA,0.241774,0.05,4.83549,4.83549,4.25823
pfet_05v0,ff,-40,4.50,0.50u,1,drop_at_100mA,0.524624,0.1,5.24624,5.24624,3.97538
pfet_05v0,ff,-40,4.50,0.50u,1,rlin_at_50mV,0.05,0.010921,4.57835,4.57835,4.45
pfet_05v0,ff,-40,4.50,0.50u,2,drop_at_50mA,0.116647,0.05,2.33294,4.66589,4.38335
pfet_05v0,ff,-40,4.50,0.50u,2,drop_at_100mA,0.241774,0.1,2.41774,4.83549,4.25823
pfet_05v0,ff,-40,4.50,0.50u,2,rlin_at_50mV,0.05,0.0218419,2.28917,4.57835,4.45
pfet_05v0,ff,-40,4.50,0.50u,4,drop_at_50mA,0.0573488,0.05,1.14698,4.58791,4.44265
pfet_05v0,ff,-40,4.50,0.50u,4,drop_at_100mA,0.116647,0.1,1.16647,4.66589,4.38335
pfet_05v0,ff,-40,4.50,0.50u,4,rlin_at_50mV,0.05,0.0436839,1.14459,4.57835,4.45
pfet_05v0,ff,-40,4.50,0.50u,8,drop_at_50mA,0.0284402,0.05,0.568804,4.55043,4.47156
pfet_05v0,ff,-40,4.50,0.50u,8,drop_at_100mA,0.0573488,0.1,0.573488,4.58791,4.44265
pfet_05v0,ff,-40,4.50,0.50u,8,rlin_at_50mV,0.05,0.0873678,0.572294,4.57835,4.45
pfet_05v0,ff,-40,4.50,0.50u,16,drop_at_50mA,0.0141627,0.05,0.283253,4.53205,4.48584
pfet_05v0,ff,-40,4.50,0.50u,16,drop_at_100mA,0.0284402,0.1,0.284402,4.55043,4.47156
pfet_05v0,ff,-40,4.50,0.50u,16,rlin_at_50mV,0.05,0.174736,0.286147,4.57835,4.45
pfet_05v0,ff,-40,4.50,0.60u,1,drop_at_50mA,0.297987,0.05,5.95973,5.95973,4.20201
pfet_05v0,ff,-40,4.50,0.60u,1,drop_at_100mA,0.658254,0.1,6.58254,6.58254,3.84175
pfet_05v0,ff,-40,4.50,0.60u,1,rlin_at_50mV,0.05,0.00896917,5.57465,5.57465,4.45
pfet_05v0,ff,-40,4.50,0.60u,2,drop_at_50mA,0.142877,0.05,2.85754,5.71507,4.35712
pfet_05v0,ff,-40,4.50,0.60u,2,drop_at_100mA,0.297987,0.1,2.97987,5.95973,4.20201
pfet_05v0,ff,-40,4.50,0.60u,2,rlin_at_50mV,0.05,0.0179383,2.78733,5.57465,4.45
pfet_05v0,ff,-40,4.50,0.60u,4,drop_at_50mA,0.0700576,0.05,1.40115,5.60461,4.42994
pfet_05v0,ff,-40,4.50,0.60u,4,drop_at_100mA,0.142877,0.1,1.42877,5.71507,4.35712
pfet_05v0,ff,-40,4.50,0.60u,4,rlin_at_50mV,0.05,0.0358767,1.39366,5.57465,4.45
pfet_05v0,ff,-40,4.50,0.60u,8,drop_at_50mA,0.0346996,0.05,0.693992,5.55194,4.4653
pfet_05v0,ff,-40,4.50,0.60u,8,drop_at_100mA,0.0700576,0.1,0.700576,5.60461,4.42994
pfet_05v0,ff,-40,4.50,0.60u,8,rlin_at_50mV,0.05,0.0717533,0.696832,5.57465,4.45
pfet_05v0,ff,-40,4.50,0.60u,16,drop_at_50mA,0.0172694,0.05,0.345388,5.5262,4.48273
pfet_05v0,ff,-40,4.50,0.60u,16,drop_at_100mA,0.0346996,0.1,0.346996,5.55194,4.4653
pfet_05v0,ff,-40,4.50,0.60u,16,rlin_at_50mV,0.05,0.143507,0.348416,5.57465,4.45
pfet_05v0,ff,-40,4.50,1.00u,1,drop_at_50mA,0.543261,0.05,10.8652,10.8652,3.95674
pfet_05v0,ff,-40,4.50,1.00u,1,drop_at_100mA,1.34449,0.1,13.4449,13.4449,3.15551
pfet_05v0,ff,-40,4.50,1.00u,1,rlin_at_50mV,0.05,0.00518539,9.64247,9.64247,4.45
pfet_05v0,ff,-40,4.50,1.00u,2,drop_at_50mA,0.252967,0.05,5.05934,10.1187,4.24703
pfet_05v0,ff,-40,4.50,1.00u,2,drop_at_100mA,0.543261,0.1,5.43261,10.8652,3.95674
pfet_05v0,ff,-40,4.50,1.00u,2,rlin_at_50mV,0.05,0.0103708,4.82124,9.64247,4.45
pfet_05v0,ff,-40,4.50,1.00u,4,drop_at_50mA,0.12261,0.05,2.45221,9.80883,4.37739
pfet_05v0,ff,-40,4.50,1.00u,4,drop_at_100mA,0.252967,0.1,2.52967,10.1187,4.24703
pfet_05v0,ff,-40,4.50,1.00u,4,rlin_at_50mV,0.05,0.0207416,2.41062,9.64247,4.45
pfet_05v0,ff,-40,4.50,1.00u,8,drop_at_50mA,0.0604129,0.05,1.20826,9.66607,4.43959
pfet_05v0,ff,-40,4.50,1.00u,8,drop_at_100mA,0.12261,0.1,1.2261,9.80883,4.37739
pfet_05v0,ff,-40,4.50,1.00u,8,rlin_at_50mV,0.05,0.0414831,1.20531,9.64247,4.45
pfet_05v0,ff,-40,4.50,1.00u,16,drop_at_50mA,0.0299918,0.05,0.599836,9.59738,4.47001
pfet_05v0,ff,-40,4.50,1.00u,16,drop_at_100mA,0.0604129,0.1,0.604129,9.66607,4.43959
pfet_05v0,ff,-40,4.50,1.00u,16,rlin_at_50mV,0.05,0.0829663,0.602655,9.64247,4.45
pfet_05v0,ff,-40,5.00,0.50u,1,drop_at_50mA,0.224905,0.05,4.49811,4.49811,4.77509
pfet_05v0,ff,-40,5.00,0.50u,1,drop_at_100mA,0.480767,0.1,4.80767,4.80767,4.51923
pfet_05v0,ff,-40,5.00,0.50u,1,rlin_at_50mV,0.05,0.0116293,4.29947,4.29947,4.95
pfet_05v0,ff,-40,5.00,0.50u,2,drop_at_50mA,0.109138,0.05,2.18276,4.36552,4.89086
pfet_05v0,ff,-40,5.00,0.50u,2,drop_at_100mA,0.224905,0.1,2.24905,4.49811,4.77509
pfet_05v0,ff,-40,5.00,0.50u,2,rlin_at_50mV,0.05,0.0232587,2.14974,4.29947,4.95
pfet_05v0,ff,-40,5.00,0.50u,4,drop_at_50mA,0.053796,0.05,1.07592,4.30368,4.9462
pfet_05v0,ff,-40,5.00,0.50u,4,drop_at_100mA,0.109138,0.1,1.09138,4.36552,4.89086
pfet_05v0,ff,-40,5.00,0.50u,4,rlin_at_50mV,0.05,0.0465174,1.07487,4.29947,4.95
pfet_05v0,ff,-40,5.00,0.50u,8,drop_at_50mA,0.026711,0.05,0.534221,4.27377,4.97329
pfet_05v0,ff,-40,5.00,0.50u,8,drop_at_100mA,0.053796,0.1,0.53796,4.30368,4.9462
pfet_05v0,ff,-40,5.00,0.50u,8,rlin_at_50mV,0.05,0.0930347,0.537434,4.29947,4.95
pfet_05v0,ff,-40,5.00,0.50u,16,drop_at_50mA,0.0133095,0.05,0.266191,4.25905,4.98669
pfet_05v0,ff,-40,5.00,0.50u,16,drop_at_100mA,0.026711,0.1,0.26711,4.27377,4.97329
pfet_05v0,ff,-40,5.00,0.50u,16,rlin_at_50mV,0.05,0.186069,0.268717,4.29947,4.95
pfet_05v0,ff,-40,5.00,0.60u,1,drop_at_50mA,0.275615,0.05,5.51229,5.51229,4.72439
pfet_05v0,ff,-40,5.00,0.60u,1,drop_at_100mA,0.596763,0.1,5.96763,5.96763,4.40324
pfet_05v0,ff,-40,5.00,0.60u,1,rlin_at_50mV,0.05,0.00958191,5.21816,5.21816,4.95
pfet_05v0,ff,-40,5.00,0.60u,2,drop_at_50mA,0.133105,0.05,2.6621,5.3242,4.86689
pfet_05v0,ff,-40,5.00,0.60u,2,drop_at_100mA,0.275615,0.1,2.75615,5.51229,4.72439
pfet_05v0,ff,-40,5.00,0.60u,2,rlin_at_50mV,0.05,0.0191638,2.60908,5.21816,4.95
pfet_05v0,ff,-40,5.00,0.60u,4,drop_at_50mA,0.0654714,0.05,1.30943,5.23771,4.93453
pfet_05v0,ff,-40,5.00,0.60u,4,drop_at_100mA,0.133105,0.1,1.33105,5.3242,4.86689
pfet_05v0,ff,-40,5.00,0.60u,4,rlin_at_50mV,0.05,0.0383277,1.30454,5.21816,4.95
pfet_05v0,ff,-40,5.00,0.60u,8,drop_at_50mA,0.0324758,0.05,0.649517,5.19613,4.96752
pfet_05v0,ff,-40,5.00,0.60u,8,drop_at_100mA,0.0654714,0.1,0.654714,5.23771,4.93453
pfet_05v0,ff,-40,5.00,0.60u,8,rlin_at_50mV,0.05,0.0766553,0.652271,5.21816,4.95
pfet_05v0,ff,-40,5.00,0.60u,16,drop_at_50mA,0.0161742,0.05,0.323484,5.17574,4.98383
pfet_05v0,ff,-40,5.00,0.60u,16,drop_at_100mA,0.0324758,0.1,0.324758,5.19613,4.96752
pfet_05v0,ff,-40,5.00,0.60u,16,rlin_at_50mV,0.05,0.153311,0.326135,5.21816,4.95
pfet_05v0,ff,-40,5.00,1.00u,1,drop_at_50mA,0.493224,0.05,9.86448,9.86448,4.50678
pfet_05v0,ff,-40,5.00,1.00u,1,drop_at_100mA,1.14576,0.1,11.4576,11.4576,3.85424
pfet_05v0,ff,-40,5.00,1.00u,1,rlin_at_50mV,0.05,0.00557576,8.96739,8.96739,4.95
pfet_05v0,ff,-40,5.00,1.00u,2,drop_at_50mA,0.23306,0.05,4.66121,9.32242,4.76694
pfet_05v0,ff,-40,5.00,1.00u,2,drop_at_100mA,0.493224,0.1,4.93224,9.86448,4.50678
pfet_05v0,ff,-40,5.00,1.00u,2,rlin_at_50mV,0.05,0.0111515,4.48369,8.96739,4.95
pfet_05v0,ff,-40,5.00,1.00u,4,drop_at_50mA,0.113605,0.05,2.27211,9.08842,4.88639
pfet_05v0,ff,-40,5.00,1.00u,4,drop_at_100mA,0.23306,0.1,2.3306,9.32242,4.76694
pfet_05v0,ff,-40,5.00,1.00u,4,rlin_at_50mV,0.05,0.022303,2.24185,8.96739,4.95
pfet_05v0,ff,-40,5.00,1.00u,8,drop_at_50mA,0.0561183,0.05,1.12237,8.97892,4.94388
pfet_05v0,ff,-40,5.00,1.00u,8,drop_at_100mA,0.113605,0.1,1.13605,9.08842,4.88639
pfet_05v0,ff,-40,5.00,1.00u,8,rlin_at_50mV,0.05,0.0446061,1.12092,8.96739,4.95
pfet_05v0,ff,-40,5.00,1.00u,16,drop_at_50mA,0.0278934,0.05,0.557867,8.92588,4.97211
pfet_05v0,ff,-40,5.00,1.00u,16,drop_at_100mA,0.0561183,0.1,0.561183,8.97892,4.94388
pfet_05v0,ff,-40,5.00,1.00u,16,rlin_at_50mV,0.05,0.0892122,0.560462,8.96739,4.95
pfet_05v0,ff,-40,5.50,0.50u,1,drop_at_50mA,0.212008,0.05,4.24017,4.24017,5.28799
pfet_05v0,ff,-40,5.50,0.50u,1,drop_at_100mA,0.448545,0.1,4.48545,4.48545,5.05146
pfet_05v0,ff,-40,5.50,0.50u,1,rlin_at_50mV,0.05,0.0122528,4.08069,4.08069,5.45
pfet_05v0,ff,-40,5.50,0.50u,2,drop_at_50mA,0.103311,0.05,2.06622,4.13244,5.39669
pfet_05v0,ff,-40,5.50,0.50u,2,drop_at_100mA,0.212008,0.1,2.12008,4.24017,5.28799
pfet_05v0,ff,-40,5.50,0.50u,2,rlin_at_50mV,0.05,0.0245057,2.04035,4.08069,5.45
pfet_05v0,ff,-40,5.50,0.50u,4,drop_at_50mA,0.0510209,0.05,1.02042,4.08167,5.44898
pfet_05v0,ff,-40,5.50,0.50u,4,drop_at_100mA,0.103311,0.1,1.03311,4.13244,5.39669
pfet_05v0,ff,-40,5.50,0.50u,4,rlin_at_50mV,0.05,0.0490113,1.02017,4.08069,5.45
pfet_05v0,ff,-40,5.50,0.50u,8,drop_at_50mA,0.0253563,0.05,0.507126,4.05701,5.47464
pfet_05v0,ff,-40,5.50,0.50u,8,drop_at_100mA,0.0510209,0.1,0.510209,4.08167,5.44898
pfet_05v0,ff,-40,5.50,0.50u,8,rlin_at_50mV,0.05,0.0980226,0.510086,4.08069,5.45
pfet_05v0,ff,-40,5.50,0.50u,16,drop_at_50mA,0.0126401,0.05,0.252803,4.04484,5.48736
pfet_05v0,ff,-40,5.50,0.50u,16,drop_at_100mA,0.0253563,0.1,0.253563,4.05701,5.47464
pfet_05v0,ff,-40,5.50,0.50u,16,rlin_at_50mV,0.05,0.196045,0.255043,4.08069,5.45
pfet_05v0,ff,-40,5.50,0.60u,1,drop_at_50mA,0.258708,0.05,5.17416,5.17416,5.24129
pfet_05v0,ff,-40,5.50,0.60u,1,drop_at_100mA,0.552749,0.1,5.52749,5.52749,4.94725
pfet_05v0,ff,-40,5.50,0.60u,1,rlin_at_50mV,0.05,0.0101216,4.93994,4.93994,5.45
pfet_05v0,ff,-40,5.50,0.60u,2,drop_at_50mA,0.125582,0.05,2.51163,5.02326,5.37442
pfet_05v0,ff,-40,5.50,0.60u,2,drop_at_100mA,0.258708,0.1,2.58708,5.17416,5.24129
pfet_05v0,ff,-40,5.50,0.60u,2,rlin_at_50mV,0.05,0.0202431,2.46997,4.93994,5.45
pfet_05v0,ff,-40,5.50,0.60u,4,drop_at_50mA,0.0619121,0.05,1.23824,4.95297,5.43809
pfet_05v0,ff,-40,5.50,0.60u,4,drop_at_100mA,0.125582,0.1,1.25582,5.02326,5.37442
pfet_05v0,ff,-40,5.50,0.60u,4,rlin_at_50mV,0.05,0.0404863,1.23499,4.93994,5.45
pfet_05v0,ff,-40,5.50,0.60u,8,drop_at_50mA,0.0307436,0.05,0.614872,4.91898,5.46926
pfet_05v0,ff,-40,5.50,0.60u,8,drop_at_100mA,0.0619121,0.1,0.619121,4.95297,5.43809
pfet_05v0,ff,-40,5.50,0.60u,8,rlin_at_50mV,0.05,0.0809726,0.617493,4.93994,5.45
pfet_05v0,ff,-40,5.50,0.60u,16,drop_at_50mA,0.0153196,0.05,0.306392,4.90226,5.48468
pfet_05v0,ff,-40,5.50,0.60u,16,drop_at_100mA,0.0307436,0.1,0.307436,4.91898,5.46926
pfet_05v0,ff,-40,5.50,0.60u,16,rlin_at_50mV,0.05,0.161945,0.308746,4.93994,5.45
pfet_05v0,ff,-40,5.50,1.00u,1,drop_at_50mA,0.456975,0.05,9.1395,9.1395,5.04302
pfet_05v0,ff,-40,5.50,1.00u,1,drop_at_100mA,1.02632,0.1,10.2632,10.2632,4.47368
pfet_05v0,ff,-40,5.50,1.00u,1,rlin_at_50mV,0.05,0.00592044,8.44532,8.44532,5.45
pfet_05v0,ff,-40,5.50,1.00u,2,drop_at_50mA,0.218056,0.05,4.36112,8.72225,5.28194
pfet_05v0,ff,-40,5.50,1.00u,2,drop_at_100mA,0.456975,0.1,4.56975,9.1395,5.04302
pfet_05v0,ff,-40,5.50,1.00u,2,rlin_at_50mV,0.05,0.0118409,4.22266,8.44532,5.45
pfet_05v0,ff,-40,5.50,1.00u,4,drop_at_50mA,0.106717,0.05,2.13433,8.53732,5.39328
pfet_05v0,ff,-40,5.50,1.00u,4,drop_at_100mA,0.218056,0.1,2.18056,8.72225,5.28194
pfet_05v0,ff,-40,5.50,1.00u,4,rlin_at_50mV,0.05,0.0236818,2.11133,8.44532,5.45
pfet_05v0,ff,-40,5.50,1.00u,8,drop_at_50mA,0.0528115,0.05,1.05623,8.44984,5.44719
pfet_05v0,ff,-40,5.50,1.00u,8,drop_at_100mA,0.106717,0.1,1.06717,8.53732,5.39328
pfet_05v0,ff,-40,5.50,1.00u,8,rlin_at_50mV,0.05,0.0473635,1.05566,8.44532,5.45
pfet_05v0,ff,-40,5.50,1.00u,16,drop_at_50mA,0.0262727,0.05,0.525454,8.40726,5.47373
pfet_05v0,ff,-40,5.50,1.00u,16,drop_at_100mA,0.0528115,0.1,0.528115,8.44984,5.44719
pfet_05v0,ff,-40,5.50,1.00u,16,rlin_at_50mV,0.05,0.094727,0.527832,8.44532,5.45
pfet_05v0,ff,27,2.10,0.50u,1,drop_at_50mA,1.38412,0.05,27.6823,27.6823,0.715885
pfet_05v0,ff,27,2.10,0.50u,1,drop_at_100mA,8.63019,0.1,86.3019,86.3019,-6.53019
pfet_05v0,ff,27,2.10,0.50u,1,rlin_at_50mV,0.05,0.00429436,11.6432,11.6432,2.05
pfet_05v0,ff,27,2.10,0.50u,2,drop_at_50mA,0.342408,0.05,6.84816,13.6963,1.75759
pfet_05v0,ff,27,2.10,0.50u,2,drop_at_100mA,1.38412,0.1,13.8412,27.6823,0.715885
pfet_05v0,ff,27,2.10,0.50u,2,rlin_at_50mV,0.05,0.00858871,5.82159,11.6432,2.05
pfet_05v0,ff,27,2.10,0.50u,4,drop_at_50mA,0.153904,0.05,3.07808,12.3123,1.9461
pfet_05v0,ff,27,2.10,0.50u,4,drop_at_100mA,0.342408,0.1,3.42408,13.6963,1.75759
pfet_05v0,ff,27,2.10,0.50u,4,rlin_at_50mV,0.05,0.0171774,2.9108,11.6432,2.05
pfet_05v0,ff,27,2.10,0.50u,8,drop_at_50mA,0.073691,0.05,1.47382,11.7906,2.02631
pfet_05v0,ff,27,2.10,0.50u,8,drop_at_100mA,0.153904,0.1,1.53904,12.3123,1.9461
pfet_05v0,ff,27,2.10,0.50u,8,rlin_at_50mV,0.05,0.0343548,1.4554,11.6432,2.05
pfet_05v0,ff,27,2.10,0.50u,16,drop_at_50mA,0.0361194,0.05,0.722388,11.5582,2.06388
pfet_05v0,ff,27,2.10,0.50u,16,drop_at_100mA,0.073691,0.1,0.73691,11.7906,2.02631
pfet_05v0,ff,27,2.10,0.50u,16,rlin_at_50mV,0.05,0.0687097,0.727699,11.6432,2.05
pfet_05v0,ff,27,2.10,0.60u,1,drop_at_50mA,7.12104,0.05,142.421,142.421,-5.02104
pfet_05v0,ff,27,2.10,0.60u,1,drop_at_100mA,9.43157,0.1,94.3157,94.3157,-7.33157
pfet_05v0,ff,27,2.10,0.60u,1,rlin_at_50mV,0.05,0.00341838,14.6268,14.6268,2.05
pfet_05v0,ff,27,2.10,0.60u,2,drop_at_50mA,0.463046,0.05,9.26093,18.5219,1.63695
pfet_05v0,ff,27,2.10,0.60u,2,drop_at_100mA,7.12104,0.1,71.2104,142.421,-5.02104
pfet_05v0,ff,27,2.10,0.60u,2,rlin_at_50mV,0.05,0.00683676,7.3134,14.6268,2.05
pfet_05v0,ff,27,2.10,0.60u,4,drop_at_50mA,0.198113,0.05,3.96226,15.8491,1.90189
pfet_05v0,ff,27,2.10,0.60u,4,drop_at_100mA,0.463046,0.1,4.63046,18.5219,1.63695
pfet_05v0,ff,27,2.10,0.60u,4,rlin_at_50mV,0.05,0.0136735,3.6567,14.6268,2.05
pfet_05v0,ff,27,2.10,0.60u,8,drop_at_50mA,0.0935584,0.05,1.87117,14.9694,2.00644
pfet_05v0,ff,27,2.10,0.60u,8,drop_at_100mA,0.198113,0.1,1.98113,15.8491,1.90189
pfet_05v0,ff,27,2.10,0.60u,8,rlin_at_50mV,0.05,0.0273471,1.82835,14.6268,2.05
