device,corner,temp_c,vin_v,l_um,w_mm,metric,ioff_a,ioff_per_mm_a
nfet_03v3,ff,27,3.30,1.00u,2,ioff_vgs0,1.84245E-10,9.21224E-11
nfet_03v3,ff,27,3.30,1.00u,4,ioff_vgs0,3.6849E-10,9.21224E-11
nfet_03v3,ff,27,3.30,1.00u,8,ioff_vgs0,7.3698E-10,9.21224E-11
nfet_03v3,ff,27,3.30,1.00u,16,ioff_vgs0,1.47396E-09,9.21224E-11
nfet_03v3,ff,27,3.63,0.28u,1,ioff_vgs0,2.30162E-08,2.30162E-08
nfet_03v3,ff,27,3.63,0.28u,2,ioff_vgs0,4.60324E-08,2.30162E-08
nfet_03v3,ff,27,3.63,0.28u,4,ioff_vgs0,9.20649E-08,2.30162E-08
nfet_03v3,ff,27,3.63,0.28u,8,ioff_vgs0,1.8413E-07,2.30162E-08
nfet_03v3,ff,27,3.63,0.28u,16,ioff_vgs0,3.6826E-07,2.30162E-08
nfet_03v3,ff,27,3.63,0.50u,1,ioff_vgs0,1.79165E-10,1.79165E-10
nfet_03v3,ff,27,3.63,0.50u,2,ioff_vgs0,3.5833E-10,1.79165E-10
nfet_03v3,ff,27,3.63,0.50u,4,ioff_vgs0,7.16661E-10,1.79165E-10
nfet_03v3,ff,27,3.63,0.50u,8,ioff_vgs0,1.43332E-09,1.79165E-10
nfet_03v3,ff,27,3.63,0.50u,16,ioff_vgs0,2.86664E-09,1.79165E-10
nfet_03v3,ff,27,3.63,1.00u,1,ioff_vgs0,9.47452E-11,9.47452E-11
nfet_03v3,ff,27,3.63,1.00u,2,ioff_vgs0,1.8949E-10,9.47452E-11
nfet_03v3,ff,27,3.63,1.00u,4,ioff_vgs0,3.78981E-10,9.47452E-11
nfet_03v3,ff,27,3.63,1.00u,8,ioff_vgs0,7.57962E-10,9.47452E-11
nfet_03v3,ff,27,3.63,1.00u,16,ioff_vgs0,1.51592E-09,9.47452E-11
nfet_03v3,ff,125,2.10,0.28u,1,ioff_vgs0,9.83753E-07,9.83753E-07
nfet_03v3,ff,125,2.10,0.28u,2,ioff_vgs0,1.96751E-06,9.83753E-07
nfet_03v3,ff,125,2.10,0.28u,4,ioff_vgs0,3.93501E-06,9.83753E-07
nfet_03v3,ff,125,2.10,0.28u,8,ioff_vgs0,7.87003E-06,9.83753E-07
nfet_03v3,ff,125,2.10,0.28u,16,ioff_vgs0,1.57401E-05,9.83753E-07
nfet_03v3,ff,125,2.10,0.50u,1,ioff_vgs0,4.73419E-08,4.73419E-08
nfet_03v3,ff,125,2.10,0.50u,2,ioff_vgs0,9.46838E-08,4.73419E-08
nfet_03v3,ff,125,2.10,0.50u,4,ioff_vgs0,1.89368E-07,4.73419E-08
nfet_03v3,ff,125,2.10,0.50u,8,ioff_vgs0,3.78735E-07,4.73419E-08
nfet_03v3,ff,125,2.10,0.50u,16,ioff_vgs0,7.5747E-07,4.73419E-08
nfet_03v3,ff,125,2.10,1.00u,1,ioff_vgs0,2.54191E-08,2.54191E-08
nfet_03v3,ff,125,2.10,1.00u,2,ioff_vgs0,5.08382E-08,2.54191E-08
nfet_03v3,ff,125,2.10,1.00u,4,ioff_vgs0,1.01676E-07,2.54191E-08
nfet_03v3,ff,125,2.10,1.00u,8,ioff_vgs0,2.03353E-07,2.54191E-08
nfet_03v3,ff,125,2.10,1.00u,16,ioff_vgs0,4.06705E-07,2.54191E-08
nfet_03v3,ff,125,2.97,0.28u,1,ioff_vgs0,1.81143E-06,1.81143E-06
nfet_03v3,ff,125,2.97,0.28u,2,ioff_vgs0,3.62286E-06,1.81143E-06
nfet_03v3,ff,125,2.97,0.28u,4,ioff_vgs0,7.24571E-06,1.81143E-06
nfet_03v3,ff,125,2.97,0.28u,8,ioff_vgs0,1.44914E-05,1.81143E-06
nfet_03v3,ff,125,2.97,0.28u,16,ioff_vgs0,2.89828E-05,1.81143E-06
nfet_03v3,ff,125,2.97,0.50u,1,ioff_vgs0,5.23546E-08,5.23546E-08
nfet_03v3,ff,125,2.97,0.50u,2,ioff_vgs0,1.04709E-07,5.23546E-08
nfet_03v3,ff,125,2.97,0.50u,4,ioff_vgs0,2.09418E-07,5.23546E-08
nfet_03v3,ff,125,2.97,0.50u,8,ioff_vgs0,4.18837E-07,5.23546E-08
nfet_03v3,ff,125,2.97,0.50u,16,ioff_vgs0,8.37674E-07,5.23546E-08
nfet_03v3,ff,125,2.97,1.00u,1,ioff_vgs0,2.67823E-08,2.67823E-08
nfet_03v3,ff,125,2.97,1.00u,2,ioff_vgs0,5.35645E-08,2.67823E-08
nfet_03v3,ff,125,2.97,1.00u,4,ioff_vgs0,1.07129E-07,2.67823E-08
nfet_03v3,ff,125,2.97,1.00u,8,ioff_vgs0,2.14258E-07,2.67823E-08
nfet_03v3,ff,125,2.97,1.00u,16,ioff_vgs0,4.28516E-07,2.67823E-08
nfet_03v3,ff,125,3.30,0.28u,1,ioff_vgs0,2.28236E-06,2.28236E-06
nfet_03v3,ff,125,3.30,0.28u,2,ioff_vgs0,4.56472E-06,2.28236E-06
nfet_03v3,ff,125,3.30,0.28u,4,ioff_vgs0,9.12944E-06,2.28236E-06
nfet_03v3,ff,125,3.30,0.28u,8,ioff_vgs0,1.82589E-05,2.28236E-06
nfet_03v3,ff,125,3.30,0.28u,16,ioff_vgs0,3.65178E-05,2.28236E-06
nfet_03v3,ff,125,3.30,0.50u,1,ioff_vgs0,5.44916E-08,5.44916E-08
nfet_03v3,ff,125,3.30,0.50u,2,ioff_vgs0,1.08983E-07,5.44916E-08
nfet_03v3,ff,125,3.30,0.50u,4,ioff_vgs0,2.17966E-07,5.44916E-08
nfet_03v3,ff,125,3.30,0.50u,8,ioff_vgs0,4.35933E-07,5.44916E-08
nfet_03v3,ff,125,3.30,0.50u,16,ioff_vgs0,8.71865E-07,5.44916E-08
nfet_03v3,ff,125,3.30,1.00u,1,ioff_vgs0,2.73453E-08,2.73453E-08
nfet_03v3,ff,125,3.30,1.00u,2,ioff_vgs0,5.46905E-08,2.73453E-08
nfet_03v3,ff,125,3.30,1.00u,4,ioff_vgs0,1.09381E-07,2.73453E-08
nfet_03v3,ff,125,3.30,1.00u,8,ioff_vgs0,2.18762E-07,2.73453E-08
nfet_03v3,ff,125,3.30,1.00u,16,ioff_vgs0,4.37524E-07,2.73453E-08
nfet_03v3,ff,125,3.63,0.28u,1,ioff_vgs0,2.89803E-06,2.89803E-06
nfet_03v3,ff,125,3.63,0.28u,2,ioff_vgs0,5.79605E-06,2.89803E-06
nfet_03v3,ff,125,3.63,0.28u,4,ioff_vgs0,1.15921E-05,2.89803E-06
nfet_03v3,ff,125,3.63,0.28u,8,ioff_vgs0,2.31842E-05,2.89803E-06
nfet_03v3,ff,125,3.63,0.28u,16,ioff_vgs0,4.63684E-05,2.89803E-06
nfet_03v3,ff,125,3.63,0.50u,1,ioff_vgs0,5.70141E-08,5.70141E-08
nfet_03v3,ff,125,3.63,0.50u,2,ioff_vgs0,1.14028E-07,5.70141E-08
nfet_03v3,ff,125,3.63,0.50u,4,ioff_vgs0,2.28056E-07,5.70141E-08
nfet_03v3,ff,125,3.63,0.50u,8,ioff_vgs0,4.56113E-07,5.70141E-08
nfet_03v3,ff,125,3.63,0.50u,16,ioff_vgs0,9.12225E-07,5.70141E-08
nfet_03v3,ff,125,3.63,1.00u,1,ioff_vgs0,2.79941E-08,2.79941E-08
nfet_03v3,ff,125,3.63,1.00u,2,ioff_vgs0,5.59882E-08,2.79941E-08
nfet_03v3,ff,125,3.63,1.00u,4,ioff_vgs0,1.11976E-07,2.79941E-08
nfet_03v3,ff,125,3.63,1.00u,8,ioff_vgs0,2.23953E-07,2.79941E-08
nfet_03v3,ff,125,3.63,1.00u,16,ioff_vgs0,4.47906E-07,2.79941E-08
nfet_03v3,ss,-40,2.10,0.28u,1,ioff_vgs0,1.11762E-14,1.11762E-14
nfet_03v3,ss,-40,2.10,0.28u,2,ioff_vgs0,2.23524E-14,1.11762E-14
nfet_03v3,ss,-40,2.10,0.28u,4,ioff_vgs0,4.47048E-14,1.11762E-14
nfet_03v3,ss,-40,2.10,0.28u,8,ioff_vgs0,8.94097E-14,1.11762E-14
nfet_03v3,ss,-40,2.10,0.28u,16,ioff_vgs0,1.78819E-13,1.11762E-14
nfet_03v3,ss,-40,2.10,0.50u,1,ioff_vgs0,1.23806E-16,1.23806E-16
nfet_03v3,ss,-40,2.10,0.50u,2,ioff_vgs0,2.47611E-16,1.23806E-16
nfet_03v3,ss,-40,2.10,0.50u,4,ioff_vgs0,4.95223E-16,1.23806E-16
nfet_03v3,ss,-40,2.10,0.50u,8,ioff_vgs0,9.90446E-16,1.23806E-16
nfet_03v3,ss,-40,2.10,0.50u,16,ioff_vgs0,1.98089E-15,1.23806E-16
nfet_03v3,ss,-40,2.10,1.00u,1,ioff_vgs0,8.54687E-17,8.54687E-17
nfet_03v3,ss,-40,2.10,1.00u,2,ioff_vgs0,1.70937E-16,8.54687E-17
nfet_03v3,ss,-40,2.10,1.00u,4,ioff_vgs0,3.41875E-16,8.54687E-17
nfet_03v3,ss,-40,2.10,1.00u,8,ioff_vgs0,6.8375E-16,8.54687E-17
nfet_03v3,ss,-40,2.10,1.00u,16,ioff_vgs0,1.3675E-15,8.54687E-17
nfet_03v3,ss,-40,2.97,0.28u,1,ioff_vgs0,2.46978E-14,2.46978E-14
nfet_03v3,ss,-40,2.97,0.28u,2,ioff_vgs0,4.93957E-14,2.46978E-14
nfet_03v3,ss,-40,2.97,0.28u,4,ioff_vgs0,9.87914E-14,2.46978E-14
nfet_03v3,ss,-40,2.97,0.28u,8,ioff_vgs0,1.97583E-13,2.46978E-14
nfet_03v3,ss,-40,2.97,0.28u,16,ioff_vgs0,3.95165E-13,2.46978E-14
nfet_03v3,ss,-40,2.97,0.50u,1,ioff_vgs0,1.4331E-16,1.4331E-16
nfet_03v3,ss,-40,2.97,0.50u,2,ioff_vgs0,2.8662E-16,1.4331E-16
nfet_03v3,ss,-40,2.97,0.50u,4,ioff_vgs0,5.73239E-16,1.4331E-16
nfet_03v3,ss,-40,2.97,0.50u,8,ioff_vgs0,1.14648E-15,1.4331E-16
nfet_03v3,ss,-40,2.97,0.50u,16,ioff_vgs0,2.29296E-15,1.4331E-16
nfet_03v3,ss,-40,2.97,1.00u,1,ioff_vgs0,9.24987E-17,9.24987E-17
nfet_03v3,ss,-40,2.97,1.00u,2,ioff_vgs0,1.84997E-16,9.24987E-17
nfet_03v3,ss,-40,2.97,1.00u,4,ioff_vgs0,3.69995E-16,9.24987E-17
nfet_03v3,ss,-40,2.97,1.00u,8,ioff_vgs0,7.39989E-16,9.24987E-17
nfet_03v3,ss,-40,2.97,1.00u,16,ioff_vgs0,1.47998E-15,9.24987E-17
nfet_03v3,ss,-40,3.30,0.28u,1,ioff_vgs0,3.31994E-14,3.31994E-14
nfet_03v3,ss,-40,3.30,0.28u,2,ioff_vgs0,6.63988E-14,3.31994E-14
nfet_03v3,ss,-40,3.30,0.28u,4,ioff_vgs0,1.32798E-13,3.31994E-14
nfet_03v3,ss,-40,3.30,0.28u,8,ioff_vgs0,2.65595E-13,3.31994E-14
nfet_03v3,ss,-40,3.30,0.28u,16,ioff_vgs0,5.3119E-13,3.31994E-14
nfet_03v3,ss,-40,3.30,0.50u,1,ioff_vgs0,1.5136E-16,1.5136E-16
nfet_03v3,ss,-40,3.30,0.50u,2,ioff_vgs0,3.02719E-16,1.5136E-16
nfet_03v3,ss,-40,3.30,0.50u,4,ioff_vgs0,6.05438E-16,1.5136E-16
nfet_03v3,ss,-40,3.30,0.50u,8,ioff_vgs0,1.21088E-15,1.5136E-16
nfet_03v3,ss,-40,3.30,0.50u,16,ioff_vgs0,2.42175E-15,1.5136E-16
nfet_03v3,ss,-40,3.30,1.00u,1,ioff_vgs0,9.52702E-17,9.52702E-17
nfet_03v3,ss,-40,3.30,1.00u,2,ioff_vgs0,1.9054E-16,9.52702E-17
nfet_03v3,ss,-40,3.30,1.00u,4,ioff_vgs0,3.81081E-16,9.52702E-17
nfet_03v3,ss,-40,3.30,1.00u,8,ioff_vgs0,7.62161E-16,9.52702E-17
nfet_03v3,ss,-40,3.30,1.00u,16,ioff_vgs0,1.52432E-15,9.52702E-17
nfet_03v3,ss,-40,3.63,0.28u,1,ioff_vgs0,4.47674E-14,4.47674E-14
nfet_03v3,ss,-40,3.63,0.28u,2,ioff_vgs0,8.95348E-14,4.47674E-14
nfet_03v3,ss,-40,3.63,0.28u,4,ioff_vgs0,1.7907E-13,4.47674E-14
nfet_03v3,ss,-40,3.63,0.28u,8,ioff_vgs0,3.58139E-13,4.47674E-14
nfet_03v3,ss,-40,3.63,0.28u,16,ioff_vgs0,7.16278E-13,4.47674E-14
nfet_03v3,ss,-40,3.63,0.50u,1,ioff_vgs0,1.6028E-16,1.6028E-16
nfet_03v3,ss,-40,3.63,0.50u,2,ioff_vgs0,3.2056E-16,1.6028E-16
nfet_03v3,ss,-40,3.63,0.50u,4,ioff_vgs0,6.4112E-16,1.6028E-16
nfet_03v3,ss,-40,3.63,0.50u,8,ioff_vgs0,1.28224E-15,1.6028E-16
nfet_03v3,ss,-40,3.63,0.50u,16,ioff_vgs0,2.56448E-15,1.6028E-16
nfet_03v3,ss,-40,3.63,1.00u,1,ioff_vgs0,9.82522E-17,9.82522E-17
nfet_03v3,ss,-40,3.63,1.00u,2,ioff_vgs0,1.96504E-16,9.82522E-17
nfet_03v3,ss,-40,3.63,1.00u,4,ioff_vgs0,3.93009E-16,9.82522E-17
nfet_03v3,ss,-40,3.63,1.00u,8,ioff_vgs0,7.86018E-16,9.82522E-17
nfet_03v3,ss,-40,3.63,1.00u,16,ioff_vgs0,1.57204E-15,9.82522E-17
nfet_03v3,ss,27,2.10,0.28u,1,ioff_vgs0,2.03078E-11,2.03078E-11
nfet_03v3,ss,27,2.10,0.28u,2,ioff_vgs0,4.06157E-11,2.03078E-11
nfet_03v3,ss,27,2.10,0.28u,4,ioff_vgs0,8.12314E-11,2.03078E-11
nfet_03v3,ss,27,2.10,0.28u,8,ioff_vgs0,1.62463E-10,2.03078E-11
nfet_03v3,ss,27,2.10,0.28u,16,ioff_vgs0,3.24925E-10,2.03078E-11
nfet_03v3,ss,27,2.10,0.50u,1,ioff_vgs0,4.95259E-13,4.95259E-13
nfet_03v3,ss,27,2.10,0.50u,2,ioff_vgs0,9.90518E-13,4.95259E-13
nfet_03v3,ss,27,2.10,0.50u,4,ioff_vgs0,1.98104E-12,4.95259E-13
nfet_03v3,ss,27,2.10,0.50u,8,ioff_vgs0,3.96207E-12,4.95259E-13
nfet_03v3,ss,27,2.10,0.50u,16,ioff_vgs0,7.92414E-12,4.95259E-13
nfet_03v3,ss,27,2.10,1.00u,1,ioff_vgs0,3.05919E-13,3.05919E-13
nfet_03v3,ss,27,2.10,1.00u,2,ioff_vgs0,6.11838E-13,3.05919E-13
nfet_03v3,ss,27,2.10,1.00u,4,ioff_vgs0,1.22368E-12,3.05919E-13
nfet_03v3,ss,27,2.10,1.00u,8,ioff_vgs0,2.44735E-12,3.05919E-13
nfet_03v3,ss,27,2.10,1.00u,16,ioff_vgs0,4.89471E-12,3.05919E-13
nfet_03v3,ss,27,2.97,0.28u,1,ioff_vgs0,3.84809E-11,3.84809E-11
nfet_03v3,ss,27,2.97,0.28u,2,ioff_vgs0,7.69618E-11,3.84809E-11
nfet_03v3,ss,27,2.97,0.28u,4,ioff_vgs0,1.53924E-10,3.84809E-11
nfet_03v3,ss,27,2.97,0.28u,8,ioff_vgs0,3.07847E-10,3.84809E-11
nfet_03v3,ss,27,2.97,0.28u,16,ioff_vgs0,6.15694E-10,3.84809E-11
nfet_03v3,ss,27,2.97,0.50u,1,ioff_vgs0,5.59033E-13,5.59033E-13
nfet_03v3,ss,27,2.97,0.50u,2,ioff_vgs0,1.11807E-12,5.59033E-13
nfet_03v3,ss,27,2.97,0.50u,4,ioff_vgs0,2.23613E-12,5.59033E-13
nfet_03v3,ss,27,2.97,0.50u,8,ioff_vgs0,4.47227E-12,5.59033E-13
nfet_03v3,ss,27,2.97,0.50u,16,ioff_vgs0,8.94453E-12,5.59033E-13
nfet_03v3,ss,27,2.97,1.00u,1,ioff_vgs0,3.26502E-13,3.26502E-13
nfet_03v3,ss,27,2.97,1.00u,2,ioff_vgs0,6.53003E-13,3.26502E-13
nfet_03v3,ss,27,2.97,1.00u,4,ioff_vgs0,1.30601E-12,3.26502E-13
nfet_03v3,ss,27,2.97,1.00u,8,ioff_vgs0,2.61201E-12,3.26502E-13
nfet_03v3,ss,27,2.97,1.00u,16,ioff_vgs0,5.22403E-12,3.26502E-13
nfet_03v3,ss,27,3.30,0.28u,1,ioff_vgs0,4.88735E-11,4.88735E-11
nfet_03v3,ss,27,3.30,0.28u,2,ioff_vgs0,9.7747E-11,4.88735E-11
nfet_03v3,ss,27,3.30,0.28u,4,ioff_vgs0,1.95494E-10,4.88735E-11
nfet_03v3,ss,27,3.30,0.28u,8,ioff_vgs0,3.90988E-10,4.88735E-11
nfet_03v3,ss,27,3.30,0.28u,16,ioff_vgs0,7.81976E-10,4.88735E-11
nfet_03v3,ss,27,3.30,0.50u,1,ioff_vgs0,5.85242E-13,5.85242E-13
nfet_03v3,ss,27,3.30,0.50u,2,ioff_vgs0,1.17048E-12,5.85242E-13
nfet_03v3,ss,27,3.30,0.50u,4,ioff_vgs0,2.34097E-12,5.85242E-13
nfet_03v3,ss,27,3.30,0.50u,8,ioff_vgs0,4.68193E-12,5.85242E-13
nfet_03v3,ss,27,3.30,0.50u,16,ioff_vgs0,9.36386E-12,5.85242E-13
nfet_03v3,ss,27,3.30,1.00u,1,ioff_vgs0,3.34659E-13,3.34659E-13
nfet_03v3,ss,27,3.30,1.00u,2,ioff_vgs0,6.69319E-13,3.34659E-13
nfet_03v3,ss,27,3.30,1.00u,4,ioff_vgs0,1.33864E-12,3.34659E-13
nfet_03v3,ss,27,3.30,1.00u,8,ioff_vgs0,2.67727E-12,3.34659E-13
nfet_03v3,ss,27,3.30,1.00u,16,ioff_vgs0,5.35455E-12,3.34659E-13
nfet_03v3,ss,27,3.63,0.28u,1,ioff_vgs0,6.23013E-11,6.23013E-11
nfet_03v3,ss,27,3.63,0.28u,2,ioff_vgs0,1.24603E-10,6.23013E-11
nfet_03v3,ss,27,3.63,0.28u,4,ioff_vgs0,2.49205E-10,6.23013E-11
nfet_03v3,ss,27,3.63,0.28u,8,ioff_vgs0,4.98411E-10,6.23013E-11
nfet_03v3,ss,27,3.63,0.28u,16,ioff_vgs0,9.96821E-10,6.23013E-11
nfet_03v3,ss,27,3.63,0.50u,1,ioff_vgs0,6.1445E-13,6.1445E-13
nfet_03v3,ss,27,3.63,0.50u,2,ioff_vgs0,1.2289E-12,6.1445E-13
nfet_03v3,ss,27,3.63,0.50u,4,ioff_vgs0,2.4578E-12,6.1445E-13
nfet_03v3,ss,27,3.63,0.50u,8,ioff_vgs0,4.9156E-12,6.1445E-13
nfet_03v3,ss,27,3.63,0.50u,16,ioff_vgs0,9.8312E-12,6.1445E-13
nfet_03v3,ss,27,3.63,1.00u,1,ioff_vgs0,3.4353E-13,3.4353E-13
nfet_03v3,ss,27,3.63,1.00u,2,ioff_vgs0,6.87061E-13,3.4353E-13
nfet_03v3,ss,27,3.63,1.00u,4,ioff_vgs0,1.37412E-12,3.4353E-13
nfet_03v3,ss,27,3.63,1.00u,8,ioff_vgs0,2.74824E-12,3.4353E-13
nfet_03v3,ss,27,3.63,1.00u,16,ioff_vgs0,5.49649E-12,3.4353E-13
nfet_03v3,ss,125,2.10,0.28u,1,ioff_vgs0,1.26199E-08,1.26199E-08
nfet_03v3,ss,125,2.10,0.28u,2,ioff_vgs0,2.52397E-08,1.26199E-08
nfet_03v3,ss,125,2.10,0.28u,4,ioff_vgs0,5.04794E-08,1.26199E-08
nfet_03v3,ss,125,2.10,0.28u,8,ioff_vgs0,1.00959E-07,1.26199E-08
nfet_03v3,ss,125,2.10,0.28u,16,ioff_vgs0,2.01918E-07,1.26199E-08
nfet_03v3,ss,125,2.10,0.50u,1,ioff_vgs0,6.09918E-10,6.09918E-10
nfet_03v3,ss,125,2.10,0.50u,2,ioff_vgs0,1.21984E-09,6.09918E-10
nfet_03v3,ss,125,2.10,0.50u,4,ioff_vgs0,2.43967E-09,6.09918E-10
nfet_03v3,ss,125,2.10,0.50u,8,ioff_vgs0,4.87935E-09,6.09918E-10
nfet_03v3,ss,125,2.10,0.50u,16,ioff_vgs0,9.75869E-09,6.09918E-10
nfet_03v3,ss,125,2.10,1.00u,1,ioff_vgs0,3.41986E-10,3.41986E-10
nfet_03v3,ss,125,2.10,1.00u,2,ioff_vgs0,6.83972E-10,3.41986E-10
nfet_03v3,ss,125,2.10,1.00u,4,ioff_vgs0,1.36794E-09,3.41986E-10
nfet_03v3,ss,125,2.10,1.00u,8,ioff_vgs0,2.73589E-09,3.41986E-10
nfet_03v3,ss,125,2.10,1.00u,16,ioff_vgs0,5.47178E-09,3.41986E-10
nfet_03v3,ss,125,2.97,0.28u,1,ioff_vgs0,2.08431E-08,2.08431E-08
nfet_03v3,ss,125,2.97,0.28u,2,ioff_vgs0,4.16861E-08,2.08431E-08
nfet_03v3,ss,125,2.97,0.28u,4,ioff_vgs0,8.33723E-08,2.08431E-08
nfet_03v3,ss,125,2.97,0.28u,8,ioff_vgs0,1.66745E-07,2.08431E-08
nfet_03v3,ss,125,2.97,0.28u,16,ioff_vgs0,3.33489E-07,2.08431E-08
nfet_03v3,ss,125,2.97,0.50u,1,ioff_vgs0,6.72328E-10,6.72328E-10
nfet_03v3,ss,125,2.97,0.50u,2,ioff_vgs0,1.34466E-09,6.72328E-10
nfet_03v3,ss,125,2.97,0.50u,4,ioff_vgs0,2.68931E-09,6.72328E-10
nfet_03v3,ss,125,2.97,0.50u,8,ioff_vgs0,5.37862E-09,6.72328E-10
nfet_03v3,ss,125,2.97,0.50u,16,ioff_vgs0,1.07572E-08,6.72328E-10
nfet_03v3,ss,125,2.97,1.00u,1,ioff_vgs0,3.60224E-10,3.60224E-10
nfet_03v3,ss,125,2.97,1.00u,2,ioff_vgs0,7.20449E-10,3.60224E-10
nfet_03v3,ss,125,2.97,1.00u,4,ioff_vgs0,1.4409E-09,3.60224E-10
nfet_03v3,ss,125,2.97,1.00u,8,ioff_vgs0,2.8818E-09,3.60224E-10
nfet_03v3,ss,125,2.97,1.00u,16,ioff_vgs0,5.76359E-09,3.60224E-10
nfet_03v3,ss,125,3.30,0.28u,1,ioff_vgs0,2.51649E-08,2.51649E-08
nfet_03v3,ss,125,3.30,0.28u,2,ioff_vgs0,5.03299E-08,2.51649E-08
nfet_03v3,ss,125,3.30,0.28u,4,ioff_vgs0,1.0066E-07,2.51649E-08
nfet_03v3,ss,125,3.30,0.28u,8,ioff_vgs0,2.01319E-07,2.51649E-08
nfet_03v3,ss,125,3.30,0.28u,16,ioff_vgs0,4.02639E-07,2.51649E-08
nfet_03v3,ss,125,3.30,0.50u,1,ioff_vgs0,6.9792E-10,6.9792E-10
nfet_03v3,ss,125,3.30,0.50u,2,ioff_vgs0,1.39584E-09,6.9792E-10
nfet_03v3,ss,125,3.30,0.50u,4,ioff_vgs0,2.79168E-09,6.9792E-10
nfet_03v3,ss,125,3.30,0.50u,8,ioff_vgs0,5.58336E-09,6.9792E-10
nfet_03v3,ss,125,3.30,0.50u,16,ioff_vgs0,1.11667E-08,6.9792E-10
nfet_03v3,ss,125,3.30,1.00u,1,ioff_vgs0,3.67502E-10,3.67502E-10
nfet_03v3,ss,125,3.30,1.00u,2,ioff_vgs0,7.35005E-10,3.67502E-10
nfet_03v3,ss,125,3.30,1.00u,4,ioff_vgs0,1.47001E-09,3.67502E-10
nfet_03v3,ss,125,3.30,1.00u,8,ioff_vgs0,2.94002E-09,3.67502E-10
nfet_03v3,ss,125,3.30,1.00u,16,ioff_vgs0,5.88004E-09,3.67502E-10
nfet_03v3,ss,125,3.63,0.28u,1,ioff_vgs0,3.05091E-08,3.05091E-08
nfet_03v3,ss,125,3.63,0.28u,2,ioff_vgs0,6.10181E-08,3.05091E-08
nfet_03v3,ss,125,3.63,0.28u,4,ioff_vgs0,1.22036E-07,3.05091E-08
nfet_03v3,ss,125,3.63,0.28u,8,ioff_vgs0,2.44073E-07,3.05091E-08
nfet_03v3,ss,125,3.63,0.28u,16,ioff_vgs0,4.88145E-07,3.05091E-08
nfet_03v3,ss,125,3.63,0.50u,1,ioff_vgs0,7.26706E-10,7.26706E-10
nfet_03v3,ss,125,3.63,0.50u,2,ioff_vgs0,1.45341E-09,7.26706E-10
nfet_03v3,ss,125,3.63,0.50u,4,ioff_vgs0,2.90683E-09,7.26706E-10
nfet_03v3,ss,125,3.63,0.50u,8,ioff_vgs0,5.81365E-09,7.26706E-10
nfet_03v3,ss,125,3.63,0.50u,16,ioff_vgs0,1.16273E-08,7.26706E-10
nfet_03v3,ss,125,3.63,1.00u,1,ioff_vgs0,3.75528E-10,3.75528E-10
nfet_03v3,ss,125,3.63,1.00u,2,ioff_vgs0,7.51056E-10,3.75528E-10
nfet_03v3,ss,125,3.63,1.00u,4,ioff_vgs0,1.50211E-09,3.75528E-10
nfet_03v3,ss,125,3.63,1.00u,8,ioff_vgs0,3.00422E-09,3.75528E-10
nfet_03v3,ss,125,3.63,1.00u,16,ioff_vgs0,6.00845E-09,3.75528E-10
nfet_03v3,fs,-40,2.10,0.28u,1,ioff_vgs0,5.91018E-12,5.91018E-12
nfet_03v3,fs,-40,2.10,0.28u,2,ioff_vgs0,1.18204E-11,5.91018E-12
nfet_03v3,fs,-40,2.10,0.28u,4,ioff_vgs0,2.36407E-11,5.91018E-12
nfet_03v3,fs,-40,2.10,0.28u,8,ioff_vgs0,4.72815E-11,5.91018E-12
nfet_03v3,fs,-40,2.10,0.28u,16,ioff_vgs0,9.45629E-11,5.91018E-12
nfet_03v3,fs,-40,2.10,0.50u,1,ioff_vgs0,6.47668E-14,6.47668E-14
nfet_03v3,fs,-40,2.10,0.50u,2,ioff_vgs0,1.29534E-13,6.47668E-14
nfet_03v3,fs,-40,2.10,0.50u,4,ioff_vgs0,2.59067E-13,6.47668E-14
nfet_03v3,fs,-40,2.10,0.50u,8,ioff_vgs0,5.18134E-13,6.47668E-14
nfet_03v3,fs,-40,2.10,0.50u,16,ioff_vgs0,1.03627E-12,6.47668E-14
nfet_03v3,fs,-40,2.10,1.00u,1,ioff_vgs0,4.31283E-14,4.31283E-14
nfet_03v3,fs,-40,2.10,1.00u,2,ioff_vgs0,8.62565E-14,4.31283E-14
nfet_03v3,fs,-40,2.10,1.00u,4,ioff_vgs0,1.72513E-13,4.31283E-14
nfet_03v3,fs,-40,2.10,1.00u,8,ioff_vgs0,3.45026E-13,4.31283E-14
nfet_03v3,fs,-40,2.10,1.00u,16,ioff_vgs0,6.90052E-13,4.31283E-14
nfet_03v3,fs,-40,2.97,0.28u,1,ioff_vgs0,1.53093E-11,1.53093E-11
nfet_03v3,fs,-40,2.97,0.28u,2,ioff_vgs0,3.06185E-11,1.53093E-11
nfet_03v3,fs,-40,2.97,0.28u,4,ioff_vgs0,6.12371E-11,1.53093E-11
nfet_03v3,fs,-40,2.97,0.28u,8,ioff_vgs0,1.22474E-10,1.53093E-11
nfet_03v3,fs,-40,2.97,0.28u,16,ioff_vgs0,2.44948E-10,1.53093E-11
nfet_03v3,fs,-40,2.97,0.50u,1,ioff_vgs0,7.53589E-14,7.53589E-14
nfet_03v3,fs,-40,2.97,0.50u,2,ioff_vgs0,1.50718E-13,7.53589E-14
nfet_03v3,fs,-40,2.97,0.50u,4,ioff_vgs0,3.01436E-13,7.53589E-14
nfet_03v3,fs,-40,2.97,0.50u,8,ioff_vgs0,6.02871E-13,7.53589E-14
