device,l_um,w_mm,metric,supply_class,n_cases,n_infeasible,worst_rds_ohm,worst_vsd_v,worst_corner,worst_temp_c,worst_vin_v,best_rds_ohm,best_corner,best_temp_c,best_vin_v
pfet_05v0,1.00u,8,drop_at_100mA,mv,45,0,2.86048,0.286048,ss,125,4.50,1.06717,ff,-40,5.50
pfet_05v0,1.00u,8,drop_at_50mA,dropout_testpoint,15,0,8.36344,0.418172,ss,125,2.10,2.76342,ff,-40,2.10
pfet_05v0,1.00u,8,drop_at_50mA,lv,45,0,4.4628,0.22314,ss,125,2.97,1.43803,ff,-40,3.63
pfet_05v0,1.00u,8,drop_at_50mA,mv,45,0,2.77587,0.138794,ss,125,4.50,1.05623,ff,-40,5.50
pfet_05v0,1.00u,8,rlin_at_50mV,dropout_testpoint,15,0,6.69345,0.05,ss,125,2.10,2.6187,ff,-40,2.10
pfet_05v0,1.00u,8,rlin_at_50mV,lv,45,0,4.2081,0.05,ss,125,2.97,1.42871,ff,-40,3.63
pfet_05v0,1.00u,8,rlin_at_50mV,mv,45,0,2.727,0.05,ss,125,4.50,1.05566,ff,-40,5.50
pfet_05v0,1.00u,16,drop_at_100mA,dropout_testpoint,15,0,4.18172,0.418172,ss,125,2.10,1.38171,ff,-40,2.10
pfet_05v0,1.00u,16,drop_at_100mA,lv,45,0,2.2314,0.22314,ss,125,2.97,0.719016,ff,-40,3.63
pfet_05v0,1.00u,16,drop_at_100mA,mv,45,0,1.38794,0.138794,ss,125,4.50,0.528115,ff,-40,5.50
pfet_05v0,1.00u,16,drop_at_50mA,dropout_testpoint,15,0,3.60252,0.180126,ss,125,2.10,1.32206,ff,-40,2.10
pfet_05v0,1.00u,16,drop_at_50mA,lv,45,0,2.14462,0.107231,ss,125,2.97,0.71131,ff,-40,3.63
pfet_05v0,1.00u,16,drop_at_50mA,mv,45,0,1.36851,0.0684253,ss,125,4.50,0.525454,ff,-40,5.50
pfet_05v0,1.00u,16,rlin_at_50mV,dropout_testpoint,15,0,3.34672,0.05,ss,125,2.10,1.30935,ff,-40,2.10
pfet_05v0,1.00u,16,rlin_at_50mV,lv,45,0,2.10405,0.05,ss,125,2.97,0.714356,ff,-40,3.63
pfet_05v0,1.00u,16,rlin_at_50mV,mv,45,0,1.3635,0.05,ss,125,4.50,0.527832,ff,-40,5.50
pfet_06v0,0.55u,1,drop_at_100mA,dropout_testpoint,15,15,,,,,,,,,
pfet_06v0,0.55u,1,drop_at_100mA,lv,45,26,34.471,3.4471,fs,27,3.63,7.56519,ff,-40,3.63
pfet_06v0,0.55u,1,drop_at_100mA,mv,45,0,19.1281,1.91281,ss,125,4.50,4.99951,ff,-40,5.50
pfet_06v0,0.55u,1,drop_at_50mA,dropout_testpoint,15,14,25.5678,1.27839,ff,-40,2.10,25.5678,ff,-40,2.10
pfet_06v0,0.55u,1,drop_at_50mA,lv,45,1,31.864,1.5932,fs,125,2.97,6.48323,ff,-40,3.63
pfet_06v0,0.55u,1,drop_at_50mA,mv,45,0,14.158,0.707902,ss,125,4.50,4.70352,ff,-40,5.50
pfet_06v0,0.55u,1,rlin_at_50mV,dropout_testpoint,15,0,28.9035,0.05,ss,125,2.10,10.161,ff,-40,2.10
pfet_06v0,0.55u,1,rlin_at_50mV,lv,45,0,18.5829,0.05,ss,125,2.97,5.90162,ff,-40,3.63
pfet_06v0,0.55u,1,rlin_at_50mV,mv,45,0,12.2911,0.05,ss,125,4.50,4.50857,ff,-40,5.50
pfet_06v0,0.55u,2,drop_at_100mA,dropout_testpoint,15,14,12.7839,1.27839,ff,-40,2.10,12.7839,ff,-40,2.10
pfet_06v0,0.55u,2,drop_at_100mA,lv,45,1,15.932,1.5932,fs,125,2.97,3.24162,ff,-40,3.63
pfet_06v0,0.55u,2,drop_at_100mA,mv,45,0,7.07902,0.707902,ss,125,4.50,2.35176,ff,-40,5.50
pfet_06v0,0.55u,2,drop_at_50mA,dropout_testpoint,15,3,40.1125,2.00563,ss,-40,2.10,5.97966,ff,-40,2.10
pfet_06v0,0.55u,2,drop_at_50mA,lv,45,0,11.0943,0.554717,ss,125,2.97,3.05572,ff,-40,3.63
pfet_06v0,0.55u,2,drop_at_50mA,mv,45,0,6.51019,0.325509,ss,125,4.50,2.28764,ff,-40,5.50
pfet_06v0,0.55u,2,rlin_at_50mV,dropout_testpoint,15,0,14.4518,0.05,ss,125,2.10,5.08049,ff,-40,2.10
pfet_06v0,0.55u,2,rlin_at_50mV,lv,45,0,9.29144,0.05,ss,125,2.97,2.95081,ff,-40,3.63
pfet_06v0,0.55u,2,rlin_at_50mV,mv,45,0,6.14557,0.05,ss,125,4.50,2.25429,ff,-40,5.50
pfet_06v0,0.55u,4,drop_at_100mA,dropout_testpoint,15,3,20.0563,2.00563,ss,-40,2.10,2.98983,ff,-40,2.10
pfet_06v0,0.55u,4,drop_at_100mA,lv,45,0,5.54717,0.554717,ss,125,2.97,1.52786,ff,-40,3.63
pfet_06v0,0.55u,4,drop_at_100mA,mv,45,0,3.25509,0.325509,ss,125,4.50,1.14382,ff,-40,5.50
pfet_06v0,0.55u,4,drop_at_50mA,dropout_testpoint,15,0,9.14612,0.457306,ss,125,2.10,2.67962,ff,-40,2.10
pfet_06v0,0.55u,4,drop_at_50mA,lv,45,0,4.96699,0.248349,ss,125,2.97,1.48764,ff,-40,3.63
pfet_06v0,0.55u,4,drop_at_50mA,mv,45,0,3.1416,0.15708,ss,125,4.50,1.1288,ff,-40,5.50
pfet_06v0,0.55u,4,rlin_at_50mV,dropout_testpoint,15,0,7.22588,0.05,ss,125,2.10,2.54024,ff,-40,2.10
pfet_06v0,0.55u,4,rlin_at_50mV,lv,45,0,4.64572,0.05,ss,125,2.97,1.4754,ff,-40,3.63
pfet_06v0,0.55u,4,rlin_at_50mV,mv,45,0,3.07279,0.05,ss,125,4.50,1.12714,ff,-40,5.50
pfet_06v0,0.55u,8,drop_at_100mA,dropout_testpoint,15,0,4.57306,0.457306,ss,125,2.10,1.33981,ff,-40,2.10
pfet_06v0,0.55u,8,drop_at_100mA,lv,45,0,2.48349,0.248349,ss,125,2.97,0.743818,ff,-40,3.63
pfet_06v0,0.55u,8,drop_at_100mA,mv,45,0,1.5708,0.15708,ss,125,4.50,0.564399,ff,-40,5.50
pfet_06v0,0.55u,8,drop_at_50mA,dropout_testpoint,15,0,3.9097,0.195485,ss,125,2.10,1.28141,ff,-40,2.10
pfet_06v0,0.55u,8,drop_at_50mA,lv,45,0,2.37648,0.118824,ss,125,2.97,0.734398,ff,-40,3.63
pfet_06v0,0.55u,8,drop_at_50mA,mv,45,0,1.54503,0.0772516,ss,125,4.50,0.560759,ff,-40,5.50
pfet_06v0,0.55u,8,rlin_at_50mV,dropout_testpoint,15,0,3.61294,0.05,ss,125,2.10,1.27012,ff,-40,2.10
pfet_06v0,0.55u,8,rlin_at_50mV,lv,45,0,2.32286,0.05,ss,125,2.97,0.737702,ff,-40,3.63
pfet_06v0,0.55u,8,rlin_at_50mV,mv,45,0,1.53639,0.05,ss,125,4.50,0.563572,ff,-40,5.50
pfet_06v0,0.55u,16,drop_at_100mA,dropout_testpoint,15,0,1.95485,0.195485,ss,125,2.10,0.640705,ff,-40,2.10
pfet_06v0,0.55u,16,drop_at_100mA,lv,45,0,1.18824,0.118824,ss,125,2.97,0.367199,ff,-40,3.63
pfet_06v0,0.55u,16,drop_at_100mA,mv,45,0,0.772516,0.0772516,ss,125,4.50,0.280379,ff,-40,5.50
pfet_06v0,0.55u,16,drop_at_50mA,dropout_testpoint,15,0,1.84751,0.0923755,ss,125,2.10,0.627707,ff,-40,2.10
pfet_06v0,0.55u,16,drop_at_50mA,lv,45,0,1.16458,0.058229,ss,125,2.97,0.364916,ff,-40,3.63
pfet_06v0,0.55u,16,drop_at_50mA,mv,45,0,0.766357,0.0383178,ss,125,4.50,0.279483,ff,-40,5.50
pfet_06v0,0.55u,16,rlin_at_50mV,dropout_testpoint,15,0,1.80647,0.05,ss,125,2.10,0.635061,ff,-40,2.10
pfet_06v0,0.55u,16,rlin_at_50mV,lv,45,0,1.16143,0.05,ss,125,2.97,0.368851,ff,-40,3.63
pfet_06v0,0.55u,16,rlin_at_50mV,mv,45,0,0.768197,0.05,ss,125,4.50,0.281786,ff,-40,5.50
pfet_06v0,0.70u,1,drop_at_100mA,dropout_testpoint,15,15,,,,,,,,,
pfet_06v0,0.70u,1,drop_at_100mA,lv,45,38,26.4047,2.64047,sf,-40,3.30,11.1718,ff,-40,3.63
pfet_06v0,0.70u,1,drop_at_100mA,mv,45,1,40.273,4.0273,fs,125,4.50,6.62348,ff,-40,5.50
pfet_06v0,0.70u,1,drop_at_50mA,dropout_testpoint,15,15,,,,,,,,,
pfet_06v0,0.70u,1,drop_at_50mA,lv,45,6,41.272,2.0636,fs,125,3.30,8.77203,ff,-40,3.63
pfet_06v0,0.70u,1,drop_at_50mA,mv,45,0,18.7147,0.935736,ss,125,4.50,6.13383,ff,-40,5.50
pfet_06v0,0.70u,1,rlin_at_50mV,dropout_testpoint,15,0,37.0656,0.05,ss,125,2.10,13.7187,ff,-40,2.10
pfet_06v0,0.70u,1,rlin_at_50mV,lv,45,0,23.5803,0.05,ss,125,2.97,7.7271,ff,-40,3.63
pfet_06v0,0.70u,1,rlin_at_50mV,mv,45,0,15.4486,0.05,ss,125,4.50,5.80946,ff,-40,5.50
pfet_06v0,0.70u,2,drop_at_100mA,dropout_testpoint,15,15,,,,,,,,,
pfet_06v0,0.70u,2,drop_at_100mA,lv,45,6,20.636,2.0636,fs,125,3.30,4.38601,ff,-40,3.63
pfet_06v0,0.70u,2,drop_at_100mA,mv,45,0,9.35736,0.935736,ss,125,4.50,3.06691,ff,-40,5.50
pfet_06v0,0.70u,2,drop_at_50mA,dropout_testpoint,15,8,29.7489,1.48745,sf,125,2.10,8.92862,ff,-40,2.10
pfet_06v0,0.70u,2,drop_at_50mA,lv,45,0,15.3237,0.766183,ss,125,2.97,4.05784,ff,-40,3.63
pfet_06v0,0.70u,2,drop_at_50mA,mv,45,0,8.33598,0.416799,ss,125,4.50,2.96548,ff,-40,5.50
pfet_06v0,0.70u,2,rlin_at_50mV,dropout_testpoint,15,0,18.5328,0.05,ss,125,2.10,6.85935,ff,-40,2.10
pfet_06v0,0.70u,2,rlin_at_50mV,lv,45,0,11.7902,0.05,ss,125,2.97,3.86355,ff,-40,3.63
pfet_06v0,0.70u,2,rlin_at_50mV,mv,45,0,7.72431,0.05,ss,125,4.50,2.90473,ff,-40,5.50
pfet_06v0,0.70u,4,drop_at_100mA,dropout_testpoint,15,8,14.8745,1.48745,sf,125,2.10,4.46431,ff,-40,2.10
pfet_06v0,0.70u,4,drop_at_100mA,lv,45,0,7.66183,0.766183,ss,125,2.97,2.02892,ff,-40,3.63
pfet_06v0,0.70u,4,drop_at_100mA,mv,45,0,4.16799,0.416799,ss,125,4.50,1.48274,ff,-40,5.50
pfet_06v0,0.70u,4,drop_at_50mA,dropout_testpoint,15,0,14.0643,0.703215,ss,125,2.10,3.73767,ff,-40,2.10
pfet_06v0,0.70u,4,drop_at_50mA,lv,45,0,6.47386,0.323693,ss,125,2.97,1.9616,ff,-40,3.63
pfet_06v0,0.70u,4,drop_at_50mA,mv,45,0,3.98167,0.199084,ss,125,4.50,1.45939,ff,-40,5.50
pfet_06v0,0.70u,4,rlin_at_50mV,dropout_testpoint,15,0,9.2664,0.05,ss,125,2.10,3.42967,ff,-40,2.10
pfet_06v0,0.70u,4,rlin_at_50mV,lv,45,0,5.89508,0.05,ss,125,2.97,1.93178,ff,-40,3.63
pfet_06v0,0.70u,4,rlin_at_50mV,mv,45,0,3.86216,0.05,ss,125,4.50,1.45237,ff,-40,5.50
pfet_06v0,0.70u,8,drop_at_100mA,dropout_testpoint,15,0,7.03215,0.703215,ss,125,2.10,1.86883,ff,-40,2.10
pfet_06v0,0.70u,8,drop_at_100mA,lv,45,0,3.23693,0.323693,ss,125,2.97,0.980799,ff,-40,3.63
pfet_06v0,0.70u,8,drop_at_100mA,mv,45,0,1.99084,0.199084,ss,125,4.50,0.729697,ff,-40,5.50
pfet_06v0,0.70u,8,drop_at_50mA,dropout_testpoint,15,0,5.21752,0.260876,ss,125,2.10,1.75519,ff,-40,2.10
pfet_06v0,0.70u,8,drop_at_50mA,lv,45,0,3.05026,0.152513,ss,125,2.97,0.965357,ff,-40,3.63
pfet_06v0,0.70u,8,drop_at_50mA,mv,45,0,1.94978,0.0974888,ss,125,4.50,0.724083,ff,-40,5.50
pfet_06v0,0.70u,8,rlin_at_50mV,dropout_testpoint,15,0,4.6332,0.05,ss,125,2.10,1.71484,ff,-40,2.10
pfet_06v0,0.70u,8,rlin_at_50mV,lv,45,0,2.94754,0.05,ss,125,2.97,0.965888,ff,-40,3.63
pfet_06v0,0.70u,8,rlin_at_50mV,mv,45,0,1.93108,0.05,ss,125,4.50,0.726183,ff,-40,5.50
pfet_06v0,0.70u,16,drop_at_100mA,dropout_testpoint,15,0,2.60876,0.260876,ss,125,2.10,0.877594,ff,-40,2.10
pfet_06v0,0.70u,16,drop_at_100mA,lv,45,0,1.52513,0.152513,ss,125,2.97,0.482678,ff,-40,3.63
pfet_06v0,0.70u,16,drop_at_100mA,mv,45,0,0.974888,0.0974888,ss,125,4.50,0.362041,ff,-40,5.50
pfet_06v0,0.70u,16,drop_at_50mA,dropout_testpoint,15,0,2.40698,0.120349,ss,125,2.10,0.853594,ff,-40,2.10
pfet_06v0,0.70u,16,drop_at_50mA,lv,45,0,1.48565,0.0742826,ss,125,2.97,0.478971,ff,-40,3.63
pfet_06v0,0.70u,16,drop_at_50mA,mv,45,0,0.965199,0.04826,ss,125,4.50,0.360664,ff,-40,5.50
pfet_06v0,0.70u,16,rlin_at_50mV,dropout_testpoint,15,0,2.3166,0.05,ss,125,2.10,0.857418,ff,-40,2.10
pfet_06v0,0.70u,16,rlin_at_50mV,lv,45,0,1.47377,0.05,ss,125,2.97,0.482944,ff,-40,3.63
pfet_06v0,0.70u,16,rlin_at_50mV,mv,45,0,0.965539,0.05,ss,125,4.50,0.363091,ff,-40,5.50
pfet_06v0,1.20u,1,drop_at_100mA,dropout_testpoint,15,15,,,,,,,,,
pfet_06v0,1.20u,1,drop_at_100mA,lv,45,45,,,,,,,,,
pfet_06v0,1.20u,1,drop_at_100mA,mv,45,24,44.2382,4.42382,ss,27,5.50,13.0695,ff,-40,5.50
pfet_06v0,1.20u,1,drop_at_50mA,dropout_testpoint,15,15,,,,,,,,,
pfet_06v0,1.20u,1,drop_at_50mA,lv,45,34,63.9988,3.19994,typical,-40,3.30,18.2809,ff,-40,3.63
pfet_06v0,1.20u,1,drop_at_50mA,mv,45,0,44.3106,2.21553,ss,125,4.50,11.2461,ff,-40,5.50
pfet_06v0,1.20u,1,rlin_at_50mV,dropout_testpoint,15,0,64.5911,0.05,ss,125,2.10,25.8047,ff,-40,2.10
pfet_06v0,1.20u,1,rlin_at_50mV,lv,45,0,40.4199,0.05,ss,125,2.97,13.9143,ff,-40,3.63
pfet_06v0,1.20u,1,rlin_at_50mV,mv,45,0,26.0799,0.05,ss,125,4.50,10.2135,ff,-40,5.50
pfet_06v0,1.20u,2,drop_at_100mA,dropout_testpoint,15,15,,,,,,,,,
pfet_06v0,1.20u,2,drop_at_100mA,lv,45,34,31.9994,3.19994,typical,-40,3.30,9.14043,ff,-40,3.63
pfet_06v0,1.20u,2,drop_at_100mA,mv,45,0,22.1553,2.21553,ss,125,4.50,5.62307,ff,-40,5.50
pfet_06v0,1.20u,2,drop_at_50mA,dropout_testpoint,15,15,,,,,,,,,
pfet_06v0,1.20u,2,drop_at_50mA,lv,45,2,43.4732,2.17366,ss,27,2.97,7.68636,ff,-40,3.63
pfet_06v0,1.20u,2,drop_at_50mA,mv,45,0,15.1204,0.75602,ss,125,4.50,5.31482,ff,-40,5.50
pfet_06v0,1.20u,2,rlin_at_50mV,dropout_testpoint,15,0,32.2956,0.05,ss,125,2.10,12.9023,ff,-40,2.10
pfet_06v0,1.20u,2,rlin_at_50mV,lv,45,0,20.21,0.05,ss,125,2.97,6.95713,ff,-40,3.63
pfet_06v0,1.20u,2,rlin_at_50mV,mv,45,0,13.04,0.05,ss,125,4.50,5.10673,ff,-40,5.50
pfet_06v0,1.20u,4,drop_at_100mA,dropout_testpoint,15,15,,,,,,,,,
pfet_06v0,1.20u,4,drop_at_100mA,lv,45,2,21.7366,2.17366,ss,27,2.97,3.84318,ff,-40,3.63
pfet_06v0,1.20u,4,drop_at_100mA,mv,45,0,7.5602,0.75602,ss,125,4.50,2.65741,ff,-40,5.50
pfet_06v0,1.20u,4,drop_at_50mA,dropout_testpoint,15,8,22.7247,1.13623,sf,125,2.10,8.13979,ff,-40,2.10
pfet_06v0,1.20u,4,drop_at_50mA,lv,45,0,12.4391,0.621955,ss,125,2.97,3.61399,ff,-40,3.63
pfet_06v0,1.20u,4,drop_at_50mA,mv,45,0,6.92229,0.346115,ss,125,4.50,2.59098,ff,-40,5.50
pfet_06v0,1.20u,4,rlin_at_50mV,dropout_testpoint,15,0,16.1478,0.05,ss,125,2.10,6.45117,ff,-40,2.10
pfet_06v0,1.20u,4,rlin_at_50mV,lv,45,0,10.105,0.05,ss,125,2.97,3.47856,ff,-40,3.63
pfet_06v0,1.20u,4,rlin_at_50mV,mv,45,0,6.51998,0.05,ss,125,4.50,2.55336,ff,-40,5.50
pfet_06v0,1.20u,8,drop_at_100mA,dropout_testpoint,15,8,11.3623,1.13623,sf,125,2.10,4.0699,ff,-40,2.10
pfet_06v0,1.20u,8,drop_at_100mA,lv,45,0,6.21955,0.621955,ss,125,2.97,1.80699,ff,-40,3.63
pfet_06v0,1.20u,8,drop_at_100mA,mv,45,0,3.46115,0.346115,ss,125,4.50,1.29549,ff,-40,5.50
pfet_06v0,1.20u,8,drop_at_50mA,dropout_testpoint,15,0,11.1919,0.559594,ss,125,2.10,3.47992,ff,-40,2.10
pfet_06v0,1.20u,8,drop_at_50mA,lv,45,0,5.45355,0.272678,ss,125,2.97,1.75849,ff,-40,3.63
pfet_06v0,1.20u,8,drop_at_50mA,mv,45,0,3.33675,0.166837,ss,125,4.50,1.27996,ff,-40,5.50
pfet_06v0,1.20u,8,rlin_at_50mV,dropout_testpoint,15,0,8.07389,0.05,ss,125,2.10,3.22558,ff,-40,2.10
pfet_06v0,1.20u,8,rlin_at_50mV,lv,45,0,5.05249,0.05,ss,125,2.97,1.73928,ff,-40,3.63
pfet_06v0,1.20u,8,rlin_at_50mV,mv,45,0,3.25999,0.05,ss,125,4.50,1.27668,ff,-40,5.50
pfet_06v0,1.20u,16,drop_at_100mA,dropout_testpoint,15,0,5.59594,0.559594,ss,125,2.10,1.73996,ff,-40,2.10
pfet_06v0,1.20u,16,drop_at_100mA,lv,45,0,2.72678,0.272678,ss,125,2.97,0.879246,ff,-40,3.63
pfet_06v0,1.20u,16,drop_at_100mA,mv,45,0,1.66837,0.166837,ss,125,4.50,0.639981,ff,-40,5.50
pfet_06v0,1.20u,16,drop_at_50mA,dropout_testpoint,15,0,4.46246,0.223123,ss,125,2.10,1.64418,ff,-40,2.10
pfet_06v0,1.20u,16,drop_at_50mA,lv,45,0,2.59476,0.129738,ss,125,2.97,0.867987,ff,-40,3.63
pfet_06v0,1.20u,16,drop_at_50mA,mv,45,0,1.64035,0.0820176,ss,125,4.50,0.63622,ff,-40,5.50
pfet_06v0,1.20u,16,rlin_at_50mV,dropout_testpoint,15,0,4.03694,0.05,ss,125,2.10,1.61279,ff,-40,2.10
pfet_06v0,1.20u,16,rlin_at_50mV,lv,45,0,2.52624,0.05,ss,125,2.97,0.869641,ff,-40,3.63
pfet_06v0,1.20u,16,rlin_at_50mV,mv,45,0,1.63,0.05,ss,125,4.50,0.638341,ff,-40,5.50
