device,corner,temp_c,vin_v,l_um,w_mm,metric,cgg_f,cgd_f,cgg_per_mm_f
pfet_05v0,typical,125,2.97,1.00u,16,cgg_at_vsd300mV,3.92142E-11,1.92531E-11,2.45089E-12
pfet_05v0,typical,125,3.30,0.50u,1,cgg_at_vsd300mV,1.45013E-12,7.1666E-13,1.45013E-12
pfet_05v0,typical,125,3.30,0.50u,2,cgg_at_vsd300mV,2.90026E-12,1.43332E-12,1.45013E-12
pfet_05v0,typical,125,3.30,0.50u,4,cgg_at_vsd300mV,5.80053E-12,2.86664E-12,1.45013E-12
pfet_05v0,typical,125,3.30,0.50u,8,cgg_at_vsd300mV,1.16011E-11,5.73328E-12,1.45013E-12
pfet_05v0,typical,125,3.30,0.50u,16,cgg_at_vsd300mV,2.32021E-11,1.14666E-11,1.45013E-12
pfet_05v0,typical,125,3.30,0.60u,1,cgg_at_vsd300mV,1.64767E-12,8.13789E-13,1.64767E-12
pfet_05v0,typical,125,3.30,0.60u,2,cgg_at_vsd300mV,3.29534E-12,1.62758E-12,1.64767E-12
pfet_05v0,typical,125,3.30,0.60u,4,cgg_at_vsd300mV,6.59069E-12,3.25516E-12,1.64767E-12
pfet_05v0,typical,125,3.30,0.60u,8,cgg_at_vsd300mV,1.31814E-11,6.51032E-12,1.64767E-12
pfet_05v0,typical,125,3.30,0.60u,16,cgg_at_vsd300mV,2.63628E-11,1.30206E-11,1.64767E-12
pfet_05v0,typical,125,3.30,1.00u,1,cgg_at_vsd300mV,2.45436E-12,1.21076E-12,2.45436E-12
pfet_05v0,typical,125,3.30,1.00u,2,cgg_at_vsd300mV,4.90872E-12,2.42151E-12,2.45436E-12
pfet_05v0,typical,125,3.30,1.00u,4,cgg_at_vsd300mV,9.81745E-12,4.84303E-12,2.45436E-12
pfet_05v0,typical,125,3.30,1.00u,8,cgg_at_vsd300mV,1.96349E-11,9.68605E-12,2.45436E-12
pfet_05v0,typical,125,3.30,1.00u,16,cgg_at_vsd300mV,3.92698E-11,1.93721E-11,2.45436E-12
pfet_05v0,typical,125,3.63,0.50u,1,cgg_at_vsd300mV,1.45083E-12,7.18858E-13,1.45083E-12
pfet_05v0,typical,125,3.63,0.50u,2,cgg_at_vsd300mV,2.90166E-12,1.43772E-12,1.45083E-12
pfet_05v0,typical,125,3.63,0.50u,4,cgg_at_vsd300mV,5.80332E-12,2.87543E-12,1.45083E-12
pfet_05v0,typical,125,3.63,0.50u,8,cgg_at_vsd300mV,1.16066E-11,5.75086E-12,1.45083E-12
pfet_05v0,typical,125,3.63,0.50u,16,cgg_at_vsd300mV,2.32133E-11,1.15017E-11,1.45083E-12
pfet_05v0,typical,125,3.63,0.60u,1,cgg_at_vsd300mV,1.64855E-12,8.16458E-13,1.64855E-12
pfet_05v0,typical,125,3.63,0.60u,2,cgg_at_vsd300mV,3.29709E-12,1.63292E-12,1.64855E-12
pfet_05v0,typical,125,3.63,0.60u,4,cgg_at_vsd300mV,6.59418E-12,3.26583E-12,1.64855E-12
pfet_05v0,typical,125,3.63,0.60u,8,cgg_at_vsd300mV,1.31884E-11,6.53167E-12,1.64855E-12
pfet_05v0,typical,125,3.63,0.60u,16,cgg_at_vsd300mV,2.63767E-11,1.30633E-11,1.64855E-12
pfet_05v0,typical,125,3.63,1.00u,1,cgg_at_vsd300mV,2.45592E-12,1.21525E-12,2.45592E-12
pfet_05v0,typical,125,3.63,1.00u,2,cgg_at_vsd300mV,4.91185E-12,2.43049E-12,2.45592E-12
pfet_05v0,typical,125,3.63,1.00u,4,cgg_at_vsd300mV,9.82369E-12,4.86099E-12,2.45592E-12
pfet_05v0,typical,125,3.63,1.00u,8,cgg_at_vsd300mV,1.96474E-11,9.72197E-12,2.45592E-12
pfet_05v0,typical,125,3.63,1.00u,16,cgg_at_vsd300mV,3.92948E-11,1.94439E-11,2.45592E-12
pfet_05v0,typical,125,4.50,0.50u,1,cgg_at_vsd300mV,1.45019E-12,7.21215E-13,1.45019E-12
pfet_05v0,typical,125,4.50,0.50u,2,cgg_at_vsd300mV,2.90038E-12,1.44243E-12,1.45019E-12
pfet_05v0,typical,125,4.50,0.50u,4,cgg_at_vsd300mV,5.80077E-12,2.88486E-12,1.45019E-12
pfet_05v0,typical,125,4.50,0.50u,8,cgg_at_vsd300mV,1.16015E-11,5.76972E-12,1.45019E-12
pfet_05v0,typical,125,4.50,0.50u,16,cgg_at_vsd300mV,2.32031E-11,1.15394E-11,1.45019E-12
pfet_05v0,typical,125,4.50,0.60u,1,cgg_at_vsd300mV,1.64785E-12,8.19326E-13,1.64785E-12
pfet_05v0,typical,125,4.50,0.60u,2,cgg_at_vsd300mV,3.29571E-12,1.63865E-12,1.64785E-12
pfet_05v0,typical,125,4.50,0.60u,4,cgg_at_vsd300mV,6.59141E-12,3.2773E-12,1.64785E-12
pfet_05v0,typical,125,4.50,0.60u,8,cgg_at_vsd300mV,1.31828E-11,6.55461E-12,1.64785E-12
pfet_05v0,typical,125,4.50,0.60u,16,cgg_at_vsd300mV,2.63656E-11,1.31092E-11,1.64785E-12
pfet_05v0,typical,125,4.50,1.00u,1,cgg_at_vsd300mV,2.45497E-12,1.22007E-12,2.45497E-12
pfet_05v0,typical,125,4.50,1.00u,2,cgg_at_vsd300mV,4.90995E-12,2.44014E-12,2.45497E-12
pfet_05v0,typical,125,4.50,1.00u,4,cgg_at_vsd300mV,9.81989E-12,4.88027E-12,2.45497E-12
pfet_05v0,typical,125,4.50,1.00u,8,cgg_at_vsd300mV,1.96398E-11,9.76055E-12,2.45497E-12
pfet_05v0,typical,125,4.50,1.00u,16,cgg_at_vsd300mV,3.92796E-11,1.95211E-11,2.45497E-12
pfet_05v0,typical,125,5.00,0.50u,1,cgg_at_vsd300mV,1.44889E-12,7.21401E-13,1.44889E-12
pfet_05v0,typical,125,5.00,0.50u,2,cgg_at_vsd300mV,2.89779E-12,1.4428E-12,1.44889E-12
pfet_05v0,typical,125,5.00,0.50u,4,cgg_at_vsd300mV,5.79558E-12,2.8856E-12,1.44889E-12
pfet_05v0,typical,125,5.00,0.50u,8,cgg_at_vsd300mV,1.15912E-11,5.77121E-12,1.44889E-12
pfet_05v0,typical,125,5.00,0.50u,16,cgg_at_vsd300mV,2.31823E-11,1.15424E-11,1.44889E-12
pfet_05v0,typical,125,5.00,0.60u,1,cgg_at_vsd300mV,1.64633E-12,8.19565E-13,1.64633E-12
pfet_05v0,typical,125,5.00,0.60u,2,cgg_at_vsd300mV,3.29267E-12,1.63913E-12,1.64633E-12
pfet_05v0,typical,125,5.00,0.60u,4,cgg_at_vsd300mV,6.58534E-12,3.27826E-12,1.64633E-12
pfet_05v0,typical,125,5.00,0.60u,8,cgg_at_vsd300mV,1.31707E-11,6.55652E-12,1.64633E-12
pfet_05v0,typical,125,5.00,0.60u,16,cgg_at_vsd300mV,2.63414E-11,1.3113E-11,1.64633E-12
pfet_05v0,typical,125,5.00,1.00u,1,cgg_at_vsd300mV,2.45254E-12,1.22048E-12,2.45254E-12
pfet_05v0,typical,125,5.00,1.00u,2,cgg_at_vsd300mV,4.90509E-12,2.44097E-12,2.45254E-12
pfet_05v0,typical,125,5.00,1.00u,4,cgg_at_vsd300mV,9.81017E-12,4.88194E-12,2.45254E-12
pfet_05v0,typical,125,5.00,1.00u,8,cgg_at_vsd300mV,1.96203E-11,9.76387E-12,2.45254E-12
pfet_05v0,typical,125,5.00,1.00u,16,cgg_at_vsd300mV,3.92407E-11,1.95277E-11,2.45254E-12
pfet_05v0,typical,125,5.50,0.50u,1,cgg_at_vsd300mV,1.44721E-12,7.21139E-13,1.44721E-12
pfet_05v0,typical,125,5.50,0.50u,2,cgg_at_vsd300mV,2.89441E-12,1.44228E-12,1.44721E-12
pfet_05v0,typical,125,5.50,0.50u,4,cgg_at_vsd300mV,5.78882E-12,2.88455E-12,1.44721E-12
pfet_05v0,typical,125,5.50,0.50u,8,cgg_at_vsd300mV,1.15776E-11,5.76911E-12,1.44721E-12
pfet_05v0,typical,125,5.50,0.50u,16,cgg_at_vsd300mV,2.31553E-11,1.15382E-11,1.44721E-12
pfet_05v0,typical,125,5.50,0.60u,1,cgg_at_vsd300mV,1.64435E-12,8.19265E-13,1.64435E-12
pfet_05v0,typical,125,5.50,0.60u,2,cgg_at_vsd300mV,3.28869E-12,1.63853E-12,1.64435E-12
pfet_05v0,typical,125,5.50,0.60u,4,cgg_at_vsd300mV,6.57739E-12,3.27706E-12,1.64435E-12
pfet_05v0,typical,125,5.50,0.60u,8,cgg_at_vsd300mV,1.31548E-11,6.55412E-12,1.64435E-12
pfet_05v0,typical,125,5.50,0.60u,16,cgg_at_vsd300mV,2.63095E-11,1.31082E-11,1.64435E-12
pfet_05v0,typical,125,5.50,1.00u,1,cgg_at_vsd300mV,2.44933E-12,1.22001E-12,2.44933E-12
pfet_05v0,typical,125,5.50,1.00u,2,cgg_at_vsd300mV,4.89866E-12,2.44001E-12,2.44933E-12
pfet_05v0,typical,125,5.50,1.00u,4,cgg_at_vsd300mV,9.79731E-12,4.88002E-12,2.44933E-12
pfet_05v0,typical,125,5.50,1.00u,8,cgg_at_vsd300mV,1.95946E-11,9.76005E-12,2.44933E-12
pfet_05v0,typical,125,5.50,1.00u,16,cgg_at_vsd300mV,3.91892E-11,1.95201E-11,2.44933E-12
pfet_05v0,ff,-40,2.10,0.50u,1,cgg_at_vsd300mV,1.39665E-12,6.5852E-13,1.39665E-12
pfet_05v0,ff,-40,2.10,0.50u,2,cgg_at_vsd300mV,2.79331E-12,1.31704E-12,1.39665E-12
pfet_05v0,ff,-40,2.10,0.50u,4,cgg_at_vsd300mV,5.58662E-12,2.63408E-12,1.39665E-12
pfet_05v0,ff,-40,2.10,0.50u,8,cgg_at_vsd300mV,1.11732E-11,5.26816E-12,1.39665E-12
pfet_05v0,ff,-40,2.10,0.50u,16,cgg_at_vsd300mV,2.23465E-11,1.05363E-11,1.39665E-12
pfet_05v0,ff,-40,2.10,0.60u,1,cgg_at_vsd300mV,1.60414E-12,7.53216E-13,1.60414E-12
pfet_05v0,ff,-40,2.10,0.60u,2,cgg_at_vsd300mV,3.20828E-12,1.50643E-12,1.60414E-12
pfet_05v0,ff,-40,2.10,0.60u,4,cgg_at_vsd300mV,6.41655E-12,3.01286E-12,1.60414E-12
pfet_05v0,ff,-40,2.10,0.60u,8,cgg_at_vsd300mV,1.28331E-11,6.02573E-12,1.60414E-12
pfet_05v0,ff,-40,2.10,0.60u,16,cgg_at_vsd300mV,2.56662E-11,1.20515E-11,1.60414E-12
pfet_05v0,ff,-40,2.10,1.00u,1,cgg_at_vsd300mV,2.45647E-12,1.14455E-12,2.45647E-12
pfet_05v0,ff,-40,2.10,1.00u,2,cgg_at_vsd300mV,4.91294E-12,2.2891E-12,2.45647E-12
pfet_05v0,ff,-40,2.10,1.00u,4,cgg_at_vsd300mV,9.82588E-12,4.57819E-12,2.45647E-12
pfet_05v0,ff,-40,2.10,1.00u,8,cgg_at_vsd300mV,1.96518E-11,9.15639E-12,2.45647E-12
pfet_05v0,ff,-40,2.10,1.00u,16,cgg_at_vsd300mV,3.93035E-11,1.83128E-11,2.45647E-12
pfet_05v0,ff,-40,2.97,0.50u,1,cgg_at_vsd300mV,1.41152E-12,6.93516E-13,1.41152E-12
pfet_05v0,ff,-40,2.97,0.50u,2,cgg_at_vsd300mV,2.82304E-12,1.38703E-12,1.41152E-12
pfet_05v0,ff,-40,2.97,0.50u,4,cgg_at_vsd300mV,5.64609E-12,2.77407E-12,1.41152E-12
pfet_05v0,ff,-40,2.97,0.50u,8,cgg_at_vsd300mV,1.12922E-11,5.54813E-12,1.41152E-12
pfet_05v0,ff,-40,2.97,0.50u,16,cgg_at_vsd300mV,2.25844E-11,1.10963E-11,1.41152E-12
pfet_05v0,ff,-40,2.97,0.60u,1,cgg_at_vsd300mV,1.62249E-12,7.96438E-13,1.62249E-12
pfet_05v0,ff,-40,2.97,0.60u,2,cgg_at_vsd300mV,3.24498E-12,1.59288E-12,1.62249E-12
pfet_05v0,ff,-40,2.97,0.60u,4,cgg_at_vsd300mV,6.48996E-12,3.18575E-12,1.62249E-12
pfet_05v0,ff,-40,2.97,0.60u,8,cgg_at_vsd300mV,1.29799E-11,6.37151E-12,1.62249E-12
pfet_05v0,ff,-40,2.97,0.60u,16,cgg_at_vsd300mV,2.59598E-11,1.2743E-11,1.62249E-12
pfet_05v0,ff,-40,2.97,1.00u,1,cgg_at_vsd300mV,2.48862E-12,1.2195E-12,2.48862E-12
pfet_05v0,ff,-40,2.97,1.00u,2,cgg_at_vsd300mV,4.97724E-12,2.43901E-12,2.48862E-12
pfet_05v0,ff,-40,2.97,1.00u,4,cgg_at_vsd300mV,9.95448E-12,4.87802E-12,2.48862E-12
pfet_05v0,ff,-40,2.97,1.00u,8,cgg_at_vsd300mV,1.9909E-11,9.75604E-12,2.48862E-12
pfet_05v0,ff,-40,2.97,1.00u,16,cgg_at_vsd300mV,3.98179E-11,1.95121E-11,2.48862E-12
pfet_05v0,ff,-40,3.30,0.50u,1,cgg_at_vsd300mV,1.41238E-12,6.97155E-13,1.41238E-12
pfet_05v0,ff,-40,3.30,0.50u,2,cgg_at_vsd300mV,2.82477E-12,1.39431E-12,1.41238E-12
pfet_05v0,ff,-40,3.30,0.50u,4,cgg_at_vsd300mV,5.64953E-12,2.78862E-12,1.41238E-12
pfet_05v0,ff,-40,3.30,0.50u,8,cgg_at_vsd300mV,1.12991E-11,5.57724E-12,1.41238E-12
pfet_05v0,ff,-40,3.30,0.50u,16,cgg_at_vsd300mV,2.25981E-11,1.11545E-11,1.41238E-12
pfet_05v0,ff,-40,3.30,0.60u,1,cgg_at_vsd300mV,1.62355E-12,8.00883E-13,1.62355E-12
pfet_05v0,ff,-40,3.30,0.60u,2,cgg_at_vsd300mV,3.2471E-12,1.60177E-12,1.62355E-12
pfet_05v0,ff,-40,3.30,0.60u,4,cgg_at_vsd300mV,6.49419E-12,3.20353E-12,1.62355E-12
pfet_05v0,ff,-40,3.30,0.60u,8,cgg_at_vsd300mV,1.29884E-11,6.40706E-12,1.62355E-12
pfet_05v0,ff,-40,3.30,0.60u,16,cgg_at_vsd300mV,2.59768E-11,1.28141E-11,1.62355E-12
pfet_05v0,ff,-40,3.30,1.00u,1,cgg_at_vsd300mV,2.49046E-12,1.22708E-12,2.49046E-12
pfet_05v0,ff,-40,3.30,1.00u,2,cgg_at_vsd300mV,4.98093E-12,2.45415E-12,2.49046E-12
pfet_05v0,ff,-40,3.30,1.00u,4,cgg_at_vsd300mV,9.96185E-12,4.90831E-12,2.49046E-12
pfet_05v0,ff,-40,3.30,1.00u,8,cgg_at_vsd300mV,1.99237E-11,9.81661E-12,2.49046E-12
pfet_05v0,ff,-40,3.30,1.00u,16,cgg_at_vsd300mV,3.98474E-11,1.96332E-11,2.49046E-12
pfet_05v0,ff,-40,3.63,0.50u,1,cgg_at_vsd300mV,1.41234E-12,6.99198E-13,1.41234E-12
pfet_05v0,ff,-40,3.63,0.50u,2,cgg_at_vsd300mV,2.82468E-12,1.3984E-12,1.41234E-12
pfet_05v0,ff,-40,3.63,0.50u,4,cgg_at_vsd300mV,5.64936E-12,2.79679E-12,1.41234E-12
pfet_05v0,ff,-40,3.63,0.50u,8,cgg_at_vsd300mV,1.12987E-11,5.59359E-12,1.41234E-12
pfet_05v0,ff,-40,3.63,0.50u,16,cgg_at_vsd300mV,2.25974E-11,1.11872E-11,1.41234E-12
pfet_05v0,ff,-40,3.63,0.60u,1,cgg_at_vsd300mV,1.6235E-12,8.03372E-13,1.6235E-12
pfet_05v0,ff,-40,3.63,0.60u,2,cgg_at_vsd300mV,3.24701E-12,1.60674E-12,1.6235E-12
pfet_05v0,ff,-40,3.63,0.60u,4,cgg_at_vsd300mV,6.49402E-12,3.21349E-12,1.6235E-12
pfet_05v0,ff,-40,3.63,0.60u,8,cgg_at_vsd300mV,1.2988E-11,6.42698E-12,1.6235E-12
pfet_05v0,ff,-40,3.63,0.60u,16,cgg_at_vsd300mV,2.59761E-11,1.2854E-11,1.6235E-12
pfet_05v0,ff,-40,3.63,1.00u,1,cgg_at_vsd300mV,2.49041E-12,1.23129E-12,2.49041E-12
pfet_05v0,ff,-40,3.63,1.00u,2,cgg_at_vsd300mV,4.98082E-12,2.46258E-12,2.49041E-12
pfet_05v0,ff,-40,3.63,1.00u,4,cgg_at_vsd300mV,9.96164E-12,4.92517E-12,2.49041E-12
pfet_05v0,ff,-40,3.63,1.00u,8,cgg_at_vsd300mV,1.99233E-11,9.85033E-12,2.49041E-12
pfet_05v0,ff,-40,3.63,1.00u,16,cgg_at_vsd300mV,3.98465E-11,1.97007E-11,2.49041E-12
pfet_05v0,ff,-40,4.50,0.50u,1,cgg_at_vsd300mV,1.40997E-12,7.00929E-13,1.40997E-12
pfet_05v0,ff,-40,4.50,0.50u,2,cgg_at_vsd300mV,2.81994E-12,1.40186E-12,1.40997E-12
pfet_05v0,ff,-40,4.50,0.50u,4,cgg_at_vsd300mV,5.63987E-12,2.80372E-12,1.40997E-12
pfet_05v0,ff,-40,4.50,0.50u,8,cgg_at_vsd300mV,1.12797E-11,5.60743E-12,1.40997E-12
pfet_05v0,ff,-40,4.50,0.50u,16,cgg_at_vsd300mV,2.25595E-11,1.12149E-11,1.40997E-12
pfet_05v0,ff,-40,4.50,0.60u,1,cgg_at_vsd300mV,1.62066E-12,8.05479E-13,1.62066E-12
pfet_05v0,ff,-40,4.50,0.60u,2,cgg_at_vsd300mV,3.24131E-12,1.61096E-12,1.62066E-12
pfet_05v0,ff,-40,4.50,0.60u,4,cgg_at_vsd300mV,6.48263E-12,3.22192E-12,1.62066E-12
pfet_05v0,ff,-40,4.50,0.60u,8,cgg_at_vsd300mV,1.29653E-11,6.44383E-12,1.62066E-12
pfet_05v0,ff,-40,4.50,0.60u,16,cgg_at_vsd300mV,2.59305E-11,1.28877E-11,1.62066E-12
pfet_05v0,ff,-40,4.50,1.00u,1,cgg_at_vsd300mV,2.4856E-12,1.23481E-12,2.4856E-12
pfet_05v0,ff,-40,4.50,1.00u,2,cgg_at_vsd300mV,4.97121E-12,2.46963E-12,2.4856E-12
pfet_05v0,ff,-40,4.50,1.00u,4,cgg_at_vsd300mV,9.94241E-12,4.93926E-12,2.4856E-12
pfet_05v0,ff,-40,4.50,1.00u,8,cgg_at_vsd300mV,1.98848E-11,9.87851E-12,2.4856E-12
pfet_05v0,ff,-40,4.50,1.00u,16,cgg_at_vsd300mV,3.97696E-11,1.9757E-11,2.4856E-12
pfet_05v0,ff,-40,5.00,0.50u,1,cgg_at_vsd300mV,1.40782E-12,7.00744E-13,1.40782E-12
pfet_05v0,ff,-40,5.00,0.50u,2,cgg_at_vsd300mV,2.81563E-12,1.40149E-12,1.40782E-12
pfet_05v0,ff,-40,5.00,0.50u,4,cgg_at_vsd300mV,5.63127E-12,2.80298E-12,1.40782E-12
pfet_05v0,ff,-40,5.00,0.50u,8,cgg_at_vsd300mV,1.12625E-11,5.60595E-12,1.40782E-12
pfet_05v0,ff,-40,5.00,0.50u,16,cgg_at_vsd300mV,2.25251E-11,1.12119E-11,1.40782E-12
pfet_05v0,ff,-40,5.00,0.60u,1,cgg_at_vsd300mV,1.61807E-12,8.0526E-13,1.61807E-12
pfet_05v0,ff,-40,5.00,0.60u,2,cgg_at_vsd300mV,3.23614E-12,1.61052E-12,1.61807E-12
pfet_05v0,ff,-40,5.00,0.60u,4,cgg_at_vsd300mV,6.47228E-12,3.22104E-12,1.61807E-12
pfet_05v0,ff,-40,5.00,0.60u,8,cgg_at_vsd300mV,1.29446E-11,6.44208E-12,1.61807E-12
pfet_05v0,ff,-40,5.00,0.60u,16,cgg_at_vsd300mV,2.58891E-11,1.28842E-11,1.61807E-12
pfet_05v0,ff,-40,5.00,1.00u,1,cgg_at_vsd300mV,2.48123E-12,1.23442E-12,2.48123E-12
pfet_05v0,ff,-40,5.00,1.00u,2,cgg_at_vsd300mV,4.96246E-12,2.46883E-12,2.48123E-12
pfet_05v0,ff,-40,5.00,1.00u,4,cgg_at_vsd300mV,9.92492E-12,4.93767E-12,2.48123E-12
pfet_05v0,ff,-40,5.00,1.00u,8,cgg_at_vsd300mV,1.98498E-11,9.87534E-12,2.48123E-12
pfet_05v0,ff,-40,5.00,1.00u,16,cgg_at_vsd300mV,3.96997E-11,1.97507E-11,2.48123E-12
pfet_05v0,ff,-40,5.50,0.50u,1,cgg_at_vsd300mV,1.40536E-12,7.00132E-13,1.40536E-12
pfet_05v0,ff,-40,5.50,0.50u,2,cgg_at_vsd300mV,2.81072E-12,1.40026E-12,1.40536E-12
pfet_05v0,ff,-40,5.50,0.50u,4,cgg_at_vsd300mV,5.62144E-12,2.80053E-12,1.40536E-12
pfet_05v0,ff,-40,5.50,0.50u,8,cgg_at_vsd300mV,1.12429E-11,5.60105E-12,1.40536E-12
pfet_05v0,ff,-40,5.50,0.50u,16,cgg_at_vsd300mV,2.24858E-11,1.12021E-11,1.40536E-12
pfet_05v0,ff,-40,5.50,0.60u,1,cgg_at_vsd300mV,1.61512E-12,8.04524E-13,1.61512E-12
pfet_05v0,ff,-40,5.50,0.60u,2,cgg_at_vsd300mV,3.23024E-12,1.60905E-12,1.61512E-12
pfet_05v0,ff,-40,5.50,0.60u,4,cgg_at_vsd300mV,6.46047E-12,3.2181E-12,1.61512E-12
pfet_05v0,ff,-40,5.50,0.60u,8,cgg_at_vsd300mV,1.29209E-11,6.43619E-12,1.61512E-12
pfet_05v0,ff,-40,5.50,0.60u,16,cgg_at_vsd300mV,2.58419E-11,1.28724E-11,1.61512E-12
pfet_05v0,ff,-40,5.50,1.00u,1,cgg_at_vsd300mV,2.47624E-12,1.23315E-12,2.47624E-12
pfet_05v0,ff,-40,5.50,1.00u,2,cgg_at_vsd300mV,4.95249E-12,2.46631E-12,2.47624E-12
pfet_05v0,ff,-40,5.50,1.00u,4,cgg_at_vsd300mV,9.90497E-12,4.93261E-12,2.47624E-12
pfet_05v0,ff,-40,5.50,1.00u,8,cgg_at_vsd300mV,1.98099E-11,9.86522E-12,2.47624E-12
pfet_05v0,ff,-40,5.50,1.00u,16,cgg_at_vsd300mV,3.96199E-11,1.97304E-11,2.47624E-12
pfet_05v0,ff,27,2.10,0.50u,1,cgg_at_vsd300mV,1.39608E-12,6.64671E-13,1.39608E-12
pfet_05v0,ff,27,2.10,0.50u,2,cgg_at_vsd300mV,2.79216E-12,1.32934E-12,1.39608E-12
pfet_05v0,ff,27,2.10,0.50u,4,cgg_at_vsd300mV,5.58432E-12,2.65869E-12,1.39608E-12
pfet_05v0,ff,27,2.10,0.50u,8,cgg_at_vsd300mV,1.11686E-11,5.31737E-12,1.39608E-12
pfet_05v0,ff,27,2.10,0.50u,16,cgg_at_vsd300mV,2.23373E-11,1.06347E-11,1.39608E-12
pfet_05v0,ff,27,2.10,0.60u,1,cgg_at_vsd300mV,1.60328E-12,7.60492E-13,1.60328E-12
pfet_05v0,ff,27,2.10,0.60u,2,cgg_at_vsd300mV,3.20656E-12,1.52098E-12,1.60328E-12
pfet_05v0,ff,27,2.10,0.60u,4,cgg_at_vsd300mV,6.41312E-12,3.04197E-12,1.60328E-12
pfet_05v0,ff,27,2.10,0.60u,8,cgg_at_vsd300mV,1.28262E-11,6.08394E-12,1.60328E-12
pfet_05v0,ff,27,2.10,0.60u,16,cgg_at_vsd300mV,2.56525E-11,1.21679E-11,1.60328E-12
pfet_05v0,ff,27,2.10,1.00u,1,cgg_at_vsd300mV,2.45442E-12,1.15608E-12,2.45442E-12
pfet_05v0,ff,27,2.10,1.00u,2,cgg_at_vsd300mV,4.90884E-12,2.31216E-12,2.45442E-12
pfet_05v0,ff,27,2.10,1.00u,4,cgg_at_vsd300mV,9.81767E-12,4.62432E-12,2.45442E-12
pfet_05v0,ff,27,2.10,1.00u,8,cgg_at_vsd300mV,1.96353E-11,9.24863E-12,2.45442E-12
pfet_05v0,ff,27,2.10,1.00u,16,cgg_at_vsd300mV,3.92707E-11,1.84973E-11,2.45442E-12
pfet_05v0,ff,27,2.97,0.50u,1,cgg_at_vsd300mV,1.40904E-12,6.93349E-13,1.40904E-12
pfet_05v0,ff,27,2.97,0.50u,2,cgg_at_vsd300mV,2.81808E-12,1.3867E-12,1.40904E-12
pfet_05v0,ff,27,2.97,0.50u,4,cgg_at_vsd300mV,5.63616E-12,2.7734E-12,1.40904E-12
pfet_05v0,ff,27,2.97,0.50u,8,cgg_at_vsd300mV,1.12723E-11,5.54679E-12,1.40904E-12
pfet_05v0,ff,27,2.97,0.50u,16,cgg_at_vsd300mV,2.25446E-11,1.10936E-11,1.40904E-12
pfet_05v0,ff,27,2.97,0.60u,1,cgg_at_vsd300mV,1.61939E-12,7.96146E-13,1.61939E-12
pfet_05v0,ff,27,2.97,0.60u,2,cgg_at_vsd300mV,3.23878E-12,1.59229E-12,1.61939E-12
pfet_05v0,ff,27,2.97,0.60u,4,cgg_at_vsd300mV,6.47756E-12,3.18458E-12,1.61939E-12
pfet_05v0,ff,27,2.97,0.60u,8,cgg_at_vsd300mV,1.29551E-11,6.36916E-12,1.61939E-12
pfet_05v0,ff,27,2.97,0.60u,16,cgg_at_vsd300mV,2.59102E-11,1.27383E-11,1.61939E-12
pfet_05v0,ff,27,2.97,1.00u,1,cgg_at_vsd300mV,2.48303E-12,1.21869E-12,2.48303E-12
pfet_05v0,ff,27,2.97,1.00u,2,cgg_at_vsd300mV,4.96606E-12,2.43737E-12,2.48303E-12
pfet_05v0,ff,27,2.97,1.00u,4,cgg_at_vsd300mV,9.93212E-12,4.87474E-12,2.48303E-12
pfet_05v0,ff,27,2.97,1.00u,8,cgg_at_vsd300mV,1.98642E-11,9.74949E-12,2.48303E-12
pfet_05v0,ff,27,2.97,1.00u,16,cgg_at_vsd300mV,3.97285E-11,1.9499E-11,2.48303E-12
pfet_05v0,ff,27,3.30,0.50u,1,cgg_at_vsd300mV,1.40993E-12,6.96592E-13,1.40993E-12
pfet_05v0,ff,27,3.30,0.50u,2,cgg_at_vsd300mV,2.81986E-12,1.39318E-12,1.40993E-12
pfet_05v0,ff,27,3.30,0.50u,4,cgg_at_vsd300mV,5.63972E-12,2.78637E-12,1.40993E-12
pfet_05v0,ff,27,3.30,0.50u,8,cgg_at_vsd300mV,1.12794E-11,5.57273E-12,1.40993E-12
pfet_05v0,ff,27,3.30,0.50u,16,cgg_at_vsd300mV,2.25589E-11,1.11455E-11,1.40993E-12
pfet_05v0,ff,27,3.30,0.60u,1,cgg_at_vsd300mV,1.6205E-12,8.00132E-13,1.6205E-12
pfet_05v0,ff,27,3.30,0.60u,2,cgg_at_vsd300mV,3.241E-12,1.60026E-12,1.6205E-12
pfet_05v0,ff,27,3.30,0.60u,4,cgg_at_vsd300mV,6.482E-12,3.20053E-12,1.6205E-12
pfet_05v0,ff,27,3.30,0.60u,8,cgg_at_vsd300mV,1.2964E-11,6.40105E-12,1.6205E-12
pfet_05v0,ff,27,3.30,0.60u,16,cgg_at_vsd300mV,2.5928E-11,1.28021E-11,1.6205E-12
pfet_05v0,ff,27,3.30,1.00u,1,cgg_at_vsd300mV,2.48502E-12,1.22556E-12,2.48502E-12
pfet_05v0,ff,27,3.30,1.00u,2,cgg_at_vsd300mV,4.97004E-12,2.45112E-12,2.48502E-12
pfet_05v0,ff,27,3.30,1.00u,4,cgg_at_vsd300mV,9.94008E-12,4.90223E-12,2.48502E-12
pfet_05v0,ff,27,3.30,1.00u,8,cgg_at_vsd300mV,1.98802E-11,9.80446E-12,2.48502E-12
pfet_05v0,ff,27,3.30,1.00u,16,cgg_at_vsd300mV,3.97603E-11,1.96089E-11,2.48502E-12
pfet_05v0,ff,27,3.63,0.50u,1,cgg_at_vsd300mV,1.40998E-12,6.98452E-13,1.40998E-12
