device,corner,temp_c,vin_v,l_um,w_mm,metric,cgg_f,cgd_f,cgg_per_mm_f
nfet_03v3,fs,27,2.10,0.50u,8,cgg_at_vds300mV,6.06629E-12,1.37321E-12,7.58286E-13
nfet_03v3,fs,27,2.10,0.50u,16,cgg_at_vds300mV,1.21326E-11,2.74642E-12,7.58286E-13
nfet_03v3,fs,27,2.10,1.00u,1,cgg_at_vds300mV,1.16825E-12,1.71652E-13,1.16825E-12
nfet_03v3,fs,27,2.10,1.00u,2,cgg_at_vds300mV,2.3365E-12,3.43303E-13,1.16825E-12
nfet_03v3,fs,27,2.10,1.00u,4,cgg_at_vds300mV,4.673E-12,6.86607E-13,1.16825E-12
nfet_03v3,fs,27,2.10,1.00u,8,cgg_at_vds300mV,9.34601E-12,1.37321E-12,1.16825E-12
nfet_03v3,fs,27,2.10,1.00u,16,cgg_at_vds300mV,1.8692E-11,2.74643E-12,1.16825E-12
nfet_03v3,fs,27,2.97,0.28u,1,cgg_at_vds300mV,7.49841E-13,3.0635E-13,7.49841E-13
nfet_03v3,fs,27,2.97,0.28u,2,cgg_at_vds300mV,1.49968E-12,6.127E-13,7.49841E-13
nfet_03v3,fs,27,2.97,0.28u,4,cgg_at_vds300mV,2.99936E-12,1.2254E-12,7.49841E-13
nfet_03v3,fs,27,2.97,0.28u,8,cgg_at_vds300mV,5.99873E-12,2.4508E-12,7.49841E-13
nfet_03v3,fs,27,2.97,0.28u,16,cgg_at_vds300mV,1.19975E-11,4.9016E-12,7.49841E-13
nfet_03v3,fs,27,2.97,0.50u,1,cgg_at_vds300mV,7.11906E-13,1.71649E-13,7.11906E-13
nfet_03v3,fs,27,2.97,0.50u,2,cgg_at_vds300mV,1.42381E-12,3.43297E-13,7.11906E-13
nfet_03v3,fs,27,2.97,0.50u,4,cgg_at_vds300mV,2.84763E-12,6.86595E-13,7.11906E-13
nfet_03v3,fs,27,2.97,0.50u,8,cgg_at_vds300mV,5.69525E-12,1.37319E-12,7.11906E-13
nfet_03v3,fs,27,2.97,0.50u,16,cgg_at_vds300mV,1.13905E-11,2.74638E-12,7.11906E-13
nfet_03v3,fs,27,2.97,1.00u,1,cgg_at_vds300mV,1.0755E-12,1.71649E-13,1.0755E-12
nfet_03v3,fs,27,2.97,1.00u,2,cgg_at_vds300mV,2.151E-12,3.43297E-13,1.0755E-12
nfet_03v3,fs,27,2.97,1.00u,4,cgg_at_vds300mV,4.30199E-12,6.86594E-13,1.0755E-12
nfet_03v3,fs,27,2.97,1.00u,8,cgg_at_vds300mV,8.60399E-12,1.37319E-12,1.0755E-12
nfet_03v3,fs,27,2.97,1.00u,16,cgg_at_vds300mV,1.7208E-11,2.74638E-12,1.0755E-12
nfet_03v3,fs,27,3.30,0.28u,1,cgg_at_vds300mV,7.43131E-13,3.05576E-13,7.43131E-13
nfet_03v3,fs,27,3.30,0.28u,2,cgg_at_vds300mV,1.48626E-12,6.11153E-13,7.43131E-13
nfet_03v3,fs,27,3.30,0.28u,4,cgg_at_vds300mV,2.97252E-12,1.22231E-12,7.43131E-13
nfet_03v3,fs,27,3.30,0.28u,8,cgg_at_vds300mV,5.94505E-12,2.44461E-12,7.43131E-13
nfet_03v3,fs,27,3.30,0.28u,16,cgg_at_vds300mV,1.18901E-11,4.88922E-12,7.43131E-13
nfet_03v3,fs,27,3.30,0.50u,1,cgg_at_vds300mV,6.98077E-13,1.71649E-13,6.98077E-13
nfet_03v3,fs,27,3.30,0.50u,2,cgg_at_vds300mV,1.39615E-12,3.43297E-13,6.98077E-13
nfet_03v3,fs,27,3.30,0.50u,4,cgg_at_vds300mV,2.79231E-12,6.86594E-13,6.98077E-13
nfet_03v3,fs,27,3.30,0.50u,8,cgg_at_vds300mV,5.58462E-12,1.37319E-12,6.98077E-13
nfet_03v3,fs,27,3.30,0.50u,16,cgg_at_vds300mV,1.11692E-11,2.74638E-12,6.98077E-13
nfet_03v3,fs,27,3.30,1.00u,1,cgg_at_vds300mV,1.0478E-12,1.71649E-13,1.0478E-12
nfet_03v3,fs,27,3.30,1.00u,2,cgg_at_vds300mV,2.0956E-12,3.43297E-13,1.0478E-12
nfet_03v3,fs,27,3.30,1.00u,4,cgg_at_vds300mV,4.19119E-12,6.86594E-13,1.0478E-12
nfet_03v3,fs,27,3.30,1.00u,8,cgg_at_vds300mV,8.38238E-12,1.37319E-12,1.0478E-12
nfet_03v3,fs,27,3.30,1.00u,16,cgg_at_vds300mV,1.67648E-11,2.74638E-12,1.0478E-12
nfet_03v3,fs,27,3.63,0.28u,1,cgg_at_vds300mV,7.3738E-13,3.04992E-13,7.3738E-13
nfet_03v3,fs,27,3.63,0.28u,2,cgg_at_vds300mV,1.47476E-12,6.09984E-13,7.3738E-13
nfet_03v3,fs,27,3.63,0.28u,4,cgg_at_vds300mV,2.94952E-12,1.21997E-12,7.3738E-13
nfet_03v3,fs,27,3.63,0.28u,8,cgg_at_vds300mV,5.89904E-12,2.43994E-12,7.3738E-13
nfet_03v3,fs,27,3.63,0.28u,16,cgg_at_vds300mV,1.17981E-11,4.87987E-12,7.3738E-13
nfet_03v3,fs,27,3.63,0.50u,1,cgg_at_vds300mV,6.85738E-13,1.71648E-13,6.85738E-13
nfet_03v3,fs,27,3.63,0.50u,2,cgg_at_vds300mV,1.37148E-12,3.43297E-13,6.85738E-13
nfet_03v3,fs,27,3.63,0.50u,4,cgg_at_vds300mV,2.74295E-12,6.86594E-13,6.85738E-13
nfet_03v3,fs,27,3.63,0.50u,8,cgg_at_vds300mV,5.4859E-12,1.37319E-12,6.85738E-13
nfet_03v3,fs,27,3.63,0.50u,16,cgg_at_vds300mV,1.09718E-11,2.74638E-12,6.85738E-13
nfet_03v3,fs,27,3.63,1.00u,1,cgg_at_vds300mV,1.02307E-12,1.71648E-13,1.02307E-12
nfet_03v3,fs,27,3.63,1.00u,2,cgg_at_vds300mV,2.04613E-12,3.43297E-13,1.02307E-12
nfet_03v3,fs,27,3.63,1.00u,4,cgg_at_vds300mV,4.09226E-12,6.86594E-13,1.02307E-12
nfet_03v3,fs,27,3.63,1.00u,8,cgg_at_vds300mV,8.18452E-12,1.37319E-12,1.02307E-12
nfet_03v3,fs,27,3.63,1.00u,16,cgg_at_vds300mV,1.6369E-11,2.74638E-12,1.02307E-12
nfet_03v3,fs,125,2.10,0.28u,1,cgg_at_vds300mV,8.18042E-13,3.30227E-13,8.18042E-13
nfet_03v3,fs,125,2.10,0.28u,2,cgg_at_vds300mV,1.63608E-12,6.60454E-13,8.18042E-13
nfet_03v3,fs,125,2.10,0.28u,4,cgg_at_vds300mV,3.27217E-12,1.32091E-12,8.18042E-13
nfet_03v3,fs,125,2.10,0.28u,8,cgg_at_vds300mV,6.54434E-12,2.64182E-12,8.18042E-13
nfet_03v3,fs,125,2.10,0.28u,16,cgg_at_vds300mV,1.30887E-11,5.28363E-12,8.18042E-13
nfet_03v3,fs,125,2.10,0.50u,1,cgg_at_vds300mV,7.52536E-13,1.71795E-13,7.52536E-13
nfet_03v3,fs,125,2.10,0.50u,2,cgg_at_vds300mV,1.50507E-12,3.43591E-13,7.52536E-13
nfet_03v3,fs,125,2.10,0.50u,4,cgg_at_vds300mV,3.01014E-12,6.87181E-13,7.52536E-13
nfet_03v3,fs,125,2.10,0.50u,8,cgg_at_vds300mV,6.02029E-12,1.37436E-12,7.52536E-13
nfet_03v3,fs,125,2.10,0.50u,16,cgg_at_vds300mV,1.20406E-11,2.74872E-12,7.52536E-13
nfet_03v3,fs,125,2.10,1.00u,1,cgg_at_vds300mV,1.15648E-12,1.71861E-13,1.15648E-12
nfet_03v3,fs,125,2.10,1.00u,2,cgg_at_vds300mV,2.31296E-12,3.43721E-13,1.15648E-12
nfet_03v3,fs,125,2.10,1.00u,4,cgg_at_vds300mV,4.62592E-12,6.87442E-13,1.15648E-12
nfet_03v3,fs,125,2.10,1.00u,8,cgg_at_vds300mV,9.25185E-12,1.37488E-12,1.15648E-12
nfet_03v3,fs,125,2.10,1.00u,16,cgg_at_vds300mV,1.85037E-11,2.74977E-12,1.15648E-12
nfet_03v3,fs,125,2.97,0.28u,1,cgg_at_vds300mV,7.79842E-13,3.20008E-13,7.79842E-13
nfet_03v3,fs,125,2.97,0.28u,2,cgg_at_vds300mV,1.55968E-12,6.40016E-13,7.79842E-13
nfet_03v3,fs,125,2.97,0.28u,4,cgg_at_vds300mV,3.11937E-12,1.28003E-12,7.79842E-13
nfet_03v3,fs,125,2.97,0.28u,8,cgg_at_vds300mV,6.23873E-12,2.56006E-12,7.79842E-13
nfet_03v3,fs,125,2.97,0.28u,16,cgg_at_vds300mV,1.24775E-11,5.12012E-12,7.79842E-13
nfet_03v3,fs,125,2.97,0.50u,1,cgg_at_vds300mV,7.07721E-13,1.71668E-13,7.07721E-13
nfet_03v3,fs,125,2.97,0.50u,2,cgg_at_vds300mV,1.41544E-12,3.43336E-13,7.07721E-13
nfet_03v3,fs,125,2.97,0.50u,4,cgg_at_vds300mV,2.83088E-12,6.86671E-13,7.07721E-13
nfet_03v3,fs,125,2.97,0.50u,8,cgg_at_vds300mV,5.66177E-12,1.37334E-12,7.07721E-13
nfet_03v3,fs,125,2.97,0.50u,16,cgg_at_vds300mV,1.13235E-11,2.74668E-12,7.07721E-13
nfet_03v3,fs,125,2.97,1.00u,1,cgg_at_vds300mV,1.067E-12,1.71668E-13,1.067E-12
nfet_03v3,fs,125,2.97,1.00u,2,cgg_at_vds300mV,2.13399E-12,3.43337E-13,1.067E-12
nfet_03v3,fs,125,2.97,1.00u,4,cgg_at_vds300mV,4.26799E-12,6.86674E-13,1.067E-12
nfet_03v3,fs,125,2.97,1.00u,8,cgg_at_vds300mV,8.53598E-12,1.37335E-12,1.067E-12
nfet_03v3,fs,125,2.97,1.00u,16,cgg_at_vds300mV,1.7072E-11,2.7467E-12,1.067E-12
nfet_03v3,fs,125,3.30,0.28u,1,cgg_at_vds300mV,7.69568E-13,3.17534E-13,7.69568E-13
nfet_03v3,fs,125,3.30,0.28u,2,cgg_at_vds300mV,1.53914E-12,6.35067E-13,7.69568E-13
nfet_03v3,fs,125,3.30,0.28u,4,cgg_at_vds300mV,3.07827E-12,1.27013E-12,7.69568E-13
nfet_03v3,fs,125,3.30,0.28u,8,cgg_at_vds300mV,6.15655E-12,2.54027E-12,7.69568E-13
nfet_03v3,fs,125,3.30,0.28u,16,cgg_at_vds300mV,1.23131E-11,5.08054E-12,7.69568E-13
nfet_03v3,fs,125,3.30,0.50u,1,cgg_at_vds300mV,6.94335E-13,1.71658E-13,6.94335E-13
nfet_03v3,fs,125,3.30,0.50u,2,cgg_at_vds300mV,1.38867E-12,3.43316E-13,6.94335E-13
nfet_03v3,fs,125,3.30,0.50u,4,cgg_at_vds300mV,2.77734E-12,6.86632E-13,6.94335E-13
nfet_03v3,fs,125,3.30,0.50u,8,cgg_at_vds300mV,5.55468E-12,1.37326E-12,6.94335E-13
nfet_03v3,fs,125,3.30,0.50u,16,cgg_at_vds300mV,1.11094E-11,2.74653E-12,6.94335E-13
nfet_03v3,fs,125,3.30,1.00u,1,cgg_at_vds300mV,1.0402E-12,1.71657E-13,1.0402E-12
nfet_03v3,fs,125,3.30,1.00u,2,cgg_at_vds300mV,2.08041E-12,3.43314E-13,1.0402E-12
nfet_03v3,fs,125,3.30,1.00u,4,cgg_at_vds300mV,4.16081E-12,6.86629E-13,1.0402E-12
nfet_03v3,fs,125,3.30,1.00u,8,cgg_at_vds300mV,8.32163E-12,1.37326E-12,1.0402E-12
nfet_03v3,fs,125,3.30,1.00u,16,cgg_at_vds300mV,1.66433E-11,2.74652E-12,1.0402E-12
nfet_03v3,fs,125,3.63,0.28u,1,cgg_at_vds300mV,7.60859E-13,3.15551E-13,7.60859E-13
nfet_03v3,fs,125,3.63,0.28u,2,cgg_at_vds300mV,1.52172E-12,6.31102E-13,7.60859E-13
nfet_03v3,fs,125,3.63,0.28u,4,cgg_at_vds300mV,3.04344E-12,1.2622E-12,7.60859E-13
nfet_03v3,fs,125,3.63,0.28u,8,cgg_at_vds300mV,6.08688E-12,2.52441E-12,7.60859E-13
nfet_03v3,fs,125,3.63,0.28u,16,cgg_at_vds300mV,1.21738E-11,5.04881E-12,7.60859E-13
nfet_03v3,fs,125,3.63,0.50u,1,cgg_at_vds300mV,6.82369E-13,1.71653E-13,6.82369E-13
nfet_03v3,fs,125,3.63,0.50u,2,cgg_at_vds300mV,1.36474E-12,3.43307E-13,6.82369E-13
nfet_03v3,fs,125,3.63,0.50u,4,cgg_at_vds300mV,2.72948E-12,6.86614E-13,6.82369E-13
nfet_03v3,fs,125,3.63,0.50u,8,cgg_at_vds300mV,5.45895E-12,1.37323E-12,6.82369E-13
nfet_03v3,fs,125,3.63,0.50u,16,cgg_at_vds300mV,1.09179E-11,2.74645E-12,6.82369E-13
nfet_03v3,fs,125,3.63,1.00u,1,cgg_at_vds300mV,1.01623E-12,1.71652E-13,1.01623E-12
nfet_03v3,fs,125,3.63,1.00u,2,cgg_at_vds300mV,2.03247E-12,3.43305E-13,1.01623E-12
nfet_03v3,fs,125,3.63,1.00u,4,cgg_at_vds300mV,4.06494E-12,6.8661E-13,1.01623E-12
nfet_03v3,fs,125,3.63,1.00u,8,cgg_at_vds300mV,8.12987E-12,1.37322E-12,1.01623E-12
nfet_03v3,fs,125,3.63,1.00u,16,cgg_at_vds300mV,1.62597E-11,2.74644E-12,1.01623E-12
nfet_03v3,sf,-40,2.10,0.28u,1,cgg_at_vds300mV,8.40107E-13,3.33563E-13,8.40107E-13
nfet_03v3,sf,-40,2.10,0.28u,2,cgg_at_vds300mV,1.68021E-12,6.67126E-13,8.40107E-13
nfet_03v3,sf,-40,2.10,0.28u,4,cgg_at_vds300mV,3.36043E-12,1.33425E-12,8.40107E-13
nfet_03v3,sf,-40,2.10,0.28u,8,cgg_at_vds300mV,6.72086E-12,2.6685E-12,8.40107E-13
nfet_03v3,sf,-40,2.10,0.28u,16,cgg_at_vds300mV,1.34417E-11,5.33701E-12,8.40107E-13
nfet_03v3,sf,-40,2.10,0.50u,1,cgg_at_vds300mV,8.53174E-13,2.03204E-13,8.53174E-13
nfet_03v3,sf,-40,2.10,0.50u,2,cgg_at_vds300mV,1.70635E-12,4.06409E-13,8.53174E-13
nfet_03v3,sf,-40,2.10,0.50u,4,cgg_at_vds300mV,3.4127E-12,8.12818E-13,8.53174E-13
nfet_03v3,sf,-40,2.10,0.50u,8,cgg_at_vds300mV,6.82539E-12,1.62564E-12,8.53174E-13
nfet_03v3,sf,-40,2.10,0.50u,16,cgg_at_vds300mV,1.36508E-11,3.25127E-12,8.53174E-13
nfet_03v3,sf,-40,2.10,1.00u,1,cgg_at_vds300mV,1.27681E-12,2.03204E-13,1.27681E-12
nfet_03v3,sf,-40,2.10,1.00u,2,cgg_at_vds300mV,2.55363E-12,4.06409E-13,1.27681E-12
nfet_03v3,sf,-40,2.10,1.00u,4,cgg_at_vds300mV,5.10726E-12,8.12818E-13,1.27681E-12
nfet_03v3,sf,-40,2.10,1.00u,8,cgg_at_vds300mV,1.02145E-11,1.62564E-12,1.27681E-12
nfet_03v3,sf,-40,2.10,1.00u,16,cgg_at_vds300mV,2.0429E-11,3.25127E-12,1.27681E-12
nfet_03v3,sf,-40,2.97,0.28u,1,cgg_at_vds300mV,8.19406E-13,3.33326E-13,8.19406E-13
nfet_03v3,sf,-40,2.97,0.28u,2,cgg_at_vds300mV,1.63881E-12,6.66653E-13,8.19406E-13
nfet_03v3,sf,-40,2.97,0.28u,4,cgg_at_vds300mV,3.27763E-12,1.33331E-12,8.19406E-13
nfet_03v3,sf,-40,2.97,0.28u,8,cgg_at_vds300mV,6.55525E-12,2.66661E-12,8.19406E-13
nfet_03v3,sf,-40,2.97,0.28u,16,cgg_at_vds300mV,1.31105E-11,5.33322E-12,8.19406E-13
nfet_03v3,sf,-40,2.97,0.50u,1,cgg_at_vds300mV,8.01052E-13,2.03204E-13,8.01052E-13
nfet_03v3,sf,-40,2.97,0.50u,2,cgg_at_vds300mV,1.6021E-12,4.06409E-13,8.01052E-13
nfet_03v3,sf,-40,2.97,0.50u,4,cgg_at_vds300mV,3.20421E-12,8.12818E-13,8.01052E-13
nfet_03v3,sf,-40,2.97,0.50u,8,cgg_at_vds300mV,6.40842E-12,1.62564E-12,8.01052E-13
nfet_03v3,sf,-40,2.97,0.50u,16,cgg_at_vds300mV,1.28168E-11,3.25127E-12,8.01052E-13
nfet_03v3,sf,-40,2.97,1.00u,1,cgg_at_vds300mV,1.17465E-12,2.03204E-13,1.17465E-12
nfet_03v3,sf,-40,2.97,1.00u,2,cgg_at_vds300mV,2.34931E-12,4.06409E-13,1.17465E-12
nfet_03v3,sf,-40,2.97,1.00u,4,cgg_at_vds300mV,4.69861E-12,8.12818E-13,1.17465E-12
nfet_03v3,sf,-40,2.97,1.00u,8,cgg_at_vds300mV,9.39722E-12,1.62564E-12,1.17465E-12
nfet_03v3,sf,-40,2.97,1.00u,16,cgg_at_vds300mV,1.87944E-11,3.25127E-12,1.17465E-12
nfet_03v3,sf,-40,3.30,0.28u,1,cgg_at_vds300mV,8.13425E-13,3.33284E-13,8.13425E-13
nfet_03v3,sf,-40,3.30,0.28u,2,cgg_at_vds300mV,1.62685E-12,6.66569E-13,8.13425E-13
nfet_03v3,sf,-40,3.30,0.28u,4,cgg_at_vds300mV,3.2537E-12,1.33314E-12,8.13425E-13
nfet_03v3,sf,-40,3.30,0.28u,8,cgg_at_vds300mV,6.5074E-12,2.66627E-12,8.13425E-13
nfet_03v3,sf,-40,3.30,0.28u,16,cgg_at_vds300mV,1.30148E-11,5.33255E-12,8.13425E-13
nfet_03v3,sf,-40,3.30,0.50u,1,cgg_at_vds300mV,7.85677E-13,2.03204E-13,7.85677E-13
nfet_03v3,sf,-40,3.30,0.50u,2,cgg_at_vds300mV,1.57135E-12,4.06409E-13,7.85677E-13
nfet_03v3,sf,-40,3.30,0.50u,4,cgg_at_vds300mV,3.14271E-12,8.12818E-13,7.85677E-13
nfet_03v3,sf,-40,3.30,0.50u,8,cgg_at_vds300mV,6.28541E-12,1.62564E-12,7.85677E-13
nfet_03v3,sf,-40,3.30,0.50u,16,cgg_at_vds300mV,1.25708E-11,3.25127E-12,7.85677E-13
nfet_03v3,sf,-40,3.30,1.00u,1,cgg_at_vds300mV,1.14447E-12,2.03204E-13,1.14447E-12
nfet_03v3,sf,-40,3.30,1.00u,2,cgg_at_vds300mV,2.28893E-12,4.06409E-13,1.14447E-12
nfet_03v3,sf,-40,3.30,1.00u,4,cgg_at_vds300mV,4.57786E-12,8.12818E-13,1.14447E-12
nfet_03v3,sf,-40,3.30,1.00u,8,cgg_at_vds300mV,9.15572E-12,1.62564E-12,1.14447E-12
nfet_03v3,sf,-40,3.30,1.00u,16,cgg_at_vds300mV,1.83114E-11,3.25127E-12,1.14447E-12
nfet_03v3,sf,-40,3.63,0.28u,1,cgg_at_vds300mV,8.08152E-13,3.33255E-13,8.08152E-13
nfet_03v3,sf,-40,3.63,0.28u,2,cgg_at_vds300mV,1.6163E-12,6.66509E-13,8.08152E-13
nfet_03v3,sf,-40,3.63,0.28u,4,cgg_at_vds300mV,3.23261E-12,1.33302E-12,8.08152E-13
nfet_03v3,sf,-40,3.63,0.28u,8,cgg_at_vds300mV,6.46521E-12,2.66604E-12,8.08152E-13
nfet_03v3,sf,-40,3.63,0.28u,16,cgg_at_vds300mV,1.29304E-11,5.33208E-12,8.08152E-13
nfet_03v3,sf,-40,3.63,0.50u,1,cgg_at_vds300mV,7.72017E-13,2.03204E-13,7.72017E-13
nfet_03v3,sf,-40,3.63,0.50u,2,cgg_at_vds300mV,1.54403E-12,4.06409E-13,7.72017E-13
nfet_03v3,sf,-40,3.63,0.50u,4,cgg_at_vds300mV,3.08807E-12,8.12818E-13,7.72017E-13
nfet_03v3,sf,-40,3.63,0.50u,8,cgg_at_vds300mV,6.17614E-12,1.62564E-12,7.72017E-13
nfet_03v3,sf,-40,3.63,0.50u,16,cgg_at_vds300mV,1.23523E-11,3.25127E-12,7.72017E-13
nfet_03v3,sf,-40,3.63,1.00u,1,cgg_at_vds300mV,1.11763E-12,2.03204E-13,1.11763E-12
nfet_03v3,sf,-40,3.63,1.00u,2,cgg_at_vds300mV,2.23526E-12,4.06409E-13,1.11763E-12
nfet_03v3,sf,-40,3.63,1.00u,4,cgg_at_vds300mV,4.47052E-12,8.12818E-13,1.11763E-12
nfet_03v3,sf,-40,3.63,1.00u,8,cgg_at_vds300mV,8.94104E-12,1.62564E-12,1.11763E-12
nfet_03v3,sf,-40,3.63,1.00u,16,cgg_at_vds300mV,1.78821E-11,3.25127E-12,1.11763E-12
nfet_03v3,sf,27,2.10,0.28u,1,cgg_at_vds300mV,8.4287E-13,3.35689E-13,8.4287E-13
nfet_03v3,sf,27,2.10,0.28u,2,cgg_at_vds300mV,1.68574E-12,6.71378E-13,8.4287E-13
nfet_03v3,sf,27,2.10,0.28u,4,cgg_at_vds300mV,3.37148E-12,1.34276E-12,8.4287E-13
nfet_03v3,sf,27,2.10,0.28u,8,cgg_at_vds300mV,6.74296E-12,2.68551E-12,8.4287E-13
nfet_03v3,sf,27,2.10,0.28u,16,cgg_at_vds300mV,1.34859E-11,5.37102E-12,8.4287E-13
nfet_03v3,sf,27,2.10,0.50u,1,cgg_at_vds300mV,8.48452E-13,2.03205E-13,8.48452E-13
nfet_03v3,sf,27,2.10,0.50u,2,cgg_at_vds300mV,1.6969E-12,4.06409E-13,8.48452E-13
nfet_03v3,sf,27,2.10,0.50u,4,cgg_at_vds300mV,3.39381E-12,8.12819E-13,8.48452E-13
nfet_03v3,sf,27,2.10,0.50u,8,cgg_at_vds300mV,6.78762E-12,1.62564E-12,8.48452E-13
nfet_03v3,sf,27,2.10,0.50u,16,cgg_at_vds300mV,1.35752E-11,3.25127E-12,8.48452E-13
nfet_03v3,sf,27,2.10,1.00u,1,cgg_at_vds300mV,1.26748E-12,2.03205E-13,1.26748E-12
nfet_03v3,sf,27,2.10,1.00u,2,cgg_at_vds300mV,2.53496E-12,4.06409E-13,1.26748E-12
nfet_03v3,sf,27,2.10,1.00u,4,cgg_at_vds300mV,5.06993E-12,8.12819E-13,1.26748E-12
nfet_03v3,sf,27,2.10,1.00u,8,cgg_at_vds300mV,1.01399E-11,1.62564E-12,1.26748E-12
nfet_03v3,sf,27,2.10,1.00u,16,cgg_at_vds300mV,2.02797E-11,3.25127E-12,1.26748E-12
nfet_03v3,sf,27,2.97,0.28u,1,cgg_at_vds300mV,8.20795E-13,3.34488E-13,8.20795E-13
nfet_03v3,sf,27,2.97,0.28u,2,cgg_at_vds300mV,1.64159E-12,6.68977E-13,8.20795E-13
nfet_03v3,sf,27,2.97,0.28u,4,cgg_at_vds300mV,3.28318E-12,1.33795E-12,8.20795E-13
nfet_03v3,sf,27,2.97,0.28u,8,cgg_at_vds300mV,6.56636E-12,2.67591E-12,8.20795E-13
nfet_03v3,sf,27,2.97,0.28u,16,cgg_at_vds300mV,1.31327E-11,5.35181E-12,8.20795E-13
nfet_03v3,sf,27,2.97,0.50u,1,cgg_at_vds300mV,7.97812E-13,2.03204E-13,7.97812E-13
nfet_03v3,sf,27,2.97,0.50u,2,cgg_at_vds300mV,1.59562E-12,4.06409E-13,7.97812E-13
nfet_03v3,sf,27,2.97,0.50u,4,cgg_at_vds300mV,3.19125E-12,8.12818E-13,7.97812E-13
nfet_03v3,sf,27,2.97,0.50u,8,cgg_at_vds300mV,6.38249E-12,1.62564E-12,7.97812E-13
nfet_03v3,sf,27,2.97,0.50u,16,cgg_at_vds300mV,1.2765E-11,3.25127E-12,7.97812E-13
nfet_03v3,sf,27,2.97,1.00u,1,cgg_at_vds300mV,1.16823E-12,2.03204E-13,1.16823E-12
nfet_03v3,sf,27,2.97,1.00u,2,cgg_at_vds300mV,2.33646E-12,4.06409E-13,1.16823E-12
nfet_03v3,sf,27,2.97,1.00u,4,cgg_at_vds300mV,4.67293E-12,8.12818E-13,1.16823E-12
nfet_03v3,sf,27,2.97,1.00u,8,cgg_at_vds300mV,9.34585E-12,1.62564E-12,1.16823E-12
nfet_03v3,sf,27,2.97,1.00u,16,cgg_at_vds300mV,1.86917E-11,3.25127E-12,1.16823E-12
nfet_03v3,sf,27,3.30,0.28u,1,cgg_at_vds300mV,8.14534E-13,3.34246E-13,8.14534E-13
nfet_03v3,sf,27,3.30,0.28u,2,cgg_at_vds300mV,1.62907E-12,6.68492E-13,8.14534E-13
nfet_03v3,sf,27,3.30,0.28u,4,cgg_at_vds300mV,3.25814E-12,1.33698E-12,8.14534E-13
nfet_03v3,sf,27,3.30,0.28u,8,cgg_at_vds300mV,6.51627E-12,2.67397E-12,8.14534E-13
nfet_03v3,sf,27,3.30,0.28u,16,cgg_at_vds300mV,1.30325E-11,5.34794E-12,8.14534E-13
nfet_03v3,sf,27,3.30,0.50u,1,cgg_at_vds300mV,7.82805E-13,2.03204E-13,7.82805E-13
nfet_03v3,sf,27,3.30,0.50u,2,cgg_at_vds300mV,1.56561E-12,4.06409E-13,7.82805E-13
nfet_03v3,sf,27,3.30,0.50u,4,cgg_at_vds300mV,3.13122E-12,8.12818E-13,7.82805E-13
nfet_03v3,sf,27,3.30,0.50u,8,cgg_at_vds300mV,6.26244E-12,1.62564E-12,7.82805E-13
nfet_03v3,sf,27,3.30,0.50u,16,cgg_at_vds300mV,1.25249E-11,3.25127E-12,7.82805E-13
nfet_03v3,sf,27,3.30,1.00u,1,cgg_at_vds300mV,1.13877E-12,2.03204E-13,1.13877E-12
nfet_03v3,sf,27,3.30,1.00u,2,cgg_at_vds300mV,2.27754E-12,4.06409E-13,1.13877E-12
nfet_03v3,sf,27,3.30,1.00u,4,cgg_at_vds300mV,4.55509E-12,8.12818E-13,1.13877E-12
nfet_03v3,sf,27,3.30,1.00u,8,cgg_at_vds300mV,9.11018E-12,1.62564E-12,1.13877E-12
nfet_03v3,sf,27,3.30,1.00u,16,cgg_at_vds300mV,1.82204E-11,3.25127E-12,1.13877E-12
nfet_03v3,sf,27,3.63,0.28u,1,cgg_at_vds300mV,8.09052E-13,3.34065E-13,8.09052E-13
nfet_03v3,sf,27,3.63,0.28u,2,cgg_at_vds300mV,1.6181E-12,6.68129E-13,8.09052E-13
nfet_03v3,sf,27,3.63,0.28u,4,cgg_at_vds300mV,3.23621E-12,1.33626E-12,8.09052E-13
nfet_03v3,sf,27,3.63,0.28u,8,cgg_at_vds300mV,6.47241E-12,2.67252E-12,8.09052E-13
nfet_03v3,sf,27,3.63,0.28u,16,cgg_at_vds300mV,1.29448E-11,5.34503E-12,8.09052E-13
nfet_03v3,sf,27,3.63,0.50u,1,cgg_at_vds300mV,7.6945E-13,2.03204E-13,7.6945E-13
nfet_03v3,sf,27,3.63,0.50u,2,cgg_at_vds300mV,1.5389E-12,4.06409E-13,7.6945E-13
nfet_03v3,sf,27,3.63,0.50u,4,cgg_at_vds300mV,3.0778E-12,8.12818E-13,7.6945E-13
nfet_03v3,sf,27,3.63,0.50u,8,cgg_at_vds300mV,6.1556E-12,1.62564E-12,7.6945E-13
nfet_03v3,sf,27,3.63,0.50u,16,cgg_at_vds300mV,1.23112E-11,3.25127E-12,7.6945E-13
nfet_03v3,sf,27,3.63,1.00u,1,cgg_at_vds300mV,1.11254E-12,2.03204E-13,1.11254E-12
nfet_03v3,sf,27,3.63,1.00u,2,cgg_at_vds300mV,2.22507E-12,4.06409E-13,1.11254E-12
nfet_03v3,sf,27,3.63,1.00u,4,cgg_at_vds300mV,4.45014E-12,8.12818E-13,1.11254E-12
nfet_03v3,sf,27,3.63,1.00u,8,cgg_at_vds300mV,8.90029E-12,1.62564E-12,1.11254E-12
