device,l_um,w_mm,temp_c,supply_class,ioff_max_a,worst_corner,worst_vin_v,ioff_max_ua,frac_of_30ua_iq_budget,frac_of_10ua_iq_stretch
pfet_06v0,0.55u,2,27,lv,2.83692e-10,ff,3.63,0.000283692,9.4564e-06,2.83692e-05
pfet_06v0,0.55u,2,27,mv,4.33436e-10,ff,5.50,0.000433436,1.44479e-05,4.33436e-05
pfet_06v0,0.55u,2,125,dropout_testpoint,5.45613e-09,ff,2.10,0.00545613,0.000181871,0.000545613
pfet_06v0,0.55u,2,125,lv,7.763e-09,ff,3.63,0.007763,0.000258767,0.0007763
pfet_06v0,0.55u,2,125,mv,1.16189e-08,ff,5.50,0.0116189,0.000387297,0.00116189
pfet_06v0,0.55u,4,-40,dropout_testpoint,3.10263e-10,ff,2.10,0.000310263,1.03421e-05,3.10263e-05
pfet_06v0,0.55u,4,-40,lv,5.5472e-10,ff,3.63,0.00055472,1.84907e-05,5.5472e-05
pfet_06v0,0.55u,4,-40,mv,8.46204e-10,ff,5.50,0.000846204,2.82068e-05,8.46204e-05
pfet_06v0,0.55u,4,27,dropout_testpoint,3.18529e-10,ff,2.10,0.000318529,1.06176e-05,3.18529e-05
pfet_06v0,0.55u,4,27,lv,5.67384e-10,ff,3.63,0.000567384,1.89128e-05,5.67384e-05
pfet_06v0,0.55u,4,27,mv,8.66872e-10,ff,5.50,0.000866872,2.88957e-05,8.66872e-05
pfet_06v0,0.55u,4,125,dropout_testpoint,1.09123e-08,ff,2.10,0.0109123,0.000363743,0.00109123
pfet_06v0,0.55u,4,125,lv,1.5526e-08,ff,3.63,0.015526,0.000517533,0.0015526
pfet_06v0,0.55u,4,125,mv,2.32378e-08,ff,5.50,0.0232378,0.000774593,0.00232378
pfet_06v0,0.55u,8,-40,dropout_testpoint,6.20525e-10,ff,2.10,0.000620525,2.06842e-05,6.20525e-05
pfet_06v0,0.55u,8,-40,lv,1.10944e-09,ff,3.63,0.00110944,3.69813e-05,0.000110944
pfet_06v0,0.55u,8,-40,mv,1.69241e-09,ff,5.50,0.00169241,5.64137e-05,0.000169241
pfet_06v0,0.55u,8,27,dropout_testpoint,6.37058e-10,ff,2.10,0.000637058,2.12353e-05,6.37058e-05
pfet_06v0,0.55u,8,27,lv,1.13477e-09,ff,3.63,0.00113477,3.78257e-05,0.000113477
pfet_06v0,0.55u,8,27,mv,1.73374e-09,ff,5.50,0.00173374,5.77913e-05,0.000173374
pfet_06v0,0.55u,8,125,dropout_testpoint,2.18245e-08,ff,2.10,0.0218245,0.000727483,0.00218245
pfet_06v0,0.55u,8,125,lv,3.1052e-08,ff,3.63,0.031052,0.00103507,0.0031052
pfet_06v0,0.55u,8,125,mv,4.64757e-08,ff,5.50,0.0464757,0.00154919,0.00464757
pfet_06v0,0.55u,16,-40,dropout_testpoint,1.24105e-09,ff,2.10,0.00124105,4.13683e-05,0.000124105
pfet_06v0,0.55u,16,-40,lv,2.21888e-09,ff,3.63,0.00221888,7.39627e-05,0.000221888
pfet_06v0,0.55u,16,-40,mv,3.38482e-09,ff,5.50,0.00338482,0.000112827,0.000338482
pfet_06v0,0.55u,16,27,dropout_testpoint,1.27412e-09,ff,2.10,0.00127412,4.24707e-05,0.000127412
pfet_06v0,0.55u,16,27,lv,2.26954e-09,ff,3.63,0.00226954,7.56513e-05,0.000226954
pfet_06v0,0.55u,16,27,mv,3.46749e-09,ff,5.50,0.00346749,0.000115583,0.000346749
pfet_06v0,0.55u,16,125,dropout_testpoint,4.3649e-08,ff,2.10,0.043649,0.00145497,0.0043649
pfet_06v0,0.55u,16,125,lv,6.2104e-08,ff,3.63,0.062104,0.00207013,0.0062104
pfet_06v0,0.55u,16,125,mv,9.29513e-08,ff,5.50,0.0929513,0.00309838,0.00929513
pfet_06v0,0.70u,1,-40,dropout_testpoint,7.56275e-11,ff,2.10,7.56275e-05,2.52092e-06,7.56275e-06
pfet_06v0,0.70u,1,-40,lv,1.35172e-10,ff,3.63,0.000135172,4.50573e-06,1.35172e-05
pfet_06v0,0.70u,1,-40,mv,2.06187e-10,ff,5.50,0.000206187,6.8729e-06,2.06187e-05
pfet_06v0,0.70u,1,27,dropout_testpoint,7.67212e-11,ff,2.10,7.67212e-05,2.55737e-06,7.67212e-06
pfet_06v0,0.70u,1,27,lv,1.36447e-10,ff,3.63,0.000136447,4.54823e-06,1.36447e-05
pfet_06v0,0.70u,1,27,mv,2.07737e-10,ff,5.50,0.000207737,6.92457e-06,2.07737e-05
pfet_06v0,0.70u,1,125,dropout_testpoint,1.35684e-09,ff,2.10,0.00135684,4.5228e-05,0.000135684
pfet_06v0,0.70u,1,125,lv,1.58738e-09,ff,3.63,0.00158738,5.29127e-05,0.000158738
pfet_06v0,0.70u,1,125,mv,1.91541e-09,ff,5.50,0.00191541,6.3847e-05,0.000191541
pfet_06v0,0.70u,2,-40,dropout_testpoint,1.51255e-10,ff,2.10,0.000151255,5.04183e-06,1.51255e-05
pfet_06v0,0.70u,2,-40,lv,2.70344e-10,ff,3.63,0.000270344,9.01147e-06,2.70344e-05
pfet_06v0,0.70u,2,-40,mv,4.12373e-10,ff,5.50,0.000412373,1.37458e-05,4.12373e-05
pfet_06v0,0.70u,2,27,dropout_testpoint,1.53442e-10,ff,2.10,0.000153442,5.11473e-06,1.53442e-05
pfet_06v0,0.70u,2,27,lv,2.72895e-10,ff,3.63,0.000272895,9.0965e-06,2.72895e-05
pfet_06v0,0.70u,2,27,mv,4.15475e-10,ff,5.50,0.000415475,1.38492e-05,4.15475e-05
pfet_06v0,0.70u,2,125,dropout_testpoint,2.71367e-09,ff,2.10,0.00271367,9.04557e-05,0.000271367
pfet_06v0,0.70u,2,125,lv,3.17476e-09,ff,3.63,0.00317476,0.000105825,0.000317476
pfet_06v0,0.70u,2,125,mv,3.83082e-09,ff,5.50,0.00383082,0.000127694,0.000383082
pfet_06v0,0.70u,4,-40,dropout_testpoint,3.0251e-10,ff,2.10,0.00030251,1.00837e-05,3.0251e-05
pfet_06v0,0.70u,4,-40,lv,5.40688e-10,ff,3.63,0.000540688,1.80229e-05,5.40688e-05
pfet_06v0,0.70u,4,-40,mv,8.24746e-10,ff,5.50,0.000824746,2.74915e-05,8.24746e-05
pfet_06v0,0.70u,4,27,dropout_testpoint,3.06885e-10,ff,2.10,0.000306885,1.02295e-05,3.06885e-05
pfet_06v0,0.70u,4,27,lv,5.4579e-10,ff,3.63,0.00054579,1.8193e-05,5.4579e-05
pfet_06v0,0.70u,4,27,mv,8.30949e-10,ff,5.50,0.000830949,2.76983e-05,8.30949e-05
pfet_06v0,0.70u,4,125,dropout_testpoint,5.42734e-09,ff,2.10,0.00542734,0.000180911,0.000542734
pfet_06v0,0.70u,4,125,lv,6.34951e-09,ff,3.63,0.00634951,0.00021165,0.000634951
pfet_06v0,0.70u,4,125,mv,7.66165e-09,ff,5.50,0.00766165,0.000255388,0.000766165
pfet_06v0,0.70u,8,-40,dropout_testpoint,6.0502e-10,ff,2.10,0.00060502,2.01673e-05,6.0502e-05
pfet_06v0,0.70u,8,-40,lv,1.08138e-09,ff,3.63,0.00108138,3.6046e-05,0.000108138
pfet_06v0,0.70u,8,-40,mv,1.64949e-09,ff,5.50,0.00164949,5.4983e-05,0.000164949
pfet_06v0,0.70u,8,27,dropout_testpoint,6.1377e-10,ff,2.10,0.00061377,2.0459e-05,6.1377e-05
pfet_06v0,0.70u,8,27,lv,1.09158e-09,ff,3.63,0.00109158,3.6386e-05,0.000109158
pfet_06v0,0.70u,8,27,mv,1.6619e-09,ff,5.50,0.0016619,5.53967e-05,0.00016619
pfet_06v0,0.70u,8,125,dropout_testpoint,1.08547e-08,ff,2.10,0.0108547,0.000361823,0.00108547
pfet_06v0,0.70u,8,125,lv,1.2699e-08,ff,3.63,0.012699,0.0004233,0.0012699
pfet_06v0,0.70u,8,125,mv,1.53233e-08,ff,5.50,0.0153233,0.000510777,0.00153233
pfet_06v0,0.70u,16,-40,dropout_testpoint,1.21004e-09,ff,2.10,0.00121004,4.03347e-05,0.000121004
pfet_06v0,0.70u,16,-40,lv,2.16275e-09,ff,3.63,0.00216275,7.20917e-05,0.000216275
pfet_06v0,0.70u,16,-40,mv,3.29898e-09,ff,5.50,0.00329898,0.000109966,0.000329898
pfet_06v0,0.70u,16,27,dropout_testpoint,1.22754e-09,ff,2.10,0.00122754,4.0918e-05,0.000122754
pfet_06v0,0.70u,16,27,lv,2.18316e-09,ff,3.63,0.00218316,7.2772e-05,0.000218316
pfet_06v0,0.70u,16,27,mv,3.3238e-09,ff,5.50,0.0033238,0.000110793,0.00033238
pfet_06v0,0.70u,16,125,dropout_testpoint,2.17094e-08,ff,2.10,0.0217094,0.000723647,0.00217094
pfet_06v0,0.70u,16,125,lv,2.53981e-08,ff,3.63,0.0253981,0.000846603,0.00253981
pfet_06v0,0.70u,16,125,mv,3.06466e-08,ff,5.50,0.0306466,0.00102155,0.00306466
pfet_06v0,1.20u,1,-40,dropout_testpoint,7.31117e-11,ff,2.10,7.31117e-05,2.43706e-06,7.31117e-06
pfet_06v0,1.20u,1,-40,lv,1.30619e-10,ff,3.63,0.000130619,4.35397e-06,1.30619e-05
pfet_06v0,1.20u,1,-40,mv,1.99224e-10,ff,5.50,0.000199224,6.6408e-06,1.99224e-05
pfet_06v0,1.20u,1,27,dropout_testpoint,7.37077e-11,ff,2.10,7.37077e-05,2.45692e-06,7.37077e-06
pfet_06v0,1.20u,1,27,lv,1.3123e-10,ff,3.63,0.00013123,4.37433e-06,1.3123e-05
pfet_06v0,1.20u,1,27,mv,1.99866e-10,ff,5.50,0.000199866,6.6622e-06,1.99866e-05
pfet_06v0,1.20u,1,125,dropout_testpoint,6.29751e-10,ff,2.10,0.000629751,2.09917e-05,6.29751e-05
pfet_06v0,1.20u,1,125,lv,7.00934e-10,ff,3.63,0.000700934,2.33645e-05,7.00934e-05
pfet_06v0,1.20u,1,125,mv,7.97521e-10,ff,5.50,0.000797521,2.6584e-05,7.97521e-05
pfet_06v0,1.20u,2,-40,dropout_testpoint,1.46223e-10,ff,2.10,0.000146223,4.8741e-06,1.46223e-05
pfet_06v0,1.20u,2,-40,lv,2.61237e-10,ff,3.63,0.000261237,8.7079e-06,2.61237e-05
pfet_06v0,1.20u,2,-40,mv,3.98447e-10,ff,5.50,0.000398447,1.32816e-05,3.98447e-05
pfet_06v0,1.20u,2,27,dropout_testpoint,1.47415e-10,ff,2.10,0.000147415,4.91383e-06,1.47415e-05
pfet_06v0,1.20u,2,27,lv,2.6246e-10,ff,3.63,0.00026246,8.74867e-06,2.6246e-05
pfet_06v0,1.20u,2,27,mv,3.99732e-10,ff,5.50,0.000399732,1.33244e-05,3.99732e-05
pfet_06v0,1.20u,2,125,dropout_testpoint,1.2595e-09,ff,2.10,0.0012595,4.19833e-05,0.00012595
pfet_06v0,1.20u,2,125,lv,1.40187e-09,ff,3.63,0.00140187,4.6729e-05,0.000140187
pfet_06v0,1.20u,2,125,mv,1.59504e-09,ff,5.50,0.00159504,5.3168e-05,0.000159504
pfet_06v0,1.20u,4,-40,dropout_testpoint,2.92447e-10,ff,2.10,0.000292447,9.74823e-06,2.92447e-05
pfet_06v0,1.20u,4,-40,lv,5.22474e-10,ff,3.63,0.000522474,1.74158e-05,5.22474e-05
pfet_06v0,1.20u,4,-40,mv,7.96895e-10,ff,5.50,0.000796895,2.65632e-05,7.96895e-05
pfet_06v0,1.20u,4,27,dropout_testpoint,2.94831e-10,ff,2.10,0.000294831,9.8277e-06,2.94831e-05
pfet_06v0,1.20u,4,27,lv,5.24919e-10,ff,3.63,0.000524919,1.74973e-05,5.24919e-05
pfet_06v0,1.20u,4,27,mv,7.99463e-10,ff,5.50,0.000799463,2.66488e-05,7.99463e-05
pfet_06v0,1.20u,4,125,dropout_testpoint,2.519e-09,ff,2.10,0.002519,8.39667e-05,0.0002519
pfet_06v0,1.20u,4,125,lv,2.80374e-09,ff,3.63,0.00280374,9.3458e-05,0.000280374
pfet_06v0,1.20u,4,125,mv,3.19009e-09,ff,5.50,0.00319009,0.000106336,0.000319009
pfet_06v0,1.20u,8,-40,dropout_testpoint,5.84894e-10,ff,2.10,0.000584894,1.94965e-05,5.84894e-05
pfet_06v0,1.20u,8,-40,lv,1.04495e-09,ff,3.63,0.00104495,3.48317e-05,0.000104495
pfet_06v0,1.20u,8,-40,mv,1.59379e-09,ff,5.50,0.00159379,5.31263e-05,0.000159379
pfet_06v0,1.20u,8,27,dropout_testpoint,5.89662e-10,ff,2.10,0.000589662,1.96554e-05,5.89662e-05
pfet_06v0,1.20u,8,27,lv,1.04984e-09,ff,3.63,0.00104984,3.49947e-05,0.000104984
pfet_06v0,1.20u,8,27,mv,1.59893e-09,ff,5.50,0.00159893,5.32977e-05,0.000159893
pfet_06v0,1.20u,8,125,dropout_testpoint,5.03801e-09,ff,2.10,0.00503801,0.000167934,0.000503801
pfet_06v0,1.20u,8,125,lv,5.60747e-09,ff,3.63,0.00560747,0.000186916,0.000560747
pfet_06v0,1.20u,8,125,mv,6.38017e-09,ff,5.50,0.00638017,0.000212672,0.000638017
pfet_06v0,1.20u,16,-40,dropout_testpoint,1.16979e-09,ff,2.10,0.00116979,3.8993e-05,0.000116979
pfet_06v0,1.20u,16,-40,lv,2.0899e-09,ff,3.63,0.0020899,6.96633e-05,0.00020899
pfet_06v0,1.20u,16,-40,mv,3.18758e-09,ff,5.50,0.00318758,0.000106253,0.000318758
pfet_06v0,1.20u,16,27,dropout_testpoint,1.17932e-09,ff,2.10,0.00117932,3.93107e-05,0.000117932
pfet_06v0,1.20u,16,27,lv,2.09968e-09,ff,3.63,0.00209968,6.99893e-05,0.000209968
pfet_06v0,1.20u,16,27,mv,3.19785e-09,ff,5.50,0.00319785,0.000106595,0.000319785
pfet_06v0,1.20u,16,125,dropout_testpoint,1.0076e-08,ff,2.10,0.010076,0.000335867,0.0010076
pfet_06v0,1.20u,16,125,lv,1.12149e-08,ff,3.63,0.0112149,0.00037383,0.00112149
pfet_06v0,1.20u,16,125,mv,1.27603e-08,ff,5.50,0.0127603,0.000425343,0.00127603
