device,corner,temp_c,vin_v,l_um,w_mm,metric,ioff_a,ioff_per_mm_a
pfet_05v0,typical,-40,2.97,1.00u,8,ioff_vgs0,8.1223E-10,1.01529E-10
pfet_05v0,typical,-40,2.97,1.00u,16,ioff_vgs0,1.62446E-09,1.01529E-10
pfet_05v0,typical,-40,3.30,0.50u,1,ioff_vgs0,1.19465E-10,1.19465E-10
pfet_05v0,typical,-40,3.30,0.50u,2,ioff_vgs0,2.3893E-10,1.19465E-10
pfet_05v0,typical,-40,3.30,0.50u,4,ioff_vgs0,4.7786E-10,1.19465E-10
pfet_05v0,typical,-40,3.30,0.50u,8,ioff_vgs0,9.5572E-10,1.19465E-10
pfet_05v0,typical,-40,3.30,0.50u,16,ioff_vgs0,1.91144E-09,1.19465E-10
pfet_05v0,typical,-40,3.30,0.60u,1,ioff_vgs0,1.17261E-10,1.17261E-10
pfet_05v0,typical,-40,3.30,0.60u,2,ioff_vgs0,2.34522E-10,1.17261E-10
pfet_05v0,typical,-40,3.30,0.60u,4,ioff_vgs0,4.69044E-10,1.17261E-10
pfet_05v0,typical,-40,3.30,0.60u,8,ioff_vgs0,9.38089E-10,1.17261E-10
pfet_05v0,typical,-40,3.30,0.60u,16,ioff_vgs0,1.87618E-09,1.17261E-10
pfet_05v0,typical,-40,3.30,1.00u,1,ioff_vgs0,1.13269E-10,1.13269E-10
pfet_05v0,typical,-40,3.30,1.00u,2,ioff_vgs0,2.26539E-10,1.13269E-10
pfet_05v0,typical,-40,3.30,1.00u,4,ioff_vgs0,4.53078E-10,1.13269E-10
pfet_05v0,typical,-40,3.30,1.00u,8,ioff_vgs0,9.06155E-10,1.13269E-10
pfet_05v0,typical,-40,3.30,1.00u,16,ioff_vgs0,1.81231E-09,1.13269E-10
pfet_05v0,typical,-40,3.63,0.50u,1,ioff_vgs0,1.31788E-10,1.31788E-10
pfet_05v0,typical,-40,3.63,0.50u,2,ioff_vgs0,2.63577E-10,1.31788E-10
pfet_05v0,typical,-40,3.63,0.50u,4,ioff_vgs0,5.27153E-10,1.31788E-10
pfet_05v0,typical,-40,3.63,0.50u,8,ioff_vgs0,1.05431E-09,1.31788E-10
pfet_05v0,typical,-40,3.63,0.50u,16,ioff_vgs0,2.10861E-09,1.31788E-10
pfet_05v0,typical,-40,3.63,0.60u,1,ioff_vgs0,1.29354E-10,1.29354E-10
pfet_05v0,typical,-40,3.63,0.60u,2,ioff_vgs0,2.58709E-10,1.29354E-10
pfet_05v0,typical,-40,3.63,0.60u,4,ioff_vgs0,5.17418E-10,1.29354E-10
pfet_05v0,typical,-40,3.63,0.60u,8,ioff_vgs0,1.03484E-09,1.29354E-10
pfet_05v0,typical,-40,3.63,0.60u,16,ioff_vgs0,2.06967E-09,1.29354E-10
pfet_05v0,typical,-40,3.63,1.00u,1,ioff_vgs0,1.24946E-10,1.24946E-10
pfet_05v0,typical,-40,3.63,1.00u,2,ioff_vgs0,2.49892E-10,1.24946E-10
pfet_05v0,typical,-40,3.63,1.00u,4,ioff_vgs0,4.99785E-10,1.24946E-10
pfet_05v0,typical,-40,3.63,1.00u,8,ioff_vgs0,9.99569E-10,1.24946E-10
pfet_05v0,typical,-40,3.63,1.00u,16,ioff_vgs0,1.99914E-09,1.24946E-10
pfet_05v0,typical,-40,4.50,0.50u,1,ioff_vgs0,1.64082E-10,1.64082E-10
pfet_05v0,typical,-40,4.50,0.50u,2,ioff_vgs0,3.28164E-10,1.64082E-10
pfet_05v0,typical,-40,4.50,0.50u,4,ioff_vgs0,6.56327E-10,1.64082E-10
pfet_05v0,typical,-40,4.50,0.50u,8,ioff_vgs0,1.31265E-09,1.64082E-10
pfet_05v0,typical,-40,4.50,0.50u,16,ioff_vgs0,2.62531E-09,1.64082E-10
pfet_05v0,typical,-40,4.50,0.60u,1,ioff_vgs0,1.61047E-10,1.61047E-10
pfet_05v0,typical,-40,4.50,0.60u,2,ioff_vgs0,3.22093E-10,1.61047E-10
pfet_05v0,typical,-40,4.50,0.60u,4,ioff_vgs0,6.44186E-10,1.61047E-10
pfet_05v0,typical,-40,4.50,0.60u,8,ioff_vgs0,1.28837E-09,1.61047E-10
pfet_05v0,typical,-40,4.50,0.60u,16,ioff_vgs0,2.57674E-09,1.61047E-10
pfet_05v0,typical,-40,4.50,1.00u,1,ioff_vgs0,1.55549E-10,1.55549E-10
pfet_05v0,typical,-40,4.50,1.00u,2,ioff_vgs0,3.11098E-10,1.55549E-10
pfet_05v0,typical,-40,4.50,1.00u,4,ioff_vgs0,6.22196E-10,1.55549E-10
pfet_05v0,typical,-40,4.50,1.00u,8,ioff_vgs0,1.24439E-09,1.55549E-10
pfet_05v0,typical,-40,4.50,1.00u,16,ioff_vgs0,2.48879E-09,1.55549E-10
pfet_05v0,typical,-40,5.00,0.50u,1,ioff_vgs0,1.82566E-10,1.82566E-10
pfet_05v0,typical,-40,5.00,0.50u,2,ioff_vgs0,3.65133E-10,1.82566E-10
pfet_05v0,typical,-40,5.00,0.50u,4,ioff_vgs0,7.30265E-10,1.82566E-10
pfet_05v0,typical,-40,5.00,0.50u,8,ioff_vgs0,1.46053E-09,1.82566E-10
pfet_05v0,typical,-40,5.00,0.50u,16,ioff_vgs0,2.92106E-09,1.82566E-10
pfet_05v0,typical,-40,5.00,0.60u,1,ioff_vgs0,1.79187E-10,1.79187E-10
pfet_05v0,typical,-40,5.00,0.60u,2,ioff_vgs0,3.58375E-10,1.79187E-10
pfet_05v0,typical,-40,5.00,0.60u,4,ioff_vgs0,7.16749E-10,1.79187E-10
pfet_05v0,typical,-40,5.00,0.60u,8,ioff_vgs0,1.4335E-09,1.79187E-10
pfet_05v0,typical,-40,5.00,0.60u,16,ioff_vgs0,2.867E-09,1.79187E-10
pfet_05v0,typical,-40,5.00,1.00u,1,ioff_vgs0,1.73067E-10,1.73067E-10
pfet_05v0,typical,-40,5.00,1.00u,2,ioff_vgs0,3.46135E-10,1.73067E-10
pfet_05v0,typical,-40,5.00,1.00u,4,ioff_vgs0,6.92269E-10,1.73067E-10
pfet_05v0,typical,-40,5.00,1.00u,8,ioff_vgs0,1.38454E-09,1.73067E-10
pfet_05v0,typical,-40,5.00,1.00u,16,ioff_vgs0,2.76908E-09,1.73067E-10
pfet_05v0,typical,-40,5.50,0.50u,1,ioff_vgs0,2.01019E-10,2.01019E-10
pfet_05v0,typical,-40,5.50,0.50u,2,ioff_vgs0,4.02038E-10,2.01019E-10
pfet_05v0,typical,-40,5.50,0.50u,4,ioff_vgs0,8.04076E-10,2.01019E-10
pfet_05v0,typical,-40,5.50,0.50u,8,ioff_vgs0,1.60815E-09,2.01019E-10
pfet_05v0,typical,-40,5.50,0.50u,16,ioff_vgs0,3.2163E-09,2.01019E-10
pfet_05v0,typical,-40,5.50,0.60u,1,ioff_vgs0,1.97297E-10,1.97297E-10
pfet_05v0,typical,-40,5.50,0.60u,2,ioff_vgs0,3.94594E-10,1.97297E-10
pfet_05v0,typical,-40,5.50,0.60u,4,ioff_vgs0,7.89189E-10,1.97297E-10
pfet_05v0,typical,-40,5.50,0.60u,8,ioff_vgs0,1.57838E-09,1.97297E-10
pfet_05v0,typical,-40,5.50,0.60u,16,ioff_vgs0,3.15675E-09,1.97297E-10
pfet_05v0,typical,-40,5.50,1.00u,1,ioff_vgs0,1.90556E-10,1.90556E-10
pfet_05v0,typical,-40,5.50,1.00u,2,ioff_vgs0,3.81112E-10,1.90556E-10
pfet_05v0,typical,-40,5.50,1.00u,4,ioff_vgs0,7.62225E-10,1.90556E-10
pfet_05v0,typical,-40,5.50,1.00u,8,ioff_vgs0,1.52445E-09,1.90556E-10
pfet_05v0,typical,-40,5.50,1.00u,16,ioff_vgs0,3.0489E-09,1.90556E-10
pfet_05v0,typical,27,2.10,0.50u,1,ioff_vgs0,7.38771E-11,7.38771E-11
pfet_05v0,typical,27,2.10,0.50u,2,ioff_vgs0,1.47754E-10,7.38771E-11
pfet_05v0,typical,27,2.10,0.50u,4,ioff_vgs0,2.95508E-10,7.38771E-11
pfet_05v0,typical,27,2.10,0.50u,8,ioff_vgs0,5.91017E-10,7.38771E-11
pfet_05v0,typical,27,2.10,0.50u,16,ioff_vgs0,1.18203E-09,7.38771E-11
pfet_05v0,typical,27,2.10,0.60u,1,ioff_vgs0,7.24853E-11,7.24853E-11
pfet_05v0,typical,27,2.10,0.60u,2,ioff_vgs0,1.44971E-10,7.24853E-11
pfet_05v0,typical,27,2.10,0.60u,4,ioff_vgs0,2.89941E-10,7.24853E-11
pfet_05v0,typical,27,2.10,0.60u,8,ioff_vgs0,5.79882E-10,7.24853E-11
pfet_05v0,typical,27,2.10,0.60u,16,ioff_vgs0,1.15976E-09,7.24853E-11
pfet_05v0,typical,27,2.10,1.00u,1,ioff_vgs0,7.00149E-11,7.00149E-11
pfet_05v0,typical,27,2.10,1.00u,2,ioff_vgs0,1.4003E-10,7.00149E-11
pfet_05v0,typical,27,2.10,1.00u,4,ioff_vgs0,2.8006E-10,7.00149E-11
pfet_05v0,typical,27,2.10,1.00u,8,ioff_vgs0,5.60119E-10,7.00149E-11
pfet_05v0,typical,27,2.10,1.00u,16,ioff_vgs0,1.12024E-09,7.00149E-11
pfet_05v0,typical,27,2.97,0.50u,1,ioff_vgs0,1.07237E-10,1.07237E-10
pfet_05v0,typical,27,2.97,0.50u,2,ioff_vgs0,2.14473E-10,1.07237E-10
pfet_05v0,typical,27,2.97,0.50u,4,ioff_vgs0,4.28946E-10,1.07237E-10
pfet_05v0,typical,27,2.97,0.50u,8,ioff_vgs0,8.57892E-10,1.07237E-10
pfet_05v0,typical,27,2.97,0.50u,16,ioff_vgs0,1.71578E-09,1.07237E-10
pfet_05v0,typical,27,2.97,0.60u,1,ioff_vgs0,1.05189E-10,1.05189E-10
pfet_05v0,typical,27,2.97,0.60u,2,ioff_vgs0,2.10379E-10,1.05189E-10
pfet_05v0,typical,27,2.97,0.60u,4,ioff_vgs0,4.20758E-10,1.05189E-10
pfet_05v0,typical,27,2.97,0.60u,8,ioff_vgs0,8.41516E-10,1.05189E-10
pfet_05v0,typical,27,2.97,0.60u,16,ioff_vgs0,1.68303E-09,1.05189E-10
pfet_05v0,typical,27,2.97,1.00u,1,ioff_vgs0,1.01572E-10,1.01572E-10
pfet_05v0,typical,27,2.97,1.00u,2,ioff_vgs0,2.03143E-10,1.01572E-10
pfet_05v0,typical,27,2.97,1.00u,4,ioff_vgs0,4.06287E-10,1.01572E-10
pfet_05v0,typical,27,2.97,1.00u,8,ioff_vgs0,8.12574E-10,1.01572E-10
pfet_05v0,typical,27,2.97,1.00u,16,ioff_vgs0,1.62515E-09,1.01572E-10
pfet_05v0,typical,27,3.30,0.50u,1,ioff_vgs0,1.19646E-10,1.19646E-10
pfet_05v0,typical,27,3.30,0.50u,2,ioff_vgs0,2.39291E-10,1.19646E-10
pfet_05v0,typical,27,3.30,0.50u,4,ioff_vgs0,4.78583E-10,1.19646E-10
pfet_05v0,typical,27,3.30,0.50u,8,ioff_vgs0,9.57165E-10,1.19646E-10
pfet_05v0,typical,27,3.30,0.50u,16,ioff_vgs0,1.91433E-09,1.19646E-10
pfet_05v0,typical,27,3.30,0.60u,1,ioff_vgs0,1.17355E-10,1.17355E-10
pfet_05v0,typical,27,3.30,0.60u,2,ioff_vgs0,2.34709E-10,1.17355E-10
pfet_05v0,typical,27,3.30,0.60u,4,ioff_vgs0,4.69418E-10,1.17355E-10
pfet_05v0,typical,27,3.30,0.60u,8,ioff_vgs0,9.38836E-10,1.17355E-10
pfet_05v0,typical,27,3.30,0.60u,16,ioff_vgs0,1.87767E-09,1.17355E-10
pfet_05v0,typical,27,3.30,1.00u,1,ioff_vgs0,1.13313E-10,1.13313E-10
pfet_05v0,typical,27,3.30,1.00u,2,ioff_vgs0,2.26625E-10,1.13313E-10
pfet_05v0,typical,27,3.30,1.00u,4,ioff_vgs0,4.53251E-10,1.13313E-10
pfet_05v0,typical,27,3.30,1.00u,8,ioff_vgs0,9.06502E-10,1.13313E-10
pfet_05v0,typical,27,3.30,1.00u,16,ioff_vgs0,1.813E-09,1.13313E-10
pfet_05v0,typical,27,3.63,0.50u,1,ioff_vgs0,1.31987E-10,1.31987E-10
pfet_05v0,typical,27,3.63,0.50u,2,ioff_vgs0,2.63975E-10,1.31987E-10
pfet_05v0,typical,27,3.63,0.50u,4,ioff_vgs0,5.27949E-10,1.31987E-10
pfet_05v0,typical,27,3.63,0.50u,8,ioff_vgs0,1.0559E-09,1.31987E-10
pfet_05v0,typical,27,3.63,0.50u,16,ioff_vgs0,2.1118E-09,1.31987E-10
pfet_05v0,typical,27,3.63,0.60u,1,ioff_vgs0,1.29453E-10,1.29453E-10
pfet_05v0,typical,27,3.63,0.60u,2,ioff_vgs0,2.58905E-10,1.29453E-10
pfet_05v0,typical,27,3.63,0.60u,4,ioff_vgs0,5.1781E-10,1.29453E-10
pfet_05v0,typical,27,3.63,0.60u,8,ioff_vgs0,1.03562E-09,1.29453E-10
pfet_05v0,typical,27,3.63,0.60u,16,ioff_vgs0,2.07124E-09,1.29453E-10
pfet_05v0,typical,27,3.63,1.00u,1,ioff_vgs0,1.2499E-10,1.2499E-10
pfet_05v0,typical,27,3.63,1.00u,2,ioff_vgs0,2.49979E-10,1.2499E-10
pfet_05v0,typical,27,3.63,1.00u,4,ioff_vgs0,4.99959E-10,1.2499E-10
pfet_05v0,typical,27,3.63,1.00u,8,ioff_vgs0,9.99918E-10,1.2499E-10
pfet_05v0,typical,27,3.63,1.00u,16,ioff_vgs0,1.99984E-09,1.2499E-10
pfet_05v0,typical,27,4.50,0.50u,1,ioff_vgs0,1.64336E-10,1.64336E-10
pfet_05v0,typical,27,4.50,0.50u,2,ioff_vgs0,3.28673E-10,1.64336E-10
pfet_05v0,typical,27,4.50,0.50u,4,ioff_vgs0,6.57345E-10,1.64336E-10
pfet_05v0,typical,27,4.50,0.50u,8,ioff_vgs0,1.31469E-09,1.64336E-10
pfet_05v0,typical,27,4.50,0.50u,16,ioff_vgs0,2.62938E-09,1.64336E-10
pfet_05v0,typical,27,4.50,0.60u,1,ioff_vgs0,1.61158E-10,1.61158E-10
pfet_05v0,typical,27,4.50,0.60u,2,ioff_vgs0,3.22317E-10,1.61158E-10
pfet_05v0,typical,27,4.50,0.60u,4,ioff_vgs0,6.44633E-10,1.61158E-10
pfet_05v0,typical,27,4.50,0.60u,8,ioff_vgs0,1.28927E-09,1.61158E-10
pfet_05v0,typical,27,4.50,0.60u,16,ioff_vgs0,2.57853E-09,1.61158E-10
pfet_05v0,typical,27,4.50,1.00u,1,ioff_vgs0,1.55593E-10,1.55593E-10
pfet_05v0,typical,27,4.50,1.00u,2,ioff_vgs0,3.11187E-10,1.55593E-10
pfet_05v0,typical,27,4.50,1.00u,4,ioff_vgs0,6.22374E-10,1.55593E-10
pfet_05v0,typical,27,4.50,1.00u,8,ioff_vgs0,1.24475E-09,1.55593E-10
pfet_05v0,typical,27,4.50,1.00u,16,ioff_vgs0,2.4895E-09,1.55593E-10
pfet_05v0,typical,27,5.00,0.50u,1,ioff_vgs0,1.82859E-10,1.82859E-10
pfet_05v0,typical,27,5.00,0.50u,2,ioff_vgs0,3.65719E-10,1.82859E-10
pfet_05v0,typical,27,5.00,0.50u,4,ioff_vgs0,7.31437E-10,1.82859E-10
pfet_05v0,typical,27,5.00,0.50u,8,ioff_vgs0,1.46287E-09,1.82859E-10
pfet_05v0,typical,27,5.00,0.50u,16,ioff_vgs0,2.92575E-09,1.82859E-10
pfet_05v0,typical,27,5.00,0.60u,1,ioff_vgs0,1.79308E-10,1.79308E-10
pfet_05v0,typical,27,5.00,0.60u,2,ioff_vgs0,3.58616E-10,1.79308E-10
pfet_05v0,typical,27,5.00,0.60u,4,ioff_vgs0,7.17232E-10,1.79308E-10
pfet_05v0,typical,27,5.00,0.60u,8,ioff_vgs0,1.43446E-09,1.79308E-10
pfet_05v0,typical,27,5.00,0.60u,16,ioff_vgs0,2.86893E-09,1.79308E-10
pfet_05v0,typical,27,5.00,1.00u,1,ioff_vgs0,1.73112E-10,1.73112E-10
pfet_05v0,typical,27,5.00,1.00u,2,ioff_vgs0,3.46225E-10,1.73112E-10
pfet_05v0,typical,27,5.00,1.00u,4,ioff_vgs0,6.92449E-10,1.73112E-10
pfet_05v0,typical,27,5.00,1.00u,8,ioff_vgs0,1.3849E-09,1.73112E-10
pfet_05v0,typical,27,5.00,1.00u,16,ioff_vgs0,2.7698E-09,1.73112E-10
pfet_05v0,typical,27,5.50,0.50u,1,ioff_vgs0,2.01359E-10,2.01359E-10
pfet_05v0,typical,27,5.50,0.50u,2,ioff_vgs0,4.02718E-10,2.01359E-10
pfet_05v0,typical,27,5.50,0.50u,4,ioff_vgs0,8.05435E-10,2.01359E-10
pfet_05v0,typical,27,5.50,0.50u,8,ioff_vgs0,1.61087E-09,2.01359E-10
pfet_05v0,typical,27,5.50,0.50u,16,ioff_vgs0,3.22174E-09,2.01359E-10
pfet_05v0,typical,27,5.50,0.60u,1,ioff_vgs0,1.97429E-10,1.97429E-10
pfet_05v0,typical,27,5.50,0.60u,2,ioff_vgs0,3.94858E-10,1.97429E-10
pfet_05v0,typical,27,5.50,0.60u,4,ioff_vgs0,7.89715E-10,1.97429E-10
pfet_05v0,typical,27,5.50,0.60u,8,ioff_vgs0,1.57943E-09,1.97429E-10
pfet_05v0,typical,27,5.50,0.60u,16,ioff_vgs0,3.15886E-09,1.97429E-10
pfet_05v0,typical,27,5.50,1.00u,1,ioff_vgs0,1.90602E-10,1.90602E-10
pfet_05v0,typical,27,5.50,1.00u,2,ioff_vgs0,3.81205E-10,1.90602E-10
pfet_05v0,typical,27,5.50,1.00u,4,ioff_vgs0,7.62409E-10,1.90602E-10
pfet_05v0,typical,27,5.50,1.00u,8,ioff_vgs0,1.52482E-09,1.90602E-10
pfet_05v0,typical,27,5.50,1.00u,16,ioff_vgs0,3.04964E-09,1.90602E-10
pfet_05v0,typical,125,2.10,0.50u,1,ioff_vgs0,3.74748E-10,3.74748E-10
pfet_05v0,typical,125,2.10,0.50u,2,ioff_vgs0,7.49495E-10,3.74748E-10
pfet_05v0,typical,125,2.10,0.50u,4,ioff_vgs0,1.49899E-09,3.74748E-10
pfet_05v0,typical,125,2.10,0.50u,8,ioff_vgs0,2.99798E-09,3.74748E-10
pfet_05v0,typical,125,2.10,0.50u,16,ioff_vgs0,5.99596E-09,3.74748E-10
pfet_05v0,typical,125,2.10,0.60u,1,ioff_vgs0,2.47376E-10,2.47376E-10
pfet_05v0,typical,125,2.10,0.60u,2,ioff_vgs0,4.94752E-10,2.47376E-10
pfet_05v0,typical,125,2.10,0.60u,4,ioff_vgs0,9.89504E-10,2.47376E-10
pfet_05v0,typical,125,2.10,0.60u,8,ioff_vgs0,1.97901E-09,2.47376E-10
pfet_05v0,typical,125,2.10,0.60u,16,ioff_vgs0,3.95802E-09,2.47376E-10
pfet_05v0,typical,125,2.10,1.00u,1,ioff_vgs0,1.46727E-10,1.46727E-10
pfet_05v0,typical,125,2.10,1.00u,2,ioff_vgs0,2.93453E-10,1.46727E-10
pfet_05v0,typical,125,2.10,1.00u,4,ioff_vgs0,5.86907E-10,1.46727E-10
pfet_05v0,typical,125,2.10,1.00u,8,ioff_vgs0,1.17381E-09,1.46727E-10
pfet_05v0,typical,125,2.10,1.00u,16,ioff_vgs0,2.34763E-09,1.46727E-10
pfet_05v0,typical,125,2.97,0.50u,1,ioff_vgs0,4.83176E-10,4.83176E-10
pfet_05v0,typical,125,2.97,0.50u,2,ioff_vgs0,9.66352E-10,4.83176E-10
pfet_05v0,typical,125,2.97,0.50u,4,ioff_vgs0,1.9327E-09,4.83176E-10
pfet_05v0,typical,125,2.97,0.50u,8,ioff_vgs0,3.86541E-09,4.83176E-10
pfet_05v0,typical,125,2.97,0.50u,16,ioff_vgs0,7.73082E-09,4.83176E-10
pfet_05v0,typical,125,2.97,0.60u,1,ioff_vgs0,3.01167E-10,3.01167E-10
pfet_05v0,typical,125,2.97,0.60u,2,ioff_vgs0,6.02334E-10,3.01167E-10
pfet_05v0,typical,125,2.97,0.60u,4,ioff_vgs0,1.20467E-09,3.01167E-10
pfet_05v0,typical,125,2.97,0.60u,8,ioff_vgs0,2.40934E-09,3.01167E-10
pfet_05v0,typical,125,2.97,0.60u,16,ioff_vgs0,4.81867E-09,3.01167E-10
pfet_05v0,typical,125,2.97,1.00u,1,ioff_vgs0,1.79751E-10,1.79751E-10
pfet_05v0,typical,125,2.97,1.00u,2,ioff_vgs0,3.59501E-10,1.79751E-10
pfet_05v0,typical,125,2.97,1.00u,4,ioff_vgs0,7.19002E-10,1.79751E-10
pfet_05v0,typical,125,2.97,1.00u,8,ioff_vgs0,1.438E-09,1.79751E-10
pfet_05v0,typical,125,2.97,1.00u,16,ioff_vgs0,2.87601E-09,1.79751E-10
pfet_05v0,typical,125,3.30,0.50u,1,ioff_vgs0,5.27013E-10,5.27013E-10
pfet_05v0,typical,125,3.30,0.50u,2,ioff_vgs0,1.05403E-09,5.27013E-10
pfet_05v0,typical,125,3.30,0.50u,4,ioff_vgs0,2.10805E-09,5.27013E-10
pfet_05v0,typical,125,3.30,0.50u,8,ioff_vgs0,4.2161E-09,5.27013E-10
pfet_05v0,typical,125,3.30,0.50u,16,ioff_vgs0,8.43221E-09,5.27013E-10
pfet_05v0,typical,125,3.30,0.60u,1,ioff_vgs0,3.21584E-10,3.21584E-10
pfet_05v0,typical,125,3.30,0.60u,2,ioff_vgs0,6.43169E-10,3.21584E-10
pfet_05v0,typical,125,3.30,0.60u,4,ioff_vgs0,1.28634E-09,3.21584E-10
pfet_05v0,typical,125,3.30,0.60u,8,ioff_vgs0,2.57268E-09,3.21584E-10
pfet_05v0,typical,125,3.30,0.60u,16,ioff_vgs0,5.14535E-09,3.21584E-10
pfet_05v0,typical,125,3.30,1.00u,1,ioff_vgs0,1.91997E-10,1.91997E-10
pfet_05v0,typical,125,3.30,1.00u,2,ioff_vgs0,3.83995E-10,1.91997E-10
pfet_05v0,typical,125,3.30,1.00u,4,ioff_vgs0,7.6799E-10,1.91997E-10
pfet_05v0,typical,125,3.30,1.00u,8,ioff_vgs0,1.53598E-09,1.91997E-10
pfet_05v0,typical,125,3.30,1.00u,16,ioff_vgs0,3.07196E-09,1.91997E-10
pfet_05v0,typical,125,3.63,0.50u,1,ioff_vgs0,5.72594E-10,5.72594E-10
pfet_05v0,typical,125,3.63,0.50u,2,ioff_vgs0,1.14519E-09,5.72594E-10
pfet_05v0,typical,125,3.63,0.50u,4,ioff_vgs0,2.29038E-09,5.72594E-10
pfet_05v0,typical,125,3.63,0.50u,8,ioff_vgs0,4.58075E-09,5.72594E-10
pfet_05v0,typical,125,3.63,0.50u,16,ioff_vgs0,9.1615E-09,5.72594E-10
pfet_05v0,typical,125,3.63,0.60u,1,ioff_vgs0,3.42116E-10,3.42116E-10
pfet_05v0,typical,125,3.63,0.60u,2,ioff_vgs0,6.84231E-10,3.42116E-10
pfet_05v0,typical,125,3.63,0.60u,4,ioff_vgs0,1.36846E-09,3.42116E-10
pfet_05v0,typical,125,3.63,0.60u,8,ioff_vgs0,2.73693E-09,3.42116E-10
pfet_05v0,typical,125,3.63,0.60u,16,ioff_vgs0,5.47385E-09,3.42116E-10
pfet_05v0,typical,125,3.63,1.00u,1,ioff_vgs0,2.04165E-10,2.04165E-10
pfet_05v0,typical,125,3.63,1.00u,2,ioff_vgs0,4.08331E-10,2.04165E-10
pfet_05v0,typical,125,3.63,1.00u,4,ioff_vgs0,8.16662E-10,2.04165E-10
pfet_05v0,typical,125,3.63,1.00u,8,ioff_vgs0,1.63332E-09,2.04165E-10
pfet_05v0,typical,125,3.63,1.00u,16,ioff_vgs0,3.26665E-09,2.04165E-10
pfet_05v0,typical,125,4.50,0.50u,1,ioff_vgs0,7.03059E-10,7.03059E-10
pfet_05v0,typical,125,4.50,0.50u,2,ioff_vgs0,1.40612E-09,7.03059E-10
pfet_05v0,typical,125,4.50,0.50u,4,ioff_vgs0,2.81223E-09,7.03059E-10
pfet_05v0,typical,125,4.50,0.50u,8,ioff_vgs0,5.62447E-09,7.03059E-10
pfet_05v0,typical,125,4.50,0.50u,16,ioff_vgs0,1.12489E-08,7.03059E-10
pfet_05v0,typical,125,4.50,0.60u,1,ioff_vgs0,3.97454E-10,3.97454E-10
pfet_05v0,typical,125,4.50,0.60u,2,ioff_vgs0,7.94907E-10,3.97454E-10
pfet_05v0,typical,125,4.50,0.60u,4,ioff_vgs0,1.58981E-09,3.97454E-10
pfet_05v0,typical,125,4.50,0.60u,8,ioff_vgs0,3.17963E-09,3.97454E-10
pfet_05v0,typical,125,4.50,0.60u,16,ioff_vgs0,6.35926E-09,3.97454E-10
pfet_05v0,typical,125,4.50,1.00u,1,ioff_vgs0,2.3616E-10,2.3616E-10
pfet_05v0,typical,125,4.50,1.00u,2,ioff_vgs0,4.7232E-10,2.3616E-10
pfet_05v0,typical,125,4.50,1.00u,4,ioff_vgs0,9.4464E-10,2.3616E-10
pfet_05v0,typical,125,4.50,1.00u,8,ioff_vgs0,1.88928E-09,2.3616E-10
pfet_05v0,typical,125,4.50,1.00u,16,ioff_vgs0,3.77856E-09,2.3616E-10
pfet_05v0,typical,125,5.00,0.50u,1,ioff_vgs0,7.87954E-10,7.87954E-10
pfet_05v0,typical,125,5.00,0.50u,2,ioff_vgs0,1.57591E-09,7.87954E-10
pfet_05v0,typical,125,5.00,0.50u,4,ioff_vgs0,3.15181E-09,7.87954E-10
pfet_05v0,typical,125,5.00,0.50u,8,ioff_vgs0,6.30363E-09,7.87954E-10
pfet_05v0,typical,125,5.00,0.50u,16,ioff_vgs0,1.26073E-08,7.87954E-10
pfet_05v0,typical,125,5.00,0.60u,1,ioff_vgs0,4.31144E-10,4.31144E-10
pfet_05v0,typical,125,5.00,0.60u,2,ioff_vgs0,8.62288E-10,4.31144E-10
pfet_05v0,typical,125,5.00,0.60u,4,ioff_vgs0,1.72458E-09,4.31144E-10
pfet_05v0,typical,125,5.00,0.60u,8,ioff_vgs0,3.44915E-09,4.31144E-10
pfet_05v0,typical,125,5.00,0.60u,16,ioff_vgs0,6.89831E-09,4.31144E-10
pfet_05v0,typical,125,5.00,1.00u,1,ioff_vgs0,2.54851E-10,2.54851E-10
pfet_05v0,typical,125,5.00,1.00u,2,ioff_vgs0,5.09702E-10,2.54851E-10
pfet_05v0,typical,125,5.00,1.00u,4,ioff_vgs0,1.0194E-09,2.54851E-10
pfet_05v0,typical,125,5.00,1.00u,8,ioff_vgs0,2.03881E-09,2.54851E-10
pfet_05v0,typical,125,5.00,1.00u,16,ioff_vgs0,4.07762E-09,2.54851E-10
pfet_05v0,typical,125,5.50,0.50u,1,ioff_vgs0,8.85858E-10,8.85858E-10
pfet_05v0,typical,125,5.50,0.50u,2,ioff_vgs0,1.77172E-09,8.85858E-10
pfet_05v0,typical,125,5.50,0.50u,4,ioff_vgs0,3.54343E-09,8.85858E-10
pfet_05v0,typical,125,5.50,0.50u,8,ioff_vgs0,7.08686E-09,8.85858E-10
pfet_05v0,typical,125,5.50,0.50u,16,ioff_vgs0,1.41737E-08,8.85858E-10
pfet_05v0,typical,125,5.50,0.60u,1,ioff_vgs0,4.68157E-10,4.68157E-10
pfet_05v0,typical,125,5.50,0.60u,2,ioff_vgs0,9.36315E-10,4.68157E-10
pfet_05v0,typical,125,5.50,0.60u,4,ioff_vgs0,1.87263E-09,4.68157E-10
pfet_05v0,typical,125,5.50,0.60u,8,ioff_vgs0,3.74526E-09,4.68157E-10
pfet_05v0,typical,125,5.50,0.60u,16,ioff_vgs0,7.49052E-09,4.68157E-10
pfet_05v0,typical,125,5.50,1.00u,1,ioff_vgs0,2.74314E-10,2.74314E-10
