corner_id,iload_a,ceff_f,esr_ohm,pm_deg[ngspice-46-pinned],gm_db[ngspice-46-pinned],pm_deg[ngspice-46-fresh],gm_db[ngspice-46-fresh],pm_deg[ngspice-47],gm_db[ngspice-47],dpm_deg[ngspice-46-fresh-ngspice-46-pinned],dgm_db[ngspice-46-fresh-ngspice-46-pinned],dpm_deg[ngspice-47-ngspice-46-pinned],dgm_db[ngspice-47-ngspice-46-pinned]
ff_125c_3.63v,0.01,1e-06,0.001,59.369000,17.664700,59.369000,17.664700,59.369000,17.664700,0.000000,0.000000,0.000000,0.000000
ff_125c_3.63v,0.01,1e-06,0.05,62.750000,21.376800,62.750000,21.376800,62.750000,21.376800,0.000000,0.000000,0.000000,0.000000
ff_125c_3.63v,0.01,1e-06,0.2,73.086000,23.118900,73.086000,23.118900,73.086000,23.118900,0.000000,0.000000,0.000000,0.000000
ff_125c_3.63v,0.01,1e-06,0.5,94.153200,17.633600,94.153200,17.633600,94.153200,17.633600,0.000000,0.000000,0.000000,0.000000
ff_125c_3.63v,0.01,3.3e-07,0.001,38.151000,7.994820,38.151000,7.994820,38.151000,7.994820,0.000000,0.000000,0.000000,0.000000
ff_125c_3.63v,0.01,3.3e-07,0.05,41.146000,9.177850,41.146000,9.177850,41.146000,9.177850,0.000000,0.000000,0.000000,0.000000
ff_125c_3.63v,0.01,3.3e-07,0.2,49.742000,12.852500,49.742000,12.852500,49.742000,12.852500,0.000000,0.000000,0.000000,0.000000
ff_125c_3.63v,0.01,3.3e-07,0.5,64.024000,14.136500,64.024000,14.136500,64.024000,14.136500,0.000000,0.000000,0.000000,0.000000
ff_125c_3.63v,0.01,4.7e-06,0.001,45.807000,31.370600,45.807000,31.370600,45.807000,31.370600,0.000000,0.000000,0.000000,0.000000
ff_125c_3.63v,0.01,4.7e-06,0.05,50.250000,35.855000,50.250000,35.855000,50.250000,35.855000,0.000000,0.000000,0.000000,0.000000
ff_125c_3.63v,0.01,4.7e-06,0.2,64.470000,26.245700,64.470000,26.245700,64.470000,26.245700,0.000000,0.000000,0.000000,0.000000
ff_125c_3.63v,0.01,4.7e-06,0.5,96.580900,18.691700,96.580900,18.691700,96.580900,18.691700,0.000000,0.000000,0.000000,0.000000
ff_125c_3.63v,0.025,1e-06,0.001,54.104000,15.271600,54.104000,15.271600,54.104000,15.271600,0.000000,0.000000,0.000000,0.000000
ff_125c_3.63v,0.025,1e-06,0.05,58.397000,19.048800,58.397000,19.048800,58.397000,19.048800,0.000000,0.000000,0.000000,0.000000
ff_125c_3.63v,0.025,1e-06,0.2,71.321000,21.092600,71.321000,21.092600,71.321000,21.092600,0.000000,0.000000,0.000000,0.000000
ff_125c_3.63v,0.025,1e-06,0.5,95.552800,15.638700,95.552800,15.638700,95.552800,15.638700,0.000000,0.000000,0.000000,0.000000
ff_125c_3.63v,0.025,3.3e-07,0.001,26.646000,5.607710,26.646000,5.607710,26.646000,5.607710,0.000000,0.000000,0.000000,0.000000
ff_125c_3.63v,0.025,3.3e-07,0.05,30.244000,6.801280,30.244000,6.801280,30.244000,6.801280,0.000000,0.000000,0.000000,0.000000
ff_125c_3.63v,0.025,3.3e-07,0.2,40.298000,10.580800,40.298000,10.580800,40.298000,10.580800,0.000000,0.000000,0.000000,0.000000
ff_125c_3.63v,0.025,3.3e-07,0.5,55.113000,12.095600,55.113000,12.095600,55.113000,12.095600,0.000000,0.000000,0.000000,0.000000
ff_125c_3.63v,0.025,4.7e-06,0.001,46.237000,28.976000,46.237000,28.976000,46.237000,28.976000,0.000000,0.000000,0.000000,0.000000
ff_125c_3.63v,0.025,4.7e-06,0.05,51.916000,33.830400,51.916000,33.830400,51.916000,33.830400,0.000000,0.000000,0.000000,0.000000
ff_125c_3.63v,0.025,4.7e-06,0.2,70.219000,24.250300,70.219000,24.250300,70.219000,24.250300,0.000000,0.000000,0.000000,0.000000
ff_125c_3.63v,0.025,4.7e-06,0.5,112.836200,16.699900,112.836200,16.699900,112.836200,16.699900,0.000000,0.000000,0.000000,0.000000
ff_125c_3.63v,0.05,1e-06,0.001,50.329000,13.397300,50.329000,13.397300,50.329000,13.397300,0.000000,0.000000,0.000000,0.000000
ff_125c_3.63v,0.05,1e-06,0.05,55.429000,17.125700,55.429000,17.125700,55.429000,17.125700,0.000000,0.000000,0.000000,0.000000
ff_125c_3.63v,0.05,1e-06,0.2,70.454000,19.226200,70.454000,19.226200,70.454000,19.226200,0.000000,0.000000,0.000000,0.000000
ff_125c_3.63v,0.05,1e-06,0.5,93.074700,13.789500,93.074700,13.789500,93.074700,13.789500,0.000000,0.000000,0.000000,0.000000
ff_125c_3.63v,0.05,3.3e-07,0.001,18.016000,3.742100,18.016000,3.742100,18.016000,3.742100,0.000000,0.000000,0.000000,0.000000
ff_125c_3.63v,0.05,3.3e-07,0.05,22.125000,4.920430,22.125000,4.920430,22.125000,4.920430,0.000000,0.000000,0.000000,0.000000
ff_125c_3.63v,0.05,3.3e-07,0.2,33.320000,8.657710,33.320000,8.657710,33.320000,8.657710,0.000000,0.000000,0.000000,0.000000
ff_125c_3.63v,0.05,3.3e-07,0.5,47.839000,10.226900,47.839000,10.226900,47.839000,10.226900,0.000000,0.000000,0.000000,0.000000
ff_125c_3.63v,0.05,4.7e-06,0.001,47.342000,27.094800,47.342000,27.094800,47.342000,27.094800,0.000000,0.000000,0.000000,0.000000
ff_125c_3.63v,0.05,4.7e-06,0.05,54.040000,31.962600,54.040000,31.962600,54.040000,31.962600,0.000000,0.000000,0.000000,0.000000
ff_125c_3.63v,0.05,4.7e-06,0.2,75.785000,22.396400,75.785000,22.396400,75.785000,22.396400,0.000000,0.000000,0.000000,0.000000
ff_125c_3.63v,0.05,4.7e-06,0.5,126.023500,14.848800,126.023500,14.848800,126.023500,14.848800,0.000000,0.000000,0.000000,0.000000
