corner_id,corner,temp_c,vin_v,variant,ssr_cmd_v,ssr_v,fb_v,vout_v,iinj_ua,pass_gate_v,erramp_out_v,isup_a,gmsum_v,in_regulation
res_ff_125c_3.30v,res_ff,125,3.30,binj,0.05,0.050000,1.199400,0.074096,5.75001,2.640520,2.640520,2.080560e-03,,yes
res_ff_125c_3.30v,res_ff,125,3.30,binj,0.075,0.075000,1.199400,0.111596,5.62501,2.602730,2.602730,3.122130e-03,,yes
res_ff_125c_3.30v,res_ff,125,3.30,binj,0.1,0.100000,1.199400,0.149096,5.50001,2.572870,2.572870,4.163700e-03,,yes
res_ff_125c_3.30v,res_ff,125,3.30,binj,0.125,0.125000,1.199400,0.186596,5.37501,2.547470,2.547470,5.205270e-03,,yes
res_ff_125c_3.30v,res_ff,125,3.30,binj,0.15,0.150000,1.199400,0.224096,5.25001,2.524960,2.524960,6.246830e-03,,yes
res_ff_125c_3.30v,res_ff,125,3.30,binj,0.175,0.175000,1.199400,0.261596,5.12501,2.504500,2.504500,7.288400e-03,,yes
res_ff_125c_3.30v,res_ff,125,3.30,binj,0.2,0.200000,1.199400,0.299096,5.00001,2.485560,2.485560,8.329970e-03,,yes
res_ff_125c_3.30v,res_ff,125,3.30,binj,0.225,0.225000,1.199400,0.336596,4.87501,2.467810,2.467810,9.371540e-03,,yes
res_ff_125c_3.30v,res_ff,125,3.30,binj,0.25,0.250000,1.199400,0.374095,4.75002,2.451020,2.451020,1.041310e-02,,yes
res_ff_125c_3.30v,res_ff,125,3.30,binj,0.275,0.275000,1.199400,0.411595,4.62502,2.435020,2.435020,1.145470e-02,,yes
res_ff_125c_3.30v,res_ff,125,3.30,binj,0.3,0.300000,1.199400,0.449095,4.50002,2.419670,2.419670,1.249630e-02,,yes
res_ff_125c_3.30v,res_ff,125,3.30,binj,0.325,0.325000,1.199400,0.486595,4.37502,2.404890,2.404890,1.353780e-02,,yes
res_ff_125c_3.30v,res_ff,125,3.30,binj,0.35,0.350000,1.199400,0.524095,4.25002,2.390590,2.390590,1.457940e-02,,yes
res_ff_125c_3.30v,res_ff,125,3.30,binj,0.375,0.375000,1.199400,0.561595,4.12502,2.376710,2.376710,1.562100e-02,,yes
res_ff_125c_3.30v,res_ff,125,3.30,binj,0.4,0.400000,1.199400,0.599095,4.00002,2.363200,2.363200,1.666250e-02,,yes
res_ff_125c_3.30v,res_ff,125,3.30,binj,0.425,0.425000,1.199400,0.636595,3.87502,2.350030,2.350030,1.770410e-02,,yes
res_ff_125c_3.30v,res_ff,125,3.30,binj,0.45,0.450000,1.199400,0.674095,3.75002,2.337160,2.337160,1.874570e-02,,yes
res_ff_125c_3.30v,res_ff,125,3.30,binj,0.475,0.475000,1.199400,0.711595,3.62502,2.324550,2.324550,1.978730e-02,,yes
res_ff_125c_3.30v,res_ff,125,3.30,binj,0.5,0.500000,1.199400,0.749095,3.50002,2.312180,2.312180,2.082880e-02,,yes
res_ff_125c_3.30v,res_ff,125,3.30,binj,0.525,0.525000,1.199400,0.786595,3.37502,2.300040,2.300040,2.187040e-02,,yes
res_ff_125c_3.30v,res_ff,125,3.30,binj,0.55,0.550000,1.199400,0.824095,3.25002,2.288100,2.288100,2.291200e-02,,yes
res_ff_125c_3.30v,res_ff,125,3.30,binj,0.575,0.575000,1.199400,0.861595,3.12502,2.276340,2.276340,2.395360e-02,,yes
res_ff_125c_3.30v,res_ff,125,3.30,binj,0.6,0.600000,1.199400,0.899095,3.00002,2.264750,2.264750,2.499510e-02,,yes
res_ff_125c_3.30v,res_ff,125,3.30,binj,0.625,0.625000,1.199400,0.936594,2.87502,2.253320,2.253320,2.603670e-02,,yes
res_ff_125c_3.30v,res_ff,125,3.30,binj,0.65,0.650000,1.199400,0.974094,2.75002,2.242030,2.242030,2.707830e-02,,yes
res_ff_125c_3.30v,res_ff,125,3.30,binj,0.675,0.675000,1.199400,1.011590,2.62503,2.230880,2.230880,2.811990e-02,,yes
res_ff_125c_3.30v,res_ff,125,3.30,binj,0.7,0.700000,1.199400,1.049090,2.50003,2.219850,2.219850,2.916140e-02,,yes
res_ff_125c_3.30v,res_ff,125,3.30,binj,0.725,0.725000,1.199400,1.086590,2.37503,2.208930,2.208930,3.020300e-02,,yes
res_ff_125c_3.30v,res_ff,125,3.30,binj,0.75,0.750000,1.199400,1.124090,2.25003,2.198130,2.198130,3.124460e-02,,yes
res_ff_125c_3.30v,res_ff,125,3.30,binj,0.775,0.775000,1.199400,1.161590,2.12503,2.187420,2.187420,3.228620e-02,,yes
res_ff_125c_3.30v,res_ff,125,3.30,binj,0.8,0.800000,1.199400,1.199090,2.00003,2.176800,2.176800,3.332770e-02,,yes
res_ff_125c_3.30v,res_ff,125,3.30,binj,0.825,0.825000,1.199400,1.236590,1.87503,2.166270,2.166270,3.436930e-02,,yes
res_ff_125c_3.30v,res_ff,125,3.30,binj,0.85,0.850000,1.199400,1.274090,1.75003,2.155820,2.155820,3.541090e-02,,yes
res_ff_125c_3.30v,res_ff,125,3.30,binj,0.875,0.875000,1.199400,1.311590,1.62503,2.145440,2.145440,3.645250e-02,,yes
res_ff_125c_3.30v,res_ff,125,3.30,binj,0.9,0.900000,1.199400,1.349090,1.50003,2.135130,2.135130,3.749400e-02,,yes
res_ff_125c_3.30v,res_ff,125,3.30,binj,0.925,0.925000,1.199400,1.386590,1.37503,2.124880,2.124880,3.853560e-02,,yes
res_ff_125c_3.30v,res_ff,125,3.30,binj,0.95,0.950000,1.199400,1.424090,1.25003,2.114680,2.114680,3.957720e-02,,yes
res_ff_125c_3.30v,res_ff,125,3.30,binj,0.975,0.975000,1.199400,1.461590,1.12503,2.104540,2.104540,4.061880e-02,,yes
res_ff_125c_3.30v,res_ff,125,3.30,binj,1,1.000000,1.199400,1.499090,1.00003,2.094450,2.094450,4.166040e-02,,yes
res_ff_125c_3.30v,res_ff,125,3.30,binj,1.025,1.025000,1.199400,1.536590,0.87503,2.084390,2.084390,4.270190e-02,,yes
res_ff_125c_3.30v,res_ff,125,3.30,binj,1.05,1.050000,1.199400,1.574090,0.75003,2.074380,2.074380,4.374350e-02,,yes
res_ff_125c_3.30v,res_ff,125,3.30,binj,1.075,1.075000,1.199400,1.611590,0.62503,2.064390,2.064390,4.478510e-02,,yes
res_ff_125c_3.30v,res_ff,125,3.30,binj,1.1,1.100000,1.199400,1.649090,0.50003,2.054440,2.054440,4.582670e-02,,yes
res_ff_125c_3.30v,res_ff,125,3.30,binj,1.125,1.125000,1.199400,1.686590,0.37503,2.044500,2.044500,4.686830e-02,,yes
res_ff_125c_3.30v,res_ff,125,3.30,binj,1.15,1.150000,1.199400,1.724090,0.25003,2.034590,2.034590,4.790980e-02,,yes
res_ff_125c_3.30v,res_ff,125,3.30,binj,1.175,1.175000,1.199400,1.761590,0.12503,2.024680,2.024680,4.895140e-02,,yes
res_ff_125c_3.30v,res_ff,125,3.30,binj,1.2,1.200000,1.199400,1.799090,0.00003,2.014790,2.014790,4.999300e-02,,yes
res_ff_125c_3.30v,res_ff,125,3.30,binj,1.225,1.225000,1.199400,1.799090,0.00003,2.014790,2.014790,4.999300e-02,,yes
res_ff_125c_3.30v,res_ff,125,3.30,binj,1.25,1.250000,1.199400,1.799090,0.00003,2.014790,2.014790,4.999300e-02,,yes
res_ff_125c_3.30v,res_ff,125,3.30,binj,1.275,1.275000,1.199400,1.799090,0.00003,2.014790,2.014790,4.999300e-02,,yes
res_ff_125c_3.30v,res_ff,125,3.30,binj,1.3,1.300000,1.199400,1.799090,0.00003,2.014790,2.014790,4.999300e-02,,yes
res_ff_125c_3.30v,res_ff,125,3.30,binj,1.325,1.325000,1.199400,1.799090,0.00003,2.014790,2.014790,4.999300e-02,,yes
res_ff_125c_3.30v,res_ff,125,3.30,binj,1.35,1.350000,1.199400,1.799090,0.00003,2.014790,2.014790,4.999300e-02,,yes
res_ff_125c_3.30v,res_ff,125,3.30,binj,1.375,1.375000,1.199400,1.799090,0.00003,2.014790,2.014790,4.999300e-02,,yes
res_ff_125c_3.30v,res_ff,125,3.30,binj,1.4,1.400000,1.199400,1.799090,0.00003,2.014790,2.014790,4.999300e-02,,yes
res_ff_125c_3.30v,res_ff,125,3.30,binj,1.425,1.425000,1.199400,1.799090,0.00003,2.014790,2.014790,4.999300e-02,,yes
res_ff_125c_3.30v,res_ff,125,3.30,binj,1.45,1.450000,1.199400,1.799090,0.00003,2.014790,2.014790,4.999300e-02,,yes
res_ff_125c_3.30v,res_ff,125,3.30,binj,1.475,1.475000,1.199400,1.799090,0.00003,2.014790,2.014790,4.999300e-02,,yes
res_ff_125c_3.30v,res_ff,125,3.30,binj,1.5,1.500000,1.199400,1.799090,0.00003,2.014790,2.014790,4.999300e-02,,yes
res_ff_125c_3.30v,res_ff,125,3.30,binj,1.525,1.525000,1.199400,1.799090,0.00003,2.014790,2.014790,4.999300e-02,,yes
res_ff_125c_3.30v,res_ff,125,3.30,binj,1.55,1.550000,1.199400,1.799090,0.00003,2.014790,2.014790,4.999300e-02,,yes
res_ff_125c_3.30v,res_ff,125,3.30,binj,1.575,1.575000,1.199400,1.799090,0.00003,2.014790,2.014790,4.999300e-02,,yes
res_ff_125c_3.30v,res_ff,125,3.30,binj,1.6,1.600000,1.199400,1.799090,0.00003,2.014790,2.014790,4.999300e-02,,yes
res_ff_125c_3.30v,res_ff,125,3.30,binj,1.625,1.625000,1.199400,1.799090,0.00003,2.014790,2.014790,4.999300e-02,,yes
res_ff_125c_3.30v,res_ff,125,3.30,binj,1.65,1.650000,1.199400,1.799090,0.00003,2.014790,2.014790,4.999300e-02,,yes
res_ff_125c_3.30v,res_ff,125,3.30,binj,1.675,1.675000,1.199400,1.799090,0.00003,2.014790,2.014790,4.999300e-02,,yes
res_ff_125c_3.30v,res_ff,125,3.30,binj,1.7,1.700000,1.199400,1.799090,0.00003,2.014790,2.014790,4.999300e-02,,yes
res_ff_125c_3.30v,res_ff,125,3.30,binj,1.725,1.725000,1.199400,1.799090,0.00003,2.014790,2.014790,4.999300e-02,,yes
res_ff_125c_3.30v,res_ff,125,3.30,binj,1.75,1.750000,1.199400,1.799090,0.00003,2.014790,2.014790,4.999300e-02,,yes
res_ff_125c_3.30v,res_ff,125,3.30,binj,1.775,1.775000,1.199400,1.799090,0.00003,2.014790,2.014790,4.999300e-02,,yes
res_ff_125c_3.30v,res_ff,125,3.30,binj,1.8,1.800000,1.199400,1.799090,0.00003,2.014790,2.014790,4.999300e-02,,yes
res_ff_125c_3.30v,res_ff,125,3.30,binj,1.825,1.825000,1.199400,1.799090,0.00003,2.014790,2.014790,4.999300e-02,,yes
res_ff_125c_3.30v,res_ff,125,3.30,binj,1.85,1.850000,1.199400,1.799090,0.00003,2.014790,2.014790,4.999300e-02,,yes
res_ff_125c_3.30v,res_ff,125,3.30,binj,1.875,1.875000,1.199400,1.799090,0.00003,2.014790,2.014790,4.999300e-02,,yes
res_ff_125c_3.30v,res_ff,125,3.30,binj,1.9,1.900000,1.199400,1.799090,0.00003,2.014790,2.014790,4.999300e-02,,yes
res_ff_125c_3.30v,res_ff,125,3.30,binj,1.925,1.925000,1.199400,1.799090,0.00003,2.014790,2.014790,4.999300e-02,,yes
res_ff_125c_3.30v,res_ff,125,3.30,binj,1.95,1.950000,1.199400,1.799090,0.00003,2.014790,2.014790,4.999300e-02,,yes
res_ff_125c_3.30v,res_ff,125,3.30,binj,1.975,1.975000,1.199400,1.799090,0.00003,2.014790,2.014790,4.999300e-02,,yes
res_ff_125c_3.30v,res_ff,125,3.30,binj,2,2.000000,1.199400,1.799090,0.00003,2.014790,2.014790,4.999300e-02,,yes
res_ff_125c_3.30v,res_ff,125,3.30,binj,2.025,2.025000,1.199400,1.799090,0.00003,2.014790,2.014790,4.999300e-02,,yes
res_ff_125c_3.30v,res_ff,125,3.30,binj,2.05,2.050000,1.199400,1.799090,0.00003,2.014790,2.014790,4.999300e-02,,yes
res_ff_125c_3.30v,res_ff,125,3.30,binj,2.075,2.075000,1.199400,1.799090,0.00003,2.014790,2.014790,4.999300e-02,,yes
res_ff_125c_3.30v,res_ff,125,3.30,binj,2.1,2.100000,1.199400,1.799090,0.00003,2.014790,2.014790,4.999300e-02,,yes
res_ff_125c_3.30v,res_ff,125,3.30,binj,2.125,2.125000,1.199400,1.799090,0.00003,2.014790,2.014790,4.999300e-02,,yes
res_ff_125c_3.30v,res_ff,125,3.30,binj,2.15,2.150000,1.199400,1.799090,0.00003,2.014790,2.014790,4.999300e-02,,yes
res_ff_125c_3.30v,res_ff,125,3.30,binj,2.175,2.175000,1.199400,1.799090,0.00003,2.014790,2.014790,4.999300e-02,,yes
res_ff_125c_3.30v,res_ff,125,3.30,binj,2.2,2.200000,1.199400,1.799090,0.00003,2.014790,2.014790,4.999300e-02,,yes
res_ff_125c_3.30v,res_ff,125,3.30,binj,2.225,2.225000,1.199400,1.799090,0.00003,2.014790,2.014790,4.999300e-02,,yes
res_ff_125c_3.30v,res_ff,125,3.30,binj,2.25,2.250000,1.199400,1.799090,0.00003,2.014790,2.014790,4.999300e-02,,yes
res_ff_125c_3.30v,res_ff,125,3.30,binj,2.275,2.275000,1.199400,1.799090,0.00003,2.014790,2.014790,4.999300e-02,,yes
res_ff_125c_3.30v,res_ff,125,3.30,binj,2.3,2.300000,1.199400,1.799090,0.00003,2.014790,2.014790,4.999300e-02,,yes
res_ff_125c_3.30v,res_ff,125,3.30,binj,2.325,2.325000,1.199400,1.799090,0.00003,2.014790,2.014790,4.999300e-02,,yes
res_ff_125c_3.30v,res_ff,125,3.30,binj,2.35,2.350000,1.199400,1.799090,0.00003,2.014790,2.014790,4.999300e-02,,yes
res_ff_125c_3.30v,res_ff,125,3.30,binj,2.375,2.375000,1.199400,1.799090,0.00003,2.014790,2.014790,4.999300e-02,,yes
res_ff_125c_3.30v,res_ff,125,3.30,binj,2.4,2.400000,1.199400,1.799090,0.00003,2.014790,2.014790,4.999300e-02,,yes
res_ff_125c_3.63v,res_ff,125,3.63,binj,0,0.000000,1.200140,0.000205,6.00002,3.629570,3.629570,2.733200e-05,,yes
res_ff_125c_3.63v,res_ff,125,3.63,binj,0.025,0.025000,1.199300,0.036454,5.87499,3.033350,3.033350,1.037460e-03,,yes
res_ff_125c_3.63v,res_ff,125,3.63,binj,0.05,0.050000,1.199300,0.073953,5.74999,2.976610,2.976610,2.079010e-03,,yes
res_ff_125c_3.63v,res_ff,125,3.63,binj,0.075,0.075000,1.199300,0.111453,5.62499,2.938820,2.938820,3.120580e-03,,yes
res_ff_125c_3.63v,res_ff,125,3.63,binj,0.1,0.100000,1.199300,0.148953,5.49999,2.908980,2.908980,4.162140e-03,,yes
res_ff_125c_3.63v,res_ff,125,3.63,binj,0.125,0.125000,1.199300,0.186453,5.37499,2.883600,2.883600,5.203710e-03,,yes
res_ff_125c_3.63v,res_ff,125,3.63,binj,0.15,0.150000,1.199300,0.223953,5.24999,2.861120,2.861120,6.245270e-03,,yes
res_ff_125c_3.63v,res_ff,125,3.63,binj,0.175,0.175000,1.199300,0.261452,5.12499,2.840680,2.840680,7.286840e-03,,yes
res_ff_125c_3.63v,res_ff,125,3.63,binj,0.2,0.200000,1.199300,0.298952,4.99999,2.821780,2.821780,8.328410e-03,,yes
res_ff_125c_3.63v,res_ff,125,3.63,binj,0.225,0.225000,1.199300,0.336452,4.87499,2.804070,2.804070,9.369980e-03,,yes
res_ff_125c_3.63v,res_ff,125,3.63,binj,0.25,0.250000,1.199300,0.373952,4.74999,2.787320,2.787320,1.041150e-02,,yes
res_ff_125c_3.63v,res_ff,125,3.63,binj,0.275,0.275000,1.199300,0.411452,4.62499,2.771370,2.771370,1.145310e-02,,yes
res_ff_125c_3.63v,res_ff,125,3.63,binj,0.3,0.300000,1.199300,0.448952,4.49999,2.756070,2.756070,1.249470e-02,,yes
res_ff_125c_3.63v,res_ff,125,3.63,binj,0.325,0.325000,1.199300,0.486452,4.37499,2.741350,2.741350,1.353630e-02,,yes
res_ff_125c_3.63v,res_ff,125,3.63,binj,0.35,0.350000,1.199300,0.523952,4.24999,2.727110,2.727110,1.457780e-02,,yes
res_ff_125c_3.63v,res_ff,125,3.63,binj,0.375,0.375000,1.199300,0.561452,4.12499,2.713300,2.713300,1.561940e-02,,yes
res_ff_125c_3.63v,res_ff,125,3.63,binj,0.4,0.400000,1.199300,0.598952,3.99999,2.699860,2.699860,1.666100e-02,,yes
res_ff_125c_3.63v,res_ff,125,3.63,binj,0.425,0.425000,1.199300,0.636451,3.87500,2.686760,2.686760,1.770250e-02,,yes
res_ff_125c_3.63v,res_ff,125,3.63,binj,0.45,0.450000,1.199300,0.673951,3.75000,2.673970,2.673970,1.874410e-02,,yes
res_ff_125c_3.63v,res_ff,125,3.63,binj,0.475,0.475000,1.199300,0.711451,3.62500,2.661450,2.661450,1.978570e-02,,yes
res_ff_125c_3.63v,res_ff,125,3.63,binj,0.5,0.500000,1.199300,0.748951,3.50000,2.649170,2.649170,2.082720e-02,,yes
res_ff_125c_3.63v,res_ff,125,3.63,binj,0.525,0.525000,1.199300,0.786451,3.37500,2.637120,2.637120,2.186880e-02,,yes
res_ff_125c_3.63v,res_ff,125,3.63,binj,0.55,0.550000,1.199300,0.823951,3.25000,2.625280,2.625280,2.291040e-02,,yes
res_ff_125c_3.63v,res_ff,125,3.63,binj,0.575,0.575000,1.199300,0.861451,3.12500,2.613620,2.613620,2.395200e-02,,yes
res_ff_125c_3.63v,res_ff,125,3.63,binj,0.6,0.600000,1.199300,0.898951,3.00000,2.602140,2.602140,2.499350e-02,,yes
res_ff_125c_3.63v,res_ff,125,3.63,binj,0.625,0.625000,1.199300,0.936451,2.87500,2.590820,2.590820,2.603510e-02,,yes
res_ff_125c_3.63v,res_ff,125,3.63,binj,0.65,0.650000,1.199300,0.973951,2.75000,2.579640,2.579640,2.707670e-02,,yes
res_ff_125c_3.63v,res_ff,125,3.63,binj,0.675,0.675000,1.199300,1.011450,2.62500,2.568610,2.568610,2.811820e-02,,yes
res_ff_125c_3.63v,res_ff,125,3.63,binj,0.7,0.700000,1.199300,1.048950,2.50000,2.557700,2.557700,2.915980e-02,,yes
res_ff_125c_3.63v,res_ff,125,3.63,binj,0.725,0.725000,1.199300,1.086450,2.37500,2.546920,2.546920,3.020140e-02,,yes
res_ff_125c_3.63v,res_ff,125,3.63,binj,0.75,0.750000,1.199300,1.123950,2.25000,2.536240,2.536240,3.124300e-02,,yes
res_ff_125c_3.63v,res_ff,125,3.63,binj,0.775,0.775000,1.199300,1.161450,2.12500,2.525670,2.525670,3.228450e-02,,yes
res_ff_125c_3.63v,res_ff,125,3.63,binj,0.8,0.800000,1.199300,1.198950,2.00000,2.515190,2.515190,3.332610e-02,,yes
res_ff_125c_3.63v,res_ff,125,3.63,binj,0.825,0.825000,1.199300,1.236450,1.87500,2.504810,2.504810,3.436770e-02,,yes
res_ff_125c_3.63v,res_ff,125,3.63,binj,0.85,0.850000,1.199300,1.273950,1.75000,2.494510,2.494510,3.540930e-02,,yes
res_ff_125c_3.63v,res_ff,125,3.63,binj,0.875,0.875000,1.199300,1.311450,1.62500,2.484290,2.484290,3.645080e-02,,yes
res_ff_125c_3.63v,res_ff,125,3.63,binj,0.9,0.900000,1.199300,1.348950,1.50000,2.474140,2.474140,3.749240e-02,,yes
res_ff_125c_3.63v,res_ff,125,3.63,binj,0.925,0.925000,1.199300,1.386450,1.37500,2.464060,2.464060,3.853400e-02,,yes
res_ff_125c_3.63v,res_ff,125,3.63,binj,0.95,0.950000,1.199300,1.423950,1.25000,2.454050,2.454050,3.957560e-02,,yes
res_ff_125c_3.63v,res_ff,125,3.63,binj,0.975,0.975000,1.199300,1.461450,1.12500,2.444090,2.444090,4.061710e-02,,yes
res_ff_125c_3.63v,res_ff,125,3.63,binj,1,1.000000,1.199300,1.498950,1.00000,2.434200,2.434200,4.165870e-02,,yes
res_ff_125c_3.63v,res_ff,125,3.63,binj,1.025,1.025000,1.199300,1.536450,0.87500,2.424350,2.424350,4.270030e-02,,yes
res_ff_125c_3.63v,res_ff,125,3.63,binj,1.05,1.050000,1.199300,1.573950,0.75000,2.414550,2.414550,4.374190e-02,,yes
res_ff_125c_3.63v,res_ff,125,3.63,binj,1.075,1.075000,1.199300,1.611450,0.62500,2.404790,2.404790,4.478340e-02,,yes
res_ff_125c_3.63v,res_ff,125,3.63,binj,1.1,1.100000,1.199300,1.648950,0.50000,2.395070,2.395070,4.582500e-02,,yes
res_ff_125c_3.63v,res_ff,125,3.63,binj,1.125,1.125000,1.199300,1.686450,0.37500,2.385390,2.385390,4.686660e-02,,yes
res_ff_125c_3.63v,res_ff,125,3.63,binj,1.15,1.150000,1.199300,1.723950,0.25000,2.375730,2.375730,4.790820e-02,,yes
res_ff_125c_3.63v,res_ff,125,3.63,binj,1.175,1.175000,1.199300,1.761450,0.12500,2.366110,2.366110,4.894980e-02,,yes
res_ff_125c_3.63v,res_ff,125,3.63,binj,1.2,1.200000,1.199300,1.798950,0.00000,2.356510,2.356510,4.999130e-02,,yes
res_ff_125c_3.63v,res_ff,125,3.63,binj,1.225,1.225000,1.199300,1.798950,0.00000,2.356510,2.356510,4.999130e-02,,yes
res_ff_125c_3.63v,res_ff,125,3.63,binj,1.25,1.250000,1.199300,1.798950,0.00000,2.356510,2.356510,4.999130e-02,,yes
res_ff_125c_3.63v,res_ff,125,3.63,binj,1.275,1.275000,1.199300,1.798950,0.00000,2.356510,2.356510,4.999130e-02,,yes
res_ff_125c_3.63v,res_ff,125,3.63,binj,1.3,1.300000,1.199300,1.798950,0.00000,2.356510,2.356510,4.999130e-02,,yes
res_ff_125c_3.63v,res_ff,125,3.63,binj,1.325,1.325000,1.199300,1.798950,0.00000,2.356510,2.356510,4.999130e-02,,yes
res_ff_125c_3.63v,res_ff,125,3.63,binj,1.35,1.350000,1.199300,1.798950,0.00000,2.356510,2.356510,4.999130e-02,,yes
res_ff_125c_3.63v,res_ff,125,3.63,binj,1.375,1.375000,1.199300,1.798950,0.00000,2.356510,2.356510,4.999130e-02,,yes
res_ff_125c_3.63v,res_ff,125,3.63,binj,1.4,1.400000,1.199300,1.798950,0.00000,2.356510,2.356510,4.999130e-02,,yes
res_ff_125c_3.63v,res_ff,125,3.63,binj,1.425,1.425000,1.199300,1.798950,0.00000,2.356510,2.356510,4.999130e-02,,yes
res_ff_125c_3.63v,res_ff,125,3.63,binj,1.45,1.450000,1.199300,1.798950,0.00000,2.356510,2.356510,4.999130e-02,,yes
res_ff_125c_3.63v,res_ff,125,3.63,binj,1.475,1.475000,1.199300,1.798950,0.00000,2.356510,2.356510,4.999130e-02,,yes
res_ff_125c_3.63v,res_ff,125,3.63,binj,1.5,1.500000,1.199300,1.798950,0.00000,2.356510,2.356510,4.999130e-02,,yes
res_ff_125c_3.63v,res_ff,125,3.63,binj,1.525,1.525000,1.199300,1.798950,0.00000,2.356510,2.356510,4.999130e-02,,yes
res_ff_125c_3.63v,res_ff,125,3.63,binj,1.55,1.550000,1.199300,1.798950,0.00000,2.356510,2.356510,4.999130e-02,,yes
res_ff_125c_3.63v,res_ff,125,3.63,binj,1.575,1.575000,1.199300,1.798950,0.00000,2.356510,2.356510,4.999130e-02,,yes
res_ff_125c_3.63v,res_ff,125,3.63,binj,1.6,1.600000,1.199300,1.798950,0.00000,2.356510,2.356510,4.999130e-02,,yes
res_ff_125c_3.63v,res_ff,125,3.63,binj,1.625,1.625000,1.199300,1.798950,0.00000,2.356510,2.356510,4.999130e-02,,yes
res_ff_125c_3.63v,res_ff,125,3.63,binj,1.65,1.650000,1.199300,1.798950,0.00000,2.356510,2.356510,4.999130e-02,,yes
res_ff_125c_3.63v,res_ff,125,3.63,binj,1.675,1.675000,1.199300,1.798950,0.00000,2.356510,2.356510,4.999130e-02,,yes
res_ff_125c_3.63v,res_ff,125,3.63,binj,1.7,1.700000,1.199300,1.798950,0.00000,2.356510,2.356510,4.999130e-02,,yes
res_ff_125c_3.63v,res_ff,125,3.63,binj,1.725,1.725000,1.199300,1.798950,0.00000,2.356510,2.356510,4.999130e-02,,yes
res_ff_125c_3.63v,res_ff,125,3.63,binj,1.75,1.750000,1.199300,1.798950,0.00000,2.356510,2.356510,4.999130e-02,,yes
res_ff_125c_3.63v,res_ff,125,3.63,binj,1.775,1.775000,1.199300,1.798950,0.00000,2.356510,2.356510,4.999130e-02,,yes
res_ff_125c_3.63v,res_ff,125,3.63,binj,1.8,1.800000,1.199300,1.798950,0.00000,2.356510,2.356510,4.999130e-02,,yes
res_ff_125c_3.63v,res_ff,125,3.63,binj,1.825,1.825000,1.199300,1.798950,0.00000,2.356510,2.356510,4.999130e-02,,yes
res_ff_125c_3.63v,res_ff,125,3.63,binj,1.85,1.850000,1.199300,1.798950,0.00000,2.356510,2.356510,4.999130e-02,,yes
res_ff_125c_3.63v,res_ff,125,3.63,binj,1.875,1.875000,1.199300,1.798950,0.00000,2.356510,2.356510,4.999130e-02,,yes
res_ff_125c_3.63v,res_ff,125,3.63,binj,1.9,1.900000,1.199300,1.798950,0.00000,2.356510,2.356510,4.999130e-02,,yes
res_ff_125c_3.63v,res_ff,125,3.63,binj,1.925,1.925000,1.199300,1.798950,0.00000,2.356510,2.356510,4.999130e-02,,yes
res_ff_125c_3.63v,res_ff,125,3.63,binj,1.95,1.950000,1.199300,1.798950,0.00000,2.356510,2.356510,4.999130e-02,,yes
res_ff_125c_3.63v,res_ff,125,3.63,binj,1.975,1.975000,1.199300,1.798950,0.00000,2.356510,2.356510,4.999130e-02,,yes
res_ff_125c_3.63v,res_ff,125,3.63,binj,2,2.000000,1.199300,1.798950,0.00000,2.356510,2.356510,4.999130e-02,,yes
res_ff_125c_3.63v,res_ff,125,3.63,binj,2.025,2.025000,1.199300,1.798950,0.00000,2.356510,2.356510,4.999130e-02,,yes
res_ff_125c_3.63v,res_ff,125,3.63,binj,2.05,2.050000,1.199300,1.798950,0.00000,2.356510,2.356510,4.999130e-02,,yes
res_ff_125c_3.63v,res_ff,125,3.63,binj,2.075,2.075000,1.199300,1.798950,0.00000,2.356510,2.356510,4.999130e-02,,yes
res_ff_125c_3.63v,res_ff,125,3.63,binj,2.1,2.100000,1.199300,1.798950,0.00000,2.356510,2.356510,4.999130e-02,,yes
res_ff_125c_3.63v,res_ff,125,3.63,binj,2.125,2.125000,1.199300,1.798950,0.00000,2.356510,2.356510,4.999130e-02,,yes
res_ff_125c_3.63v,res_ff,125,3.63,binj,2.15,2.150000,1.199300,1.798950,0.00000,2.356510,2.356510,4.999130e-02,,yes
res_ff_125c_3.63v,res_ff,125,3.63,binj,2.175,2.175000,1.199300,1.798950,0.00000,2.356510,2.356510,4.999130e-02,,yes
res_ff_125c_3.63v,res_ff,125,3.63,binj,2.2,2.200000,1.199300,1.798950,0.00000,2.356510,2.356510,4.999130e-02,,yes
res_ff_125c_3.63v,res_ff,125,3.63,binj,2.225,2.225000,1.199300,1.798950,0.00000,2.356510,2.356510,4.999130e-02,,yes
res_ff_125c_3.63v,res_ff,125,3.63,binj,2.25,2.250000,1.199300,1.798950,0.00000,2.356510,2.356510,4.999130e-02,,yes
res_ff_125c_3.63v,res_ff,125,3.63,binj,2.275,2.275000,1.199300,1.798950,0.00000,2.356510,2.356510,4.999130e-02,,yes
res_ff_125c_3.63v,res_ff,125,3.63,binj,2.3,2.300000,1.199300,1.798950,0.00000,2.356510,2.356510,4.999130e-02,,yes
res_ff_125c_3.63v,res_ff,125,3.63,binj,2.325,2.325000,1.199300,1.798950,0.00000,2.356510,2.356510,4.999130e-02,,yes
res_ff_125c_3.63v,res_ff,125,3.63,binj,2.35,2.350000,1.199300,1.798950,0.00000,2.356510,2.356510,4.999130e-02,,yes
